DEPTH,DT_F17-04,DT_F15-A-01
2089.8001,76.34794617,81.85747528
2089.9001,76.67114258,82.01587677
2090.0001,76.70159149,81.80800629
2090.1001,76.54634094,81.4794693
2090.2001,76.45095825,81.27962494
2090.3001,76.49816895,81.33170319
2090.4001,76.58877564,81.67778015
2090.5001,76.66790772,82.26522064
2090.6001,76.78523254,82.91569519
2090.7001,76.93930817,83.46457672
2090.8001,77.05301666,84.00390625
2090.9001,77.12025452,84.77419281
2091.0001,77.2355423,85.66777802
2091.1001,77.42712402,86.21762085
2091.2001,77.61581421,86.15393066
2091.3001,77.77151489,85.74394989
2091.4001,77.92459106,85.22831726
2091.5001,78.07841492,84.25418854
2091.6001,78.21814728,82.74635315
2091.7001,78.31273651,81.40613556
2091.8001,78.35601044,80.72473908
2091.9001,78.42736816,80.51576233
2092.0001,78.5696106,80.45606232
2092.1001,78.69625855,80.34939575
2092.2001,78.75475311,80.09223175
2092.3001,78.79994202,79.62562561
2092.4001,78.83374786,78.93008423
2092.5001,78.74221802,78.06034088
2092.6001,78.49778748,77.15478516
2092.7001,78.22393799,76.35384369
2092.8001,77.96599579,75.80028534
2092.9001,77.71811676,75.74265289
2093.0001,77.58379364,76.81066132
2093.1001,77.70001984,79.28610992
2093.2001,78.11334229,81.92442322
2093.3001,78.70343018,83.32749939
2093.4001,79.24091339,83.56646729
2093.5001,79.48246002,83.22868347
2093.6001,79.30859375,82.68270111
2093.7001,78.72480774,81.70967865
2093.8001,77.95449066,80.66578674
2093.9001,77.32062531,80.15438843
2094.0001,76.94846344,79.65440369
2094.1001,76.81293488,79.17799377
2094.2001,76.89349365,79.30812073
2094.3001,76.96488953,80.29804993
2094.4001,76.77261353,81.70369721
2094.5001,76.30420685,82.36532593
2094.6001,75.66257477,82.86048126
2094.7001,75.03546906,83.46476746
2094.8001,74.69939423,83.77916718
2094.9001,74.82740021,82.77746582
2095.0001,75.32793427,80.55597687
2095.1001,75.91638184,78.93001556
2095.2001,76.26470184,78.13592529
2095.3001,76.23230743,78.03951263
2095.4001,76.0234375,78.05912781
2095.5001,75.81473541,78.04619598
2095.6001,75.64354706,77.9668045
2095.7001,75.51172638,78.04347229
2095.8001,75.52626038,79.36933899
2095.9001,75.74777985,81.86840057
2096.0001,76.00944519,83.04705048
2096.1001,76.04409027,82.95354462
2096.2001,75.8006134,82.38645935
2096.3001,75.57662964,81.7872467
2096.4001,75.4396286,81.29503632
2096.5001,75.20111084,81.44602966
2096.6001,74.90621185,82.77207184
2096.7001,74.77253723,83.99063873
2096.8001,74.85377502,84.04922485
2096.9001,74.98077393,83.91472626
2097.0001,75.04882813,84.2277298
2097.1001,75.09547424,84.42838287
2097.2001,75.04986572,83.45506287
2097.3001,74.87851715,81.96032715
2097.4001,74.70950317,81.1414566
2097.5001,74.61592865,80.71134186
2097.6001,74.58389282,79.43461609
2097.7001,74.63542938,77.58930969
2097.8001,74.81099701,77.21870422
2097.9001,75.08263397,78.647995
2098.0001,75.32904816,80.48963165
2098.1001,75.38122559,81.67132568
2098.2001,75.18927002,82.12271881
2098.3001,74.87541962,81.85349274
2098.4001,74.58397675,80.78939819
2098.5001,74.36882782,79.60864258
2098.6001,74.27376556,79.04298401
2098.7001,74.37405396,78.97735596
2098.8001,74.72445679,79.07124329
2098.9001,75.29560089,79.19203186
2099.0001,75.94173431,79.20018768
2099.1001,76.4937439,78.83156586
2099.2001,76.87660217,78.40163422
2099.3001,77.08483887,78.72144318
2099.4001,77.06456757,79.77210999
2099.5001,76.80930328,80.68193054
2099.6001,76.43489838,80.87677002
2099.7001,76.11266327,80.50654602
2099.8001,75.95745087,79.77658844
2099.9001,75.98144531,78.60071564
2100.0001,76.10929871,77.12308502
2100.1001,76.23558807,76.32118225
2100.2001,76.3150177,77.12386322
2100.3001,76.38802338,78.87827301
2100.4001,76.49990845,79.87981415
2100.5001,76.63139343,79.59481812
2100.6001,76.73381043,79.26699066
2100.7001,76.77415466,79.5772934
2100.8001,76.76290894,79.36795807
2100.9001,76.74625397,78.037117
2101.0001,76.73822784,76.72496796
2101.1001,76.73049164,76.34352875
2101.2001,76.76976776,76.16268158
2101.3001,76.89307404,75.21656036
2101.4001,77.05109406,74.094841
2101.5001,77.20685577,74.15281677
2101.6001,77.39445496,75.76430512
2101.7001,77.64319611,78.23907471
2101.8001,77.91690064,80.40925598
2101.9001,78.11437988,81.51573181
2102.0001,78.1647644,81.78673554
2102.1001,78.1266098,81.7088089
2102.2001,78.10809326,80.94019318
2102.3001,78.13822174,79.38341522
2102.4001,78.19811249,77.7407074
2102.5001,78.26183319,76.68458557
2102.6001,78.28940582,76.38938141
2102.7001,78.26998901,76.60493469
2102.8001,78.22161102,77.22196198
2102.9001,78.15457916,78.16931915
2103.0001,78.10051727,79.2027359
2103.1001,78.09252167,80.00449371
2103.4001,78.19937134,80.49737549
2103.5001,78.2518692,80.80940247
2103.6001,78.34222412,80.59332275
2103.7001,78.50436401,79.56227112
2103.8001,78.70122528,78.27531433
2103.9001,78.82604218,77.45128632
2104.0001,78.78376007,77.49108124
2104.1001,78.5976181,77.71128845
2104.2001,78.38830566,77.84458923
2104.3001,78.18299103,78.02873993
2104.4001,77.83956146,78.38031769
2104.5001,77.43664551,78.8400116
2104.6001,77.25375366,79.10170746
2104.7001,77.39836884,78.93328857
2104.8001,77.70263672,78.34151459
2104.9001,77.98182678,77.77333832
2105.0001,78.24443817,77.42790985
2105.1001,78.46811676,77.54019165
2105.2001,78.57087708,78.40332031
2105.3001,78.53864288,79.67928314
2105.4001,78.33958435,80.80313873
2105.5001,78.01475525,80.8010025
2105.6001,77.80451202,80.19210815
2105.7001,77.87285614,79.344841
2105.8001,78.08740997,78.10331726
2105.9001,78.13761139,77.07958221
2106.0001,78.07167816,77.41046906
2106.1001,78.1534729,79.15585327
2106.2001,78.30856323,80.80297852
2106.3001,78.33874512,80.69851685
2106.4001,78.19500732,80.09624481
2106.5001,77.9041214,79.15110016
2106.6001,77.43972015,77.55233765
2106.7001,76.85334015,75.94252014
2106.8001,76.4752655,76.14853668
2106.9001,76.54067993,79.28063965
2107.0001,76.96084595,81.72805023
2107.1001,77.53399658,82.67722321
2107.2001,78.04824829,83.01320648
2107.3001,78.36154175,82.98322296
2107.4001,78.56507874,81.74597931
2107.5001,78.69213867,79.56861115
2107.6001,78.58292389,79.17778778
2107.7001,78.19694519,80.64373779
2107.8001,77.72145844,81.85857391
2107.9001,77.33631134,82.29776764
2108.0001,77.24120331,82.32295227
2108.1001,77.50912476,82.06829834
2108.2001,77.99089813,81.05251312
2108.3001,78.36975861,79.45232391
2108.4001,78.44428253,78.19541168
2108.5001,78.34649658,77.87451172
2108.6001,78.22998047,78.2312088
2108.7001,78.07024384,78.68386078
2108.8001,77.81461334,79.07563782
2108.9001,77.65024567,79.48418427
2109.0001,77.77373505,79.83414459
2109.1001,78.00213623,79.94580841
2109.2001,78.08590698,79.76745606
2109.3001,78.09622192,79.40348053
2109.4001,78.1109314,78.96884918
2109.5001,78.03173828,78.56777191
2109.6001,77.82546234,78.21630096
2109.7001,77.66121674,77.84912872
2109.8001,77.68949127,77.48281097
2109.9001,77.85617828,77.20516968
2110.0001,78.0473938,77.01311493
2110.1001,78.25064087,76.72598267
2110.2001,78.43061066,76.78125763
2110.3001,78.46110535,78.17325592
2110.4001,78.31819153,80.61434174
2110.5001,78.16434479,82.57746887
2110.6001,78.07904053,83.32270813
2110.7001,77.92290497,83.24992371
2110.8001,77.61242676,82.43249512
2110.9001,77.22446442,80.31036377
2111.0001,76.85321045,77.1728363
2111.1001,76.5543747,74.32210541
2111.2001,76.33158112,72.65177918
2111.3001,76.09420013,72.21243286
2111.4001,75.70030975,73.31096649
2111.5001,75.12731934,76.65653992
2111.6001,74.50498962,81.41475678
2111.7001,73.94271088,85.04621124
2111.8001,73.47367859,86.54676819
2111.9001,73.09566498,86.76308441
2112.0001,72.67082977,85.91851044
2112.1001,72.14359283,82.89292145
2112.2001,71.82048798,78.02451325
2112.3001,72.01126099,74.02592468
2112.4001,72.61754608,72.62734985
2112.5001,73.2585144,73.46565247
2112.6001,73.64584351,75.84710693
2112.7001,73.83118439,78.71875763
2112.8001,74.34907532,80.73352814
2112.9001,75.88346863,81.61567688
2113.0001,78.10192108,81.81299591
2113.1001,79.50202942,81.38285065
2113.2001,79.41129303,79.70526886
2113.3001,78.66278839,77.11571503
2113.4001,77.97520447,75.10302734
2113.5001,77.57749176,74.45523834
2113.6001,77.6025238,75.55555725
2113.7001,77.93669891,78.56593323
2113.8001,78.53792572,82.16246033
2113.9001,79.48733521,84.45748901
2114.0001,80.4594574,85.66524506
2114.1001,81.32523346,86.26364136
2114.2001,82.3322525,85.98876953
2114.3001,83.31864929,83.82048035
2114.4001,84.21947479,80.54118347
2114.5001,85.50982666,78.57941437
2114.6001,87.46691895,77.81375122
2114.7001,89.26638031,77.71577454
2114.8001,89.98756409,77.92002869
2114.9001,90.28217316,78.29901123
2115.0001,90.52854157,78.71551514
2115.1001,90.29782867,78.86276245
2115.2001,90.32210541,78.81100464
2115.3001,91.58130646,78.68529511
2115.4001,93.59616852,78.53907013
2115.5001,95.176857,78.46893311
2115.6001,96.02059174,78.44911194
2115.7001,96.61312103,78.1574173
2115.8001,96.76644898,77.85582733
2115.9001,95.8221283,77.90766907
2116.0001,94.14030457,77.96611023
2116.1001,93.52214813,77.88790131
2116.2001,94.03385162,77.70840454
2116.3001,93.66301727,77.69998932
2116.4001,92.06840515,77.77311707
2116.5001,90.77867889,77.74500275
2116.6001,90.65026093,78.08583069
2116.7001,90.64028931,79.4119339
2116.8001,90.24176788,81.80897522
2116.9001,90.49768829,83.09547424
2117.0001,91.0398407,82.85089874
2117.1001,91.32014465,82.12743378
2117.2001,92.24288178,81.17697144
2117.3001,93.66902924,79.3345871
2117.4001,94.74750519,76.27373505
2117.5001,95.55220032,73.96886444
2117.6001,95.8536911,73.30176544
2117.7001,95.13324738,73.24895477
2117.8001,93.61473084,73.42871094
2117.9001,91.81442261,74.91439056
2118.0001,90.29602051,78.49903107
2118.1001,89.64341736,82.02722168
2118.2001,90.03205872,83.84497833
2118.3001,91.02906036,84.44109345
2118.4001,91.90467835,84.22605896
2118.5001,92.50629425,82.72267914
2118.6001,93.40433502,79.66490173
2118.7001,95.47564697,76.22753143
2118.8001,98.57724762,73.79266357
2118.9001,101.4783859,72.77523041
2119.0001,103.4499664,73.24684143
2119.1001,104.2760696,75.07598114
2119.2001,103.7382889,77.60579681
2119.3001,101.7581787,79.67040253
2119.4001,98.58106232,80.81069946
2119.5001,95.20441437,81.29722595
2119.6001,93.19736481,80.98514557
2119.7001,93.37493897,79.45178986
2119.8001,94.58457947,77.07330322
2119.9001,95.34590912,75.06330109
2120.0001,95.27177429,74.16943359
2120.1001,94.74391937,74.10881043
2120.2001,94.09481812,74.38581085
2120.3001,93.57259369,74.73258209
2120.4001,93.52861023,75.02713776
2120.5001,94.33370209,75.19998932
2120.6001,96.29901123,75.21076965
2120.7001,99.55713654,75.03997803
2120.8001,103.389183,74.70787048
2120.9001,106.563797,74.31381226
2121.0001,108.4156723,74.02366638
2121.1001,109.1192627,74.07240295
2121.2001,108.7863312,74.95941925
2121.3001,107.233963,77.20187378
2121.4001,104.4981461,80.56973267
2121.5001,101.04039,83.95523834
2121.6001,97.62937164,86.19393921
2121.7001,95.14946747,86.95000458
2121.8001,94.04631805,86.37207031
2121.9001,94.02855682,84.32398987
2122.0001,94.43550873,80.88256836
2122.1001,94.90951538,77.12644196
2122.2001,95.37870789,74.77662659
2122.3001,95.85638428,74.42381287
2122.4001,96.39968109,75.42437744
2122.5001,97.02888489,76.89879608
2122.6001,97.40994263,78.18580627
2122.7001,96.89019013,78.98345184
2122.8001,95.37229919,79.38627625
2122.9001,93.51953125,79.23754883
2123.0001,91.90898895,78.27391052
2123.1001,90.45304871,77.00646973
2123.2001,88.80434418,76.15328217
2123.3001,86.8350296,75.99679565
2123.4001,85.04425049,76.85436249
2123.5001,84.39250946,78.93484497
2123.6001,85.3175354,81.59508514
2123.7001,87.02939606,83.60631561
2123.8001,88.35228729,84.25481415
2123.9001,89.30155182,83.91030121
2124.0001,90.47481537,82.7881012
2124.1001,91.4141922,80.7599411
2124.2001,90.75014496,78.02817535
2124.3001,88.33132172,75.65166473
2124.4001,85.94071198,75.03421783
2124.5001,85.512146,75.94872284
2124.6001,86.67989349,77.35095215
2124.7001,87.63067627,78.05583954
2124.8001,87.96109772,77.92531586
2124.9001,88.33977509,77.478508
2125.0001,88.93065643,77.2397995
2125.1001,89.82873535,76.56858826
2125.2001,91.23432159,75.19676209
2125.3001,92.89122772,74.48391724
2125.4001,94.40270996,74.4673996
2125.5001,95.4036026,74.64310455
2125.6001,95.69007874,74.96886444
2125.7001,95.79911041,75.13607025
2125.8001,95.78031158,74.99646759
2125.9001,94.88261414,75.4672699
2126.0001,93.65354919,76.14592743
2126.1001,93.20032501,76.33744812
2126.2001,93.36853027,77.53504944
2126.3001,93.10770416,78.66829681
2126.4001,91.96057129,77.24344635
2126.5001,90.59242249,75.63523865
2126.6001,89.96492767,74.90872955
2126.7001,90.37414551,74.40196228
2126.8001,91.14357758,73.57943726
2126.9001,91.58435822,72.61962128
2127.0001,91.68789673,72.27625275
2127.1001,92.00365448,72.35243225
2127.2001,92.318367,72.82917023
2127.3001,92.00967407,73.97360992
2127.4001,91.10205078,75.40196991
2127.5001,90.6039505,76.88465881
2127.6001,91.16320038,78.186409
2127.7001,92.05376434,79.01984406
2127.8001,92.73096466,78.99234772
2127.9001,93.38697815,77.97014618
2128.0001,94.08384705,76.41621399
2128.1001,94.10877228,74.92049408
2128.2001,92.8999939,74.1461792
2128.3001,90.95474243,73.90268707
2128.4001,89.17434692,74.21221924
2128.5001,87.87754822,75.35285187
2128.6001,86.9566803,76.99003601
2128.7001,86.40097809,78.51999664
2128.8001,86.30974579,79.68830109
2128.9001,86.70606232,80.37462616
2129.0001,87.15692139,80.23046112
2129.1001,87.0866394,79.11884308
2129.2001,86.65707398,77.52690125
2129.3001,86.55887604,76.12165833
2129.4001,87.16256714,75.10250855
2129.5001,88.00756073,74.55117035
2129.6001,88.57792664,74.50715637
2129.7001,88.99243927,74.96490479
2129.8001,89.82472229,75.70243073
2129.9001,91.15499878,76.37120056
2130.0001,92.43086243,76.75621796
2130.1001,94.08142853,76.82514191
2130.2001,97.25126648,76.76158905
2130.3001,101.8778534,76.69818115
2130.4001,106.7432632,76.48761749
2130.5001,110.7481079,76.23795319
2130.6001,113.8807907,76.43701172
2130.7001,115.9948273,77.13563538
2130.8001,116.558609,77.83534241
2130.9001,115.8770981,78.13220215
2131.0001,114.7995682,78.01766968
2131.1001,113.8595581,77.66756439
2131.2001,113.2817307,77.12010193
2131.3001,113.0824585,76.29238129
2131.4001,113.0559235,75.2580719
2131.5001,113.3033524,74.53348541
2131.6001,114.2592316,74.90950775
2131.7001,116.0801621,76.25666809
2131.8001,118.4686966,77.35404968
2131.9001,120.6878662,77.50652313
2132.0001,121.8836899,77.14969635
2132.1001,121.843689,76.82089233
2132.2001,121.0439835,76.39624786
2132.3001,119.7522965,75.67240143
2132.4001,117.8663712,75.00611877
2132.5001,115.6883698,74.86626434
2132.6001,114.1162415,75.27915955
2132.7001,114.0570526,75.86820984
2132.8001,115.5018311,75.97687531
2132.9001,117.6496124,75.27907562
2133.0001,119.6428299,74.3495636
2133.1001,121.2187576,73.82653046
2133.2001,122.4348068,73.57783508
2133.3001,123.478981,73.10864258
2133.4001,124.6704559,72.46053314
2133.5001,126.1282349,72.17852783
2133.6001,127.4990006,72.40053558
2133.7001,128.158371,72.78918457
2133.8001,127.944809,73.09036255
2133.9001,127.1003952,73.24001312
2134.0001,125.6968613,73.38155365
2134.1001,123.7036438,73.76400757
2134.2001,121.1822052,74.29525757
2134.3001,118.5656662,74.61920929
2134.4001,116.6834488,74.64341736
2134.5001,115.8006058,74.51045227
2134.6001,115.2344055,74.32789612
2134.7001,114.7749481,74.03649902
2134.8001,115.023262,73.61650848
2134.9001,116.1192398,73.21869659
2135.0001,117.5916977,72.86116791
2135.1001,118.8862305,72.5531311
2135.2001,119.6792908,72.42118073
2135.3001,120.0947418,72.42860413
2135.4001,120.56633,72.55059815
2135.5001,121.3536301,72.9057312
2135.6001,122.0095062,73.33344269
2135.7001,122.0417023,73.46404266
2135.8001,121.6893387,73.33824158
2135.9001,121.407402,72.87225342
2136.0001,121.1112366,72.06623077
2136.1001,120.2951584,71.49886322
2136.2001,118.4994888,71.56175232
2136.3001,115.8399277,72.28917694
2136.4001,113.252739,73.18489838
2136.5001,111.4248734,74.01068878
2136.6001,110.1054001,74.5245285
2136.7001,108.7377243,74.36959076
2136.8001,107.1695862,73.42771912
2136.9001,105.6134262,72.49308014
2137.0001,104.3468018,72.62526703
2137.1001,102.2310562,74.20937347
2137.2001,98.62554169,75.75866699
2137.3001,95.39608002,76.64122772
2137.4001,93.30475617,76.6628952
2137.5001,91.6231308,76.41722107
2137.6001,90.36342621,75.75563049
2137.7001,90.00695801,74.24176788
2137.8001,90.64173126,72.14038849
2137.9001,92.13182068,70.92230225
2138.0001,94.43569946,71.61898041
2138.1001,97.48696899,72.40245819
2138.2001,101.3594208,72.90433502
2138.3001,105.7820129,73.37184143
2138.4001,109.8388672,73.44551086
2138.5001,112.2726135,73.07086945
2138.6001,112.3878403,72.38503265
2138.7001,110.9850617,71.68157196
2138.8001,109.258255,71.32933807
2138.9001,107.7998734,71.50222778
2139.0001,106.4733353,71.74633789
2139.1001,105.4119492,71.79761505
2139.2001,104.6055985,71.65939331
2139.3001,103.4571762,71.40101624
2139.4001,102.1447525,70.81829834
2139.5001,100.9877625,69.8966217
2139.6001,99.50869751,69.1759491
2139.7001,98.02597046,69.01545715
2139.8001,97.11801148,69.32862091
2139.9001,96.34026337,69.77420807
2140.0001,95.58275604,70.19094849
2140.1001,95.44833374,70.58716583
2140.2001,96.01035309,70.97145081
2140.3001,96.53479767,71.31151581
2140.4001,96.56113434,71.62174988
2140.5001,96.37872315,71.92442322
2140.6001,96.1960144,72.12635803
2140.7001,95.76480866,72.10018921
2140.8001,95.0630188,71.83244324
2140.9001,94.28084564,71.4225235
2141.0001,93.46352387,71.12657166
2141.1001,92.61730194,71.17498779
2141.2001,91.78786469,71.38431549
2141.3001,91.03713989,71.40154266
2141.4001,90.5281601,71.19843292
2141.5001,90.33687592,70.91685486
2141.6001,90.34918213,70.5979538
2141.7001,90.56963348,70.24490356
2141.8001,91.13983917,69.91146851
2141.9001,91.93748474,69.84584045
2142.0001,92.63925171,70.3735199
2142.1001,93.06829834,71.41818237
2142.2001,93.22664642,72.43768311
2142.3001,93.20840454,73.0267868
2142.4001,93.08747864,73.26065064
2142.5001,92.86890411,73.33815002
2142.6001,92.48719788,73.26659393
2142.7001,91.95700073,73.09617615
2142.8001,91.43434143,73.00189209
2142.9001,90.95133972,72.97557068
2143.0001,90.36240387,72.77342224
2143.1001,89.70301819,72.27391052
2143.2001,89.22307587,71.68286896
2143.3001,89.00144196,71.21148682
2143.4001,88.97492218,70.82828522
2143.5001,89.23739624,70.52440643
2143.6001,90.10386658,70.46720886
2143.7001,91.78778076,70.7297821
2143.8001,93.86008453,71.04314423
2143.9001,95.41769409,71.1271286
2144.0001,95.98051453,71.07602692
2144.1001,95.9233551,71.15003204
2144.2001,95.80898285,71.38462067
2144.3001,95.7678833,71.60098267
2144.4001,95.47589111,71.73890686
2144.5001,94.61166382,71.98130035
2144.6001,93.37773132,72.45585632
2144.7001,92.27050018,72.88498688
2144.8001,91.48982239,72.86646271
2144.9001,90.97296143,72.50154114
2145.0001,90.60140228,72.01165009
2145.1001,90.22024536,71.35387421
2145.2001,89.84958649,70.87520599
2145.3001,89.66127014,71.35984802
2145.4001,89.61254883,73.18021393
2145.5001,89.49358368,75.16507721
2145.6001,89.27280426,75.95466614
2145.7001,89.1181488,76.03173065
2145.8001,89.14455414,75.53643036
2145.9001,89.36519623,73.98569489
2146.0001,89.79466248,71.78861237
2146.1001,90.18631744,70.18849182
2146.2001,90.2256546,70.34223938
2146.3001,90.03069305,70.75984955
2146.4001,89.74654388,70.57715607
2146.5001,89.29380035,70.29986572
2146.6001,88.69137573,69.7345047
2146.7001,87.9986496,68.93578339
2146.8001,87.1951828,68.87792206
2146.9001,86.31567383,69.47144318
2147.0001,85.42232513,70.34485626
2147.1001,84.57472992,70.91125488
2147.2001,84.1239624,71.19775391
2147.3001,84.20197296,71.129776
2147.4001,84.52360535,70.3742981
2147.5001,84.84622192,69.87615204
2147.6001,85.17655945,70.75944519
2147.7001,85.69133759,71.63328552
2147.8001,86.68235779,72.39861298
2147.9001,88.15034485,73.36847687
2148.0001,89.69846344,73.83037567
2148.1001,91.09190369,73.4757843
2148.2001,92.39607239,72.34868622
2148.3001,93.69724274,71.29650116
2148.4001,95.08222961,70.6887207
2148.5001,96.46394348,70.49480438
2148.6001,97.549263,70.2498703
2148.7001,98.27172089,69.81832123
2148.8001,98.47369385,69.42748261
2148.9001,97.87683868,69.51029968
2149.0001,96.28391266,69.93135834
2149.1001,94.08231354,70.14497376
2149.2001,92.2097702,70.50127411
2149.3001,91.05145264,71.12076569
2149.4001,90.39524841,71.70373535
2149.5001,89.84461212,72.00791168
2149.6001,89.63452911,72.22779083
2149.7001,90.42533875,72.71826172
2149.8001,92.48052979,73.12529755
2149.9001,94.4204483,73.08008575
2150.0001,94.89315796,72.71389008
2150.1001,94.75622559,72.44107819
2150.2001,95.54202271,72.38677979
2150.3001,97.27285004,72.27328491
2150.4001,98.61103058,71.99407196
2150.5001,98.97836304,71.94804382
2150.6001,99.1762085,72.47146606
2150.7001,99.72235107,73.08192444
2150.8001,100.5178528,73.28347015
2150.9001,101.3527985,73.20218658
2151.0001,101.7412338,73.22877502
2151.1001,101.2722092,73.51306152
2151.2001,100.1835251,73.88394928
2151.3001,99.00917053,74.17244721
2151.4001,97.78577423,74.40078735
2151.5001,96.2611084,74.60340881
2151.6001,94.88542938,74.61844635
2151.7001,94.4855957,74.38697815
2151.8001,95.18542481,74.01806641
2151.9001,96.65956879,73.56861877
2152.0001,98.95868683,73.24758911
2152.1001,102.0768967,73.29916382
2152.2001,105.1236649,73.56991577
2152.3001,107.2396317,73.70436096
2152.4001,108.6709442,73.56204987
2152.5001,110.0713577,73.22648621
2152.6001,111.4813156,72.80214691
2152.7001,112.6439591,72.37940979
2152.8001,113.3447876,72.07938385
2152.9001,113.0648117,71.96570587
2153.0001,111.661499,72.0047226
2153.1001,110.2997131,72.14380646
2153.2001,110.3760757,72.28714752
2153.3001,111.47715,72.28191376
2153.4001,112.1809692,72.06611633
2153.5001,112.4855881,71.70422363
2153.6001,113.3583984,71.37004852
2153.7001,114.8075104,71.35837555
2153.8001,115.8790207,71.87049866
2153.9001,115.7572632,72.77826691
2154.0001,114.1448135,73.6661911
2154.1001,111.1174393,74.14669037
2154.2001,107.1706696,74.12415314
2154.3001,103.2738724,73.69324493
2154.4001,100.4095993,72.92513275
2154.5001,99.04186249,71.91503906
2154.6001,98.88700867,71.109375
2154.7001,99.19741058,71.06788635
2154.8001,99.41584015,71.75071716
2154.9001,99.4265976,72.57008362
2155.0001,99.31517792,73.01747131
2155.1001,99.22428894,72.89797974
2155.2001,99.44579315,72.37654114
2155.3001,100.2507782,71.76157379
2155.4001,101.5199432,71.1211853
2155.5001,102.9953232,70.53260803
2155.6001,104.8000412,70.30062103
2155.7001,106.9388351,70.58661652
2155.8001,108.9147034,71.13225555
2155.9001,110.2045441,71.60292816
2156.0001,110.5080185,71.87467957
2156.1001,109.5582962,72.07752991
2156.2001,107.3495789,72.27586365
2156.3001,104.7719574,72.42915344
2156.4001,103.1347656,72.45427704
2156.5001,102.6185303,72.26487732
2156.6001,102.7399597,71.98344421
2156.7001,103.2526474,71.91430664
2156.8001,103.5850678,71.80658722
2156.9001,103.9461136,71.40450287
2157.0001,105.322525,71.10759735
2157.1001,107.3250809,71.37553406
2157.2001,109.0056305,72.2685318
2157.3001,110.5018616,72.67431641
2157.4001,111.8931351,72.42034149
2157.5001,113.5264282,71.79168701
2157.6001,116.2503891,71.23227692
2157.7001,119.5648346,70.72895813
2157.8001,122.435257,70.11011505
2157.9001,125.0221024,69.74045563
2158.0001,127.1446991,69.99919891
2158.1001,128.0458221,71.19142914
2158.2001,127.3388138,72.47706604
2158.3001,124.4748612,73.53901672
2158.4001,119.907402,74.24381256
2158.5001,115.2084808,74.53881836
2158.6001,110.9737473,74.36258698
2158.7001,107.042305,73.77127838
2158.8001,104.1995239,72.93278503
2158.9001,103.6536331,71.95186615
2159.0001,105.6238632,71.16750336
2159.1001,109.2057343,70.67889404
2159.2001,113.585907,70.3902359
2159.3001,118.5735779,70.02680206
2159.4001,123.8390198,69.71883392
2159.5001,128.2822418,69.59635925
2159.6001,130.9664612,69.48954773
2159.7001,131.5450745,69.4298172
2159.8001,131.1312714,69.53205872
2159.9001,131.0110169,69.89424133
2160.0001,131.0624237,70.67518616
2160.1001,130.8434753,71.78177643
2160.2001,130.2835236,72.74120331
2160.3001,128.8435669,73.39535523
2160.4001,126.1507645,73.66412354
2160.5001,122.8096771,73.44232941
2160.6001,119.2713623,72.84975433
2160.7001,115.7175598,71.99459076
2160.8001,112.2380066,70.89001465
2160.9001,109.6712799,69.95462036
2161.0001,108.305336,69.72879791
2161.1001,107.0430374,70.2948761
2161.2001,106.0391998,71.16996002
2161.3001,105.7930832,71.80784607
2161.4001,105.2386093,72.04690552
2161.5001,103.9408417,71.91183472
2161.6001,102.8329163,71.44211578
2161.7001,102.2335968,70.76794434
2161.8001,101.7516556,70.21613312
2161.9001,101.2388077,70.03137207
2162.0001,100.9247513,70.18801117
2162.1001,101.0879288,70.52088165
2162.2001,101.7193985,70.81835938
2162.3001,102.4944763,70.85224152
2162.4001,103.192337,70.52715302
2162.5001,103.9865494,70.14291382
2162.6001,105.1335602,70.16967011
2162.7001,106.4329529,70.65813446
2162.8001,107.4474487,71.20119476
2162.9001,108.1327362,71.44780731
2163.0001,108.7683182,71.44795227
2163.1001,109.2707443,71.46181488
2163.2001,109.0735245,71.62250519
2163.3001,108.0044403,71.88887024
2163.4001,106.8356705,72.13471222
2163.5001,106.5798111,72.22154999
2163.6001,107.4677429,72.11803436
2163.7001,109.1843796,71.98944855
2163.8001,111.5005798,72.04969788
2163.9001,114.1447754,72.27265167
2164.0001,116.0911408,72.47737885
2164.1001,116.2716293,72.61958313
2164.2001,114.689148,72.78969574
2164.3001,112.2451172,72.95722961
2164.4001,109.8672333,72.88148499
2164.5001,108.2067261,72.35941315
2164.6001,107.5954742,71.53813934
2164.7001,107.8818359,70.8921814
2164.8001,108.4853592,70.69461823
2164.9001,108.8986206,70.81611633
2165.0001,109.1391068,71.10575867
2165.1001,109.3955612,71.45640564
2165.2001,109.4689713,71.77359009
2165.3001,109.1738129,72.18740082
2165.4001,108.7680893,72.82341003
2165.5001,108.4086456,73.50496674
2165.6001,108.0649185,73.99060059
2165.7001,107.9769135,74.17771149
2165.8001,108.3937454,74.11706543
2165.9001,109.1997528,73.91604614
2166.0001,110.1209335,73.69324493
2166.1001,110.961647,73.46573639
2166.2001,111.3063736,73.16678619
2166.3001,110.6532898,72.80433655
2166.4001,109.2738342,72.59551239
2166.5001,108.0133896,72.75214386
2166.6001,107.2030945,73.17074585
2166.7001,106.6838074,73.61616516
2166.8001,106.4648895,73.86470032
2166.9001,106.8321991,73.96207428
2167.0001,107.7395248,74.0477066
2167.1001,108.3812485,74.13352203
2167.2001,107.8389969,74.00546265
2167.3001,106.5421753,73.77902985
2167.4001,105.8155136,73.74786377
2167.5001,106.266716,73.79236603
2167.6001,107.2275543,73.73217773
2167.7001,108.0426331,73.40668488
