DEPTH,DT_F17-04,DT_F15-A-01
1939.4001,80.95059967,90.46278381
1939.5001,81.20918274,90.78287506
1939.6001,81.01483917,91.21135712
1939.7001,80.53141022,91.62856293
1941.0001,79.64202881,89.83340454
1941.1001,78.08599091,89.50132752
1941.2001,77.22524262,89.20330811
1941.5001,79.07675171,89.3135376
1941.6001,80.17137909,89.59868622
1941.7001,81.66642761,90.19955444
1941.8001,82.62549591,90.80080414
1941.9001,82.50917816,91.10530853
1942.0001,81.87841034,91.11644745
1942.1001,81.30140686,91.12841797
1942.2001,80.87841034,91.08811188
1942.3001,80.60235596,90.87968445
1942.4001,80.44103241,90.55599976
1942.5001,80.36679077,90.11551666
1942.6001,80.4715271,89.61190796
1942.7001,80.8196106,89.26020813
1942.8001,81.25991821,89.23084259
1942.9001,81.5512619,89.52172852
1943.0001,81.6049118,89.93634796
1943.4001,80.37760162,91.33913422
1943.5001,80.15283203,91.20348358
1943.6001,80.04039764,91.01554871
1943.7001,79.82310486,90.98569489
1943.8001,79.43123627,91.19761658
1943.9001,79.15396118,91.4957962
1944.0001,79.32226563,91.5843277
1944.1001,79.89673615,91.37921143
1944.2001,80.69628143,91.04878235
1944.3001,81.73483276,90.68974304
1944.4001,82.97963715,90.33867645
1944.5001,84.04291534,90.11994934
1944.6001,84.4833374,90.15128326
1944.7001,84.36808777,90.44325256
1944.8001,84.18089294,90.91981506
1944.9001,84.24913788,91.46443176
1945.0001,84.54598999,91.91034699
1945.1001,84.8972702,92.11104584
1945.2001,85.19874573,92.09223938
1945.3001,85.43080902,91.95149231
1945.8001,83.84439087,91.72373962
1945.9001,83.40969086,91.45497894
1946.0001,83.13562012,91.2414093
1946.1001,82.98045349,91.15172577
1946.2001,82.65271759,91.20113373
1946.3001,82.08860016,91.40531158
1946.4001,81.57596588,91.76869965
1946.5001,81.33997345,92.18504334
1946.6001,81.25939179,92.49484253
1946.7001,81.04108429,92.64656067
1946.8001,80.5169754,92.6708374
1946.9001,79.92410278,92.59567261
1947.0001,79.62963104,92.417099
1947.1001,79.59351349,92.07689667
1947.2001,79.49616242,91.57891846
1947.3001,79.28427124,91.13507843
1947.7001,80.92017365,90.99359131
1947.8001,81.10926056,91.25944519
1947.9001,81.27280426,91.95555115
1948.0001,81.20436859,92.91618347
1948.1001,80.77072907,93.89756012
1948.2001,80.21307373,94.84838867
1948.3001,79.87020111,95.78816223
1948.4001,79.85522461,96.54032135
1948.5001,79.98390961,96.98963165
1948.6001,80.12532044,97.22337341
1949.1001,79.25071716,97.2931366
1949.2001,79.05122376,97.27266693
1949.3001,78.93986511,97.27429962
1949.4001,79.0154953,97.27072907
1949.5001,79.15323639,97.12227631
1949.6001,79.15644074,96.77931976
1949.7001,79.07068634,96.42318726
1949.8001,79.06649017,96.04154968
1949.9001,79.22881317,95.37524414
1950.0001,79.57057953,94.65742493
1950.1001,80.11870575,94.30921936
1950.2001,80.76811218,94.36457062
1950.3001,81.16093445,94.38282013
1950.4001,81.125,94.03698731
1950.5001,80.80130005,93.92066956
1950.6001,80.34796906,94.10973358
1950.7001,79.80021668,94.22373962
1950.8001,79.26146698,93.99021149
1950.9001,78.96403503,93.72016144
1951.0001,79.03490448,94.08515167
1951.1001,79.39669037,94.96380615
1951.2001,79.89984131,96.2359314
1951.3001,80.42789459,97.4715271
1951.4001,80.88976288,98.15643311
1951.5001,81.29595184,98.14100647
1951.6001,81.71392822,97.67689514
1951.7001,82.12963867,96.94641113
1951.8001,82.43190002,96.1319046
1951.9001,82.51681519,95.7594986
1952.0001,82.38870239,95.75070953
1952.1001,82.07434845,95.95819855
1952.2001,81.60176086,96.15679932
1952.3001,81.09712982,96.33061218
1952.4001,80.73896027,96.4353714
1952.5001,80.61413574,96.3565979
1952.6001,80.67072296,96.16622925
1952.7001,80.7755127,95.95701599
1952.8001,80.77748871,95.72270203
1952.9001,80.62142944,95.37162781
1953.0001,80.35862732,94.94076538
1953.1001,80.02671814,94.72993469
1953.2001,79.62102509,94.73060608
1953.3001,79.20423126,94.74326325
1953.4001,78.91259003,94.59233856
1953.5001,78.80596924,94.36045837
1953.6001,78.80284882,94.21836853
1953.7001,78.84576416,94.16165161
1953.8001,79.01037598,94.10981751
1953.9001,79.39039612,94.04775238
1954.0001,79.93713379,94.11345673
1954.1001,80.49913025,94.24982452
1954.2001,80.98819733,94.34802246
1954.3001,81.37746429,94.48774719
1954.4001,81.61851502,94.75230408
1954.5001,81.64030457,95.13568878
1954.6001,81.42433167,95.51295471
1954.7001,81.03707123,95.70820618
1954.8001,80.58096314,95.64265442
1954.9001,80.14007568,95.39440918
1955.0001,79.74588013,95.06329346
1955.1001,79.37706757,94.69922638
1955.2001,78.98326874,94.30675507
1955.3001,78.55541229,93.92389679
1955.4001,78.1653595,93.5655365
1955.5001,77.88292694,93.13412476
1955.6001,77.79920197,92.5841217
1955.7001,77.97357941,91.97196198
1955.8001,78.28554535,91.3859787
1955.9001,78.57873535,90.94080353
1956.0001,78.80613709,90.65222931
1956.1001,78.94035339,90.42584229
1956.2001,79.02931976,90.2073288
1956.3001,79.19824219,89.99613953
1956.4001,79.44034576,89.76178742
1956.5001,79.63211823,89.4334259
1956.6001,79.73602295,89.06408691
1956.7001,79.81853485,88.83111572
1956.8001,79.92366028,88.72349548
1956.9001,80.04385376,88.66601563
1957.0001,80.192482,88.77601624
1957.1001,80.37734222,89.11579132
1957.2001,80.57833099,89.55361939
1957.3001,80.80389404,89.98342133
1957.4001,80.95816803,90.47180176
1957.5001,80.86139679,91.02462006
1957.6001,80.56027985,91.43067169
1957.7001,80.21920776,91.50417328
1957.8001,79.91927338,91.26939392
1957.9001,79.65736389,90.8403244
1958.0001,79.47528076,90.30198669
1958.1001,79.44226837,89.68096924
1958.2001,79.37349701,88.91764069
1958.3001,79.10162354,87.96876526
1958.4001,78.76224518,86.90726471
1958.5001,78.57588196,85.90898132
1958.6001,78.668396,85.17773438
1958.7001,79.00772095,84.82200623
1958.8001,79.55648041,84.85923004
1958.9001,80.24481201,85.22142792
1959.0001,80.92867279,85.84049225
1959.1001,81.43894196,86.71546936
1959.2001,81.64853668,87.86509705
1959.3001,81.61715698,89.25613403
1959.4001,81.42699432,90.63458252
1959.5001,81.1505127,91.74517059
1959.6001,80.83402252,92.52154541
1959.7001,80.49002838,92.95770264
1959.8001,80.09833527,93.07863617
1959.9001,79.60951233,92.90908814
1960.0001,79.14444733,92.59067535
1960.1001,78.87258911,92.30973053
1960.2001,78.83127594,92.01500702
1960.3001,78.85074616,91.54867554
1960.4001,78.79341126,90.89519501
1960.5001,78.79888153,90.26503754
1960.6001,78.939888,89.86747742
1960.7001,79.05745697,89.64985657
1960.8001,79.10284424,89.60653687
1960.9001,79.15302277,89.72860718
1961.0001,79.20129395,89.89341736
1961.1001,79.18774414,89.99427033
1961.2001,79.11424255,90.07543182
1961.3001,79.02368927,90.4610672
1961.4001,78.9034729,91.1762619
1961.5001,78.71617889,91.81876373
1961.6001,78.5003891,92.50582886
1961.7001,78.34313202,93.2986145
1961.8001,78.3391571,93.96569061
1961.9001,78.58436585,94.37606049
1962.0001,79.05851746,94.44480133
1962.1001,79.61270905,94.17673492
1962.2001,80.09890747,93.7355957
1962.5001,80.80117798,93.25647736
1962.6001,80.61431122,92.86022186
1962.7001,80.22036743,92.46063232
1962.8001,79.73326111,91.92227173
1962.9001,79.25880432,91.36094666
1963.0001,78.86798859,90.79044342
1963.1001,78.57299042,90.20973206
1963.2001,78.37086487,89.8523941
1963.3001,78.26013947,89.83973694
1963.4001,78.2334671,90.28180695
1963.5001,78.26086426,90.95812225
1963.6001,78.28308868,91.62703705
1963.7001,78.25754547,91.92772675
1963.8001,78.16822052,92.01020813
1963.9001,78.0123291,91.96086884
1964.0001,77.8519516,91.80108643
1964.1001,77.79911041,91.49790955
1964.2001,77.8788681,91.06925964
1964.3001,78.00268555,90.56062317
1964.4001,78.07122803,89.88484955
1964.5001,78.04994965,89.05711365
1964.6001,77.94136047,88.20288086
1964.7001,77.74105835,87.41307068
1964.8001,77.45578766,86.89444733
1964.9001,77.13473511,86.84836578
1965.0001,76.83272553,87.31201172
1965.1001,76.57009888,88.13458252
1965.2001,76.35157013,89.03579712
1965.3001,76.20024872,89.91142273
1965.4001,76.15202332,90.68356323
1965.5001,76.2001648,91.18719482
1965.6001,76.28154755,91.23144531
1965.7001,76.33391571,90.87571716
1965.8001,76.32720184,90.44313049
1965.9001,76.26341248,90.20220184
1966.0001,76.18647766,90.19299316
1966.1001,76.14440918,90.31893158
1966.2001,76.15748596,90.57118988
1966.3001,76.24382782,91.01981354
1966.4001,76.42578125,91.5625
1966.5001,76.67720795,91.8840332
1966.6001,76.93102264,91.82874298
1966.7001,77.118927,91.56312561
1966.8001,77.22583008,91.30485535
1966.9001,77.30198669,91.03258514
1967.0001,77.34779358,90.59857178
1967.1001,77.27666473,90.02352142
1967.2001,77.01322174,89.44826508
1967.3001,76.63052368,88.97505188
1967.4001,76.29420471,88.68359375
1967.5001,76.13905335,88.62298584
1967.6001,76.12059021,88.84131622
1967.7001,76.07728577,89.41221619
1967.8001,76.03539276,90.31117249
1967.9001,76.10523987,91.31059265
1968.0001,76.23522949,92.07313538
1968.1001,76.32697296,92.38252258
1968.2001,76.37393189,92.20704651
1968.3001,76.41822815,91.67328644
1968.4001,76.46414185,90.97395325
1968.5001,76.456604,90.2922287
1968.6001,76.32788849,89.77481842
1968.7001,76.1166687,89.53695679
1968.8001,75.89151001,89.59663391
1968.9001,75.64457703,89.76062775
1969.0001,75.40656281,89.75749207
1969.1001,75.27571106,89.47248077
1969.2001,75.34908295,88.98903656
1969.3001,75.55802155,88.53650665
1969.4001,75.79697418,88.38631439
1969.5001,76.1526413,88.61205292
1969.6001,76.65544128,89.00496674
1969.7001,77.11982727,89.30207825
1969.8001,77.32185364,89.37075806
1969.9001,77.29215241,89.17835236
1970.0001,77.2101059,88.6738205
1970.1001,77.0530777,87.94857025
1970.2001,76.77592468,87.36671448
1970.3001,76.50666046,87.25306702
1970.4001,76.35932922,87.64881897
1970.5001,76.36068726,88.25744629
1970.6001,76.45851898,88.7230072
1970.7001,76.58344269,88.86962891
1970.8001,76.66672516,88.85626221
1970.9001,76.69152832,88.831604
1971.0001,76.74965668,88.85865021
1971.1001,76.95700073,89.00904083
1971.2001,77.32202148,89.40961456
1971.3001,77.798172,90.07996368
1971.4001,78.36263275,90.83964539
1971.5001,79.02507782,91.52801514
1971.6001,79.72480774,92.1521759
1971.7001,80.31681824,92.70872498
1971.8001,80.71138001,93.16175842
1971.9001,80.86659241,93.59571838
1972.0001,80.7908783,94.01856232
1972.1001,80.48583984,94.38461304
1972.2001,79.92355347,94.65396881
1972.3001,79.07229614,94.82106018
1972.4001,77.98693848,94.88983154
1972.5001,76.88778687,94.85636139
1972.6001,75.98902893,94.62380219
1972.7001,75.38515472,94.11829376
1972.8001,75.03492737,93.60162354
1972.9001,74.89104462,93.28096771
1973.0001,74.89675903,93.3039856
1973.1001,74.98300934,93.51410675
1973.2001,75.12866974,93.7232132
1973.3001,75.33836365,93.72110748
1973.4001,75.57940674,93.67023468
1973.5001,75.77228546,93.65692902
1973.6001,75.88131714,93.63707733
1973.7001,75.9395752,93.39710236
1973.8001,75.97615051,93.06369782
1973.9001,75.99472046,93.07887268
1974.0001,76.00354767,93.34434509
1974.1001,76.02960968,93.64346314
1974.2001,76.11800385,93.735466
1974.3001,76.29705048,93.97322846
1974.4001,76.51885223,94.5213089
1974.5001,76.68638611,95.02877045
1974.6001,76.7633667,95.31687164
1974.7001,76.81513214,95.43255615
1974.8001,76.89749908,95.56758881
1974.9001,76.9489975,95.70934296
1975.0001,76.88870239,95.83734894
1975.1001,76.7525177,95.9765625
1975.2001,76.61446381,96.06539154
1975.3001,76.42874146,96.04780579
1975.4001,76.16033173,95.91939545
1975.5001,75.93987274,95.55299377
1975.6001,75.84965515,94.89698792
1975.7001,75.79735565,94.08487701
1975.8001,75.71463776,93.15021515
1975.9001,75.67299652,92.09391022
1976.0001,75.70193481,90.97707367
1976.1001,75.67454529,90.06713104
1976.2001,75.52069092,89.61500549
1976.3001,75.35415649,89.62844086
1976.4001,75.30464935,89.92966461
1976.5001,75.37216187,90.35466766
1976.6001,75.44773865,90.88790894
1976.7001,75.42646027,91.47574616
1976.8001,75.31770325,91.97437286
1976.9001,75.20626831,92.27510071
1977.0001,75.12637329,92.43640137
1977.1001,75.02931976,92.53574371
1977.2001,74.91819,92.54608917
1977.3001,74.92424011,92.44843292
1977.4001,75.1473465,92.28536224
1977.5001,75.53407288,92.08922577
1977.6001,75.96595001,91.84577179
1977.7001,76.3723526,91.58808899
1977.8001,76.68978882,91.37559509
1977.9001,76.84859467,91.17650604
1978.0001,76.71224976,90.99034882
1978.1001,76.23588562,90.86644745
1978.2001,75.58963776,90.72968292
1978.3001,75.0051651,90.52507019
1978.4001,74.5954361,90.34657288
1978.5001,74.36315918,90.24195099
1978.6001,74.28855896,90.16449738
1978.7001,74.34238434,90.0788269
1978.8001,74.53263092,89.94658661
1978.9001,74.71665955,89.78357697
1979.0001,74.70066834,89.69033051
1979.1001,74.53185272,89.67324066
1979.2001,74.3562851,89.63817596
1979.3001,74.2306366,89.5776825
1979.4001,74.16049957,89.58847809
1979.5001,74.13317871,89.73001862
1979.6001,74.13459778,89.92857361
1979.7001,74.18546295,90.04723358
1979.8001,74.29775238,89.96651459
1979.9001,74.4315567,89.61977387
1980.0001,74.47183228,88.99824524
1980.1001,74.43096161,88.11225128
1980.2001,74.45779419,87.04492188
1980.3001,74.58920288,86.01511383
1980.4001,74.74884796,85.34965515
1980.5001,74.86998749,85.24087524
1980.6001,74.84489441,85.6090622
1980.7001,74.63366699,86.21707153
1980.8001,74.34784699,86.87699127
1980.9001,74.08937073,87.4812088
1981.0001,73.95697784,87.92003632
1981.1001,74.06054688,88.12374115
1981.2001,74.31467438,88.17032623
1981.3001,74.48673248,88.28992462
1981.4001,74.47476196,88.55902863
1981.5001,74.37786102,88.79027557
1981.6001,74.30381775,88.91921997
1981.7001,74.19903565,89.0382309
1981.8001,74.07583618,89.22277832
1981.9001,74.06917572,89.30292511
1982.0001,74.21835327,89.14398193
1982.1001,74.40911102,88.92349243
1982.2001,74.50221252,88.63388062
1982.3001,74.49707031,88.23736572
1982.4001,74.51807404,87.89768982
1982.5001,74.67079926,87.62219238
1982.6001,74.91687012,87.39271545
1982.7001,75.18030548,87.3095398
1982.8001,75.49385834,87.5668869
1982.9001,75.93597412,88.29159546
1983.0001,76.40733337,89.06730652
1983.1001,76.67496491,89.80516815
1983.2001,76.65474701,90.48871613
1983.3001,76.48835754,90.96729279
1983.4001,76.28803253,91.25064087
1983.5001,76.04582977,91.62134552
1983.6001,75.76239777,91.97576141
1983.7001,75.50979614,92.16651917
1983.8001,75.33315277,92.17084503
1983.9001,75.19259644,92.04154205
1984.0001,75.06834412,91.81580353
1984.1001,74.95962524,91.53240967
1984.2001,74.82305908,91.13939667
1984.3001,74.62970734,90.52848816
1984.4001,74.43118286,89.67014313
1984.5001,74.30225372,88.87046051
1984.6001,74.25715637,88.30071259
1984.7001,74.26023865,87.65600586
1984.8001,74.30525208,86.8738327
1984.9001,74.42440796,86.04109192
1985.0001,74.61631012,85.53905487
1985.1001,74.79850769,85.35211945
1985.2001,74.86148071,85.33429718
1985.3001,74.79440308,85.39476013
1985.4001,74.69239044,85.5243988
1985.5001,74.63375855,85.69389343
1985.6001,74.59918976,85.7798996
1985.7001,74.53336334,85.75255585
1985.8001,74.41854096,85.70496368
1985.9001,74.32579041,85.81394959
1986.0001,74.38330078,86.20677948
1986.1001,74.61976624,86.90844727
1986.2001,74.90630341,87.86936951
1986.3001,75.10694885,89.11574554
1986.4001,75.21670532,90.44551849
1986.5001,75.27922058,91.48284912
1986.6001,75.25977325,92.10057068
1986.7001,75.10961151,92.34487152
1986.8001,74.88486481,92.20132446
1986.9001,74.70265198,91.56226349
1987.0001,74.66053772,90.50597382
1987.1001,74.76198578,89.31448364
1987.2001,74.90718079,88.2181015
1987.3001,75.0246048,87.32878113
1987.4001,75.14238739,86.73134613
1987.5001,75.28399658,86.40338898
1987.6001,75.41299439,86.21623993
1987.7001,75.51074219,86.1219101
1987.8001,75.61689758,86.14300537
1987.9001,75.71286774,86.35442352
1988.0001,75.71658325,86.84751129
1988.1001,75.63497162,87.57256317
1988.2001,75.52051544,88.35678101
1988.3001,75.36503601,89.00782013
1988.4001,75.12793732,89.37199402
1988.5001,74.83267975,89.3432312
1988.6001,74.54296112,88.92559815
1988.7001,74.20979309,88.2835846
1988.8001,73.8826828,87.63423157
1988.9001,73.75997925,87.12786102
1989.0001,73.80421448,86.90755463
1989.1001,73.86914825,87.06013489
1989.2001,73.91965485,87.50317383
1989.3001,73.94043732,88.09858704
1989.4001,73.90768433,88.80399323
1989.5001,73.83605194,89.62251282
1989.6001,73.73214722,90.47124481
1989.7001,73.55928803,91.16440582
1989.8001,73.29876709,91.46925354
1989.9001,73.07000732,91.29064941
1990.0001,72.96406555,90.72280884
1990.1001,72.8855896,89.93362427
1990.2001,72.72530365,89.13906097
1990.3001,72.46931458,88.52548218
1990.4001,72.16177368,88.17469788
1990.5001,71.94924927,88.08966827
1990.6001,71.96891022,88.27581024
1990.7001,72.22110748,88.70418549
1990.8001,72.57034302,89.2798233
1990.9001,72.94003296,89.84484863
1991.0001,73.40989685,90.18238068
1991.1001,73.94114685,90.26348114
1991.2001,74.36521912,90.30374908
1991.3001,74.5533371,90.36183929
1991.4001,74.58979034,90.26869202
1991.5001,74.59580231,90.02482605
1991.6001,74.48442078,89.77838898
1991.7001,74.18647003,89.5697937
1991.8001,73.80354309,89.25360107
1991.9001,73.50167847,88.79647064
1992.0001,73.34386444,88.41316986
1992.1001,73.28091431,88.17810822
1992.2001,73.12663269,87.9646759
1992.3001,72.80906677,87.68421173
1992.4001,72.44013977,87.47435761
1992.5001,72.09732819,87.49458313
1992.6001,71.78475189,87.5876236
1992.7001,71.56497955,87.71815491
1992.8001,71.49358368,87.98261261
1992.9001,71.59011078,88.34410858
1993.0001,71.80186462,88.71394348
1993.1001,71.97827911,88.95520783
1993.2001,71.9920044,89.02410126
1993.3001,71.8796463,88.9234314
1993.4001,71.70508575,88.70038605
1993.5001,71.41088104,88.20514679
1993.6001,70.92726898,87.33163452
1993.7001,70.39163208,86.3809433
1993.8001,70.04836273,85.46932221
1993.9001,69.92315674,84.71194458
1994.0001,69.93630981,84.41920471
1994.1001,70.07119751,84.46599579
1994.2001,70.27335358,84.54238129
1994.3001,70.44392395,84.17960358
1994.4001,70.5637207,83.47389221
1994.5001,70.67949677,82.65563202
1994.6001,70.81535339,81.73153687
1994.7001,70.96179962,80.82546234
1994.8001,71.10366058,80.22058106
1994.9001,71.24026489,79.85111237
1995.0001,71.37545776,79.8343811
1995.1001,71.47007752,80.32792664
1995.2001,71.45934296,81.08216858
1995.6001,70.16934967,82.04013825
1995.7001,69.53342438,83.12519074
1995.8001,68.97167969,83.87487793
1995.9001,68.58880615,84.08866882
1996.0001,68.44252777,83.99751282
1996.1001,68.62770081,84.07585907
1996.2001,69.22937775,84.37940216
1996.3001,70.21376801,84.81754303
1996.4001,71.40927887,85.62060547
1996.5001,72.55599976,86.99304199
1996.6001,73.49015808,88.66833496
1996.7001,74.17753601,89.80276489
1996.8001,74.65527344,90.00855255
1996.9001,74.94799805,89.64640808
1997.0001,75.07157898,89.13806915
1997.1001,75.16765595,88.68052673
1997.2001,75.43545532,88.32718658
1997.3001,75.91749573,88.17716217
1997.4001,76.52326965,88.4376297
1997.5001,77.21549225,89.18344116
1997.6001,78.01646423,90.14675903
1997.7001,78.83857727,90.89434815
1997.8001,79.48900604,91.12244415
1997.9001,79.94650269,90.87736511
1998.0001,80.42750549,90.42744446
1998.1001,80.97782135,90.06482697
1998.2001,81.37948608,89.9200058
1998.3001,81.55516815,89.94506836
1998.4001,81.588974,90.00066376
1998.5001,81.4833374,89.94968414
1998.6001,81.24459076,89.62368774
1998.7001,80.98695374,88.88137054
1998.8001,80.8089447,87.78786469
1998.9001,80.68192291,86.6448822
1999.0001,80.61283112,85.83496094
1999.1001,80.74167633,85.61771393
1999.2001,81.09124756,85.95872498
1999.3001,81.53625488,86.69744873
1999.4001,81.94871521,87.69930267
1999.5001,82.26525116,88.79631805
1999.6001,82.47389984,89.76334381
1999.7001,82.5758667,90.47976685
1999.8001,82.5525589,90.96561432
1999.9001,82.39295197,91.22627258
2000.0001,82.13964081,91.23083496
2000.1001,81.87010956,91.02709961
2000.2001,81.60401154,90.69749451
2000.3001,81.25402832,90.21450043
2000.4001,80.84411621,89.62876892
2000.5001,80.47702026,89.18386078
2000.6001,80.13454437,89.00971985
2000.7001,79.90742493,88.98261261
2000.8001,79.97970581,88.94257355
2000.9001,80.37017059,88.90512085
2001.0001,80.87353516,88.8735733
2001.1001,81.24481964,88.62020111
2001.2001,81.4571228,87.91530609
2001.3001,81.54945374,86.86485291
2001.4001,81.54856873,85.765625
2001.5001,81.49237824,84.73981476
2001.6001,81.37333679,83.64839172
2001.7001,81.1682663,82.35739899
2001.8001,80.90669251,81.05768585
2001.9001,80.70774841,80.0413208
2002.0001,80.6590271,79.36451721
2002.1001,80.7258606,79.01520538
2002.2001,80.84307098,79.04320526
2002.3001,81.03385162,79.45952606
2002.4001,81.42761993,80.07358551
2002.5001,81.95482636,80.6214447
2002.6001,82.29788971,81.00107575
2002.7001,82.30570221,81.26238251
2002.8001,82.10749817,81.42163849
2003.1001,81.81919861,81.48135376
2003.2001,81.88909149,81.4833374
2003.3001,81.93261719,81.45144653
2003.4001,81.95433044,81.44216919
2003.5001,81.8953476,81.59226227
2003.6001,81.72962952,82.08702087
2003.7001,81.5827713,82.99585724
2003.8001,81.6367569,84.21100617
2003.9001,81.91587067,85.56336975
2004.0001,82.33440399,86.78546143
2004.1001,82.88368225,87.45516968
2004.2001,83.58260346,87.76974487
2004.3001,84.34213257,87.92443085
2004.4001,85.06713104,87.86352539
2004.5001,85.76256561,87.56671143
2004.6001,86.41335297,87.07678986
2004.7001,86.97042084,86.70415497
2004.8001,87.40781403,86.50136566
2004.9001,87.76960754,86.48830414
2005.0001,88.15706635,86.7522049
2005.1001,88.61832428,87.13328552
2005.2001,89.11611176,87.35149384
2005.3001,89.64260101,87.34975433
2005.4001,90.2063446,87.02680206
2005.5001,90.75247192,86.23062897
2005.6001,91.22621918,85.17630768
2005.7001,91.62582398,84.02575684
2005.8001,91.95896149,83.21855927
2005.9001,92.2149353,82.9930954
2006.0001,92.38475037,83.29941559
2006.1001,92.42147827,83.74095154
2006.2001,92.24808502,84.2520752
2006.3001,91.93990326,84.87498474
2006.4001,91.81802368,85.48923492
2006.5001,92.16996002,85.91397858
2006.6001,92.92997742,86.20133209
2006.7001,93.70611572,86.68766785
2006.8001,93.83448029,87.13561249
2006.9001,92.58135986,87.35742188
2007.0001,89.67592621,87.42277527
2007.1001,85.56435394,87.21284485
2007.2001,81.03627777,86.74376679
2007.3001,77.06067658,86.28024292
2007.4001,74.60127258,85.78795624
2007.5001,74.24332428,85.26956177
2007.6001,75.92766571,84.85842896
2007.7001,79.05991364,84.40999603
2007.8001,82.83833313,83.69113922
2007.9001,86.46517181,82.67916107
2008.0001,89.37747955,81.46350861
2008.1001,91.3041687,80.13087463
2008.2001,92.49406433,78.81123352
