GR_F17-04,GR_F15-A-01
14.45149231,50.18999863
14.19333458,49.27849579
13.62993622,47.81921387
13.15024376,45.47557831
13.01386547,44.53660965
13.00976372,45.6150856
12.78101254,46.88683701
12.2824688,48.69943619
11.72816658,50.68729401
11.51147842,49.86477661
12.06233215,48.61640549
13.34809494,48.23783112
14.91444206,48.93750382
16.29318237,50.58668137
17.27183914,52.70034409
10.49931717,52.25759888
11.44338226,50.59432602
11.91852379,49.03445435
11.63202477,48.91875458
10.98196983,49.67734146
10.47834969,50.88189697
10.23439026,52.63611984
10.06258202,54.1594429
10.70875359,54.28067017
11.85358048,53.68880081
13.00014496,51.76368332
13.6951313,48.1594696
13.50755501,45.46525955
12.45943546,44.71105576
11.01083756,46.28759384
10.13767624,48.34673691
10.84393311,49.60728073
11.34722138,49.37679672
11.83947945,49.60242844
12.21507263,50.68686295
12.59425163,52.30979919
13.18029404,54.95492172
13.92846489,57.51262283
14.69615936,58.06758118
15.4422493,56.85377121
16.25972748,54.53063202
17.08511353,52.08514023
17.52758789,49.84766007
17.28667069,48.94815064
16.53705597,49.96329117
15.69659042,50.85247421
14.88564301,50.75197983
14.28879738,50.37364197
14.14293861,49.05622864
14.29448891,47.37621307
14.48651695,46.90958405
14.66180611,47.67241287
14.7946682,49.10706329
14.75901032,50.81537628
14.42629433,51.36198807
13.77280426,50.20422745
12.92920113,48.28818893
12.10980988,46.83670044
11.56028175,46.9020195
11.50958633,48.99574661
12.09646988,51.3795433
13.30805969,52.37757111
14.88376045,52.00236511
16.41953659,50.78297806
17.59057236,49.71376419
18.26858521,49.92245102
18.42464829,51.14041901
18.23132324,52.14331055
17.93369293,52.02847672
17.57946777,51.33050537
17.23671341,50.81106567
17.06479645,49.70742416
16.96179962,48.495327
16.5574913,48.23734665
15.60087013,48.05421448
14.20023918,48.16255951
12.86012554,49.44802094
12.20783043,50.19916153
12.42832947,49.69267654
13.21624374,49.48273468
14.12624359,50.02858353
14.7161274,51.00033951
14.78269386,51.3680954
14.54881096,51.17499924
14.20296097,50.70193863
13.65789032,50.23257065
12.94339943,50.02720261
12.3934288,50.42733765
12.25861931,51.1929512
12.45487595,51.80599976
12.83111382,51.39387131
13.2080822,50.52077484
13.29430199,49.33296585
13.11529732,48.1288414
13.07614327,46.94688034
13.47669411,46.02830505
14.32825279,45.89871216
15.57366753,46.42282105
17.03948975,46.88734055
18.2934494,45.19694519
19.02916718,44.56867218
19.33236313,45.21511459
19.12596893,43.9504509
18.34489441,44.39483643
17.49043655,47.69048691
16.76447678,49.52907562
16.102211,50.86738205
15.89318848,51.87332916
16.18269348,51.79841995
16.41300583,50.72277832
16.283535,48.25058746
15.71133995,45.74742508
14.83012009,43.56531143
14.12801933,42.33254623
13.93256187,42.26329041
14.22387505,43.04334641
14.81963253,44.56108475
15.5647583,46.0141716
16.32686615,46.88692093
17.03306961,46.2758255
17.43437195,47.34433746
17.372612,49.48762512
17.05488968,51.07637787
16.9740181,53.10215759
17.43883514,54.64961243
18.34187698,53.40952301
18.94095612,51.22779846
18.60503006,48.74932861
17.56976318,47.4719162
16.20625305,46.75960159
14.55110169,46.33197784
13.03365326,45.53685761
11.89578247,44.51629257
11.03275108,44.20726395
10.87672615,45.89268494
11.63849354,48.27926254
12.68334007,50.6235733
13.55848122,52.32352829
14.33091736,52.49001694
15.03608322,51.37960053
15.66609383,50.99522018
16.1502533,51.99999619
16.25799942,53.65494156
15.80476379,54.04941177
14.97018242,52.74320602
14.35710716,50.06974793
14.52854919,47.11846924
15.53823662,44.69700241
16.77323914,43.44231415
17.61715698,43.38472748
17.76049805,43.90008164
17.21119309,44.53471756
16.0697403,45.4051857
14.64027977,46.2630043
13.35835457,46.68841553
12.48681259,46.53077316
11.97098923,47.63043976
11.85413933,50.189888
12.21397591,51.75333023
12.89814758,52.87495041
13.85563278,53.80224991
15.00345993,51.98531723
15.87686253,48.95974731
16.04520416,47.02680206
15.51675987,44.66378403
14.64049721,42.46007919
13.97176361,41.81322098
13.92596436,41.89434815
14.23461723,42.40123749
14.27016354,43.60867691
13.6438427,45.14043808
12.3854599,46.3840065
10.83750153,47.14089966
10.78821182,47.70582581
11.5740757,47.7956543
12.20299912,47.04724503
12.77454853,46.76605225
13.29063988,46.63128662
13.68191147,44.77203369
13.87742424,43.2980423
13.80498886,43.59082031
13.58243942,43.75691986
13.4319458,45.12366486
13.39593124,48.06830978
13.39832306,48.85144424
13.26218987,47.89567566
12.69989967,46.82416916
11.67649841,45.2428627
10.54297066,44.18011093
10.10033417,44.81030273
10.75406838,45.22597504
11.16743279,44.98801804
11.28835106,44.74244309
11.25021744,45.61696625
11.26302719,47.41208649
11.45852947,48.53102112
11.78355026,49.91032791
12.0831604,50.82341385
12.264925,48.85627747
12.3985672,46.98390961
12.68088913,46.23731995
13.24842262,45.1333046
13.8514576,44.44304657
14.12246513,44.72531891
14.104105,44.81659317
14.04516602,45.13268662
14.04823303,45.95278168
14.14565754,46.29788208
14.25118446,46.44634247
14.27916527,46.59976578
14.46336746,46.59533691
14.80750084,47.01270676
14.97872543,48.8059845
14.95427895,50.00774384
14.77008057,50.1605072
14.40606308,48.24256516
14.22725678,46.90338135
14.30738258,45.85948181
14.15585327,44.35390854
13.60639,44.93606186
12.85062981,46.82177734
12.10789299,46.80480194
11.76807785,47.2767868
12.06420136,48.16343689
12.71906853,48.34482193
13.09451866,48.67008209
12.89265347,49.02818298
12.44599724,48.66184998
12.23407555,48.71849823
12.50412941,49.21480942
13.20762253,49.10335922
14.06920815,50.18804932
14.54352379,52.72619629
14.12669182,53.94395065
13.37158203,54.8156929
13.0295639,55.38998032
12.6961689,54.4324913
12.42400169,51.7980957
12.92491722,48.15181732
14.14004135,46.00893402
15.49084663,44.58416367
16.63311768,44.19563675
17.18650436,46.48674011
17.02733612,49.01023483
16.31093979,49.47676086
15.4143219,49.38653565
14.71226502,48.75112534
14.50305557,47.63457108
14.88780022,46.92168427
15.81307793,47.26991272
17.0633812,48.40511704
18.24022675,48.88450241
18.73695755,49.08467484
18.17442703,49.4769783
16.89044571,49.13241959
15.57562447,48.26660919
14.71199608,47.57154083
14.56377411,46.93309784
15.28609467,46.24880219
16.59562302,45.56195831
17.9115181,44.89683151
18.66375732,44.35987854
18.48942566,44.12876511
17.47082138,44.45243835
16.10665131,45.54436112
14.82062721,47.08922577
13.79006386,48.21194458
13.06787872,48.89038467
12.54933739,49.48376465
12.13116455,48.95225143
11.85911942,47.8669014
11.82959175,47.78336716
11.99804115,47.8723526
12.1599884,47.37772369
12.12212563,46.74408341
11.8076191,45.58306885
11.26012993,44.26135254
10.67543793,43.9635849
10.27526665,44.86023712
10.16339302,46.17729569
10.46925354,47.14316177
11.26124573,47.38370895
12.25546169,47.2563591
13.13682079,47.69763184
13.82705975,48.37639618
14.16969967,48.83064652
14.0526247,49.72003174
13.72454071,50.07700729
13.51626396,49.20309448
13.51613617,49.29078293
13.61417675,49.95490265
13.71243763,49.50247192
13.70779038,49.89525223
13.47296715,50.80670929
13.04156971,49.86980057
12.58786488,48.45975494
12.13391495,46.7950592
11.4691782,43.94043732
10.64869118,41.58266068
10.17582703,41.13544846
10.41169834,42.33245468
11.38791847,44.95227051
12.87555599,48.55342102
14.3919754,50.44529724
15.30171967,50.60667801
15.32686329,49.12049484
14.68654728,48.46323013
13.82855892,48.22713089
13.14237499,48.15847015
12.96322537,49.83837509
13.32090378,51.88016129
13.92425346,51.24733734
14.52476597,51.43190384
15.04163647,51.4290123
15.46073246,48.47203064
15.84632015,46.77684784
16.06932831,46.22338486
15.74834538,45.55180359
14.71217728,45.66989517
13.20803261,46.13170624
11.75357914,44.53232956
10.97831535,43.52332306
10.95432282,43.46844101
11.10752106,42.85789108
11.18031311,43.56058502
11.24764824,46.16332626
11.2394619,48.09917831
11.26816464,50.07229614
11.54934216,51.63755035
12.02917194,50.40913773
12.47346401,48.3656044
12.68741894,46.83650589
12.65107441,46.56186295
12.39736176,46.87460709
11.93022156,47.29313278
11.20311928,47.52651596
10.8077755,47.46251297
11.2949934,47.31640244
11.97847176,48.29733276
12.67020607,49.83210754
13.85526562,50.87319183
14.79135895,50.85925674
14.85761833,50.05652237
14.61250496,48.79607391
14.00983143,46.88698196
13.05186176,45.67515945
12.43614578,46.58705139
12.17294216,47.21549225
11.92110062,47.69581223
11.93129444,48.33446121
12.14483261,47.56663895
12.20363426,46.08911896
12.14122295,45.55337906
12.04069233,45.16593933
11.78126144,45.21222305
11.45983315,46.10919571
11.68477535,46.58793259
12.74655914,46.75589371
14.0472908,47.38386917
15.05672646,47.48879623
15.82260704,46.88225174
16.12801743,46.46359634
15.77943325,46.83476257
15.0911541,47.46466065
14.45371342,47.52508545
13.96894074,47.81765366
13.70651913,48.19098663
13.73200321,47.61318588
13.82806873,46.64120865
13.60356236,46.52154541
13.02041817,47.7003479
12.52250576,49.24972916
12.53262615,50.57525635
13.00149441,51.97254562
13.67623329,51.82547379
14.34099865,49.94244003
14.67877865,48.40641403
14.47077465,47.63581848
13.99515247,46.91294861
13.50950623,45.87248612
12.95325851,44.27211762
12.49751377,42.31887436
12.3969183,40.62947083
12.5073328,40.10832596
12.61470223,41.09559631
12.62438011,43.12635803
12.4365778,45.52698135
12.12166786,47.60678482
11.84418392,49.31468201
11.59093285,50.84949875
11.30871201,52.3519249
11.14786053,53.6644516
11.28824234,54.12604904
11.64628983,53.3380394
12.01753044,51.65930176
12.2861023,49.93074036
12.28154087,49.0620842
11.99751473,48.83621979
11.79636192,48.79183197
11.82409,48.47022247
11.76506138,48.0722847
11.37808991,47.78370285
10.77275848,47.3862648
10.1878376,46.82530212
10.38830662,46.24086762
11.28027248,46.11930466
12.12960148,46.07857513
12.58806896,45.79583359
12.66901302,46.74861145
12.46504593,48.07313919
12.1291256,47.87640381
11.9675169,48.85990524
11.94453526,50.45499039
11.79925156,50.15497589
11.58711433,50.40538406
11.47960377,51.37650299
11.58253098,52.06819534
12.05406094,52.89943314
12.6127224,53.34459305
12.74191666,51.15738297
12.3610239,48.76542664
11.68966961,46.72122955
10.98773575,44.53022003
10.51401138,43.72180176
10.72177124,45.5194397
11.70846272,47.61984253
12.80019093,49.29648972
13.31517696,49.63940048
13.1812582,48.56726837
12.60594177,46.93383789
12.03381538,45.80125046
11.90379238,46.11303711
12.4812479,47.52397156
13.52063942,49.62506485
14.43242836,50.66043091
14.8017664,50.96693802
14.54562378,50.91641617
13.7699852,50.62784576
12.67686462,50.34498978
11.80085754,50.55993271
11.7950573,50.58088303
12.51038075,49.86349106
13.66263294,47.53568649
15.23488998,45.35280609
16.61358643,43.5839386
17.00976944,42.41666412
16.5400219,42.3468895
15.19579983,42.98088074
13.15769768,42.96249771
11.28030014,42.85534287
10.44125271,42.74217224
10.7820158,42.56339264
12.02051926,42.98345184
13.38577271,43.73249435
14.08583927,43.8237648
14.19146824,44.12148285
14.00350952,44.44049072
13.77321148,43.73888779
13.95818138,43.02400971
14.80217648,43.49176407
15.93489647,45.18880081
16.75820732,46.80115891
16.80030251,47.30558395
16.03009987,46.85863495
14.87470627,45.17102051
13.79885769,43.04797745
12.88429928,42.15428162
12.19798374,42.76589966
11.68891525,44.00462341
11.08397865,44.83906937
10.49369144,45.19916534
10.32414722,45.3190155
10.5337038,45.24866486
10.69488239,45.74499512
10.66725445,46.98206711
10.59533215,48.0860405
10.52689457,48.37874985
10.50475788,47.94504929
10.83578396,47.27600861
11.65882111,46.76235199
12.60637093,46.57175064
13.30598259,46.74461746
13.66151524,46.46554184
13.56009197,45.55393982
12.96815586,45.64046478
12.25159359,47.09862518
11.95816135,48.90000534
12.28851795,50.38116837
13.00320816,51.03230286
13.79526329,50.75637436
14.40183067,50.1610527
14.62871742,49.54229355
14.49604893,48.68879318
14.24265099,47.1362114
14.08357906,45.64146423
14.09451866,45.76264954
14.29744339,47.09244156
14.74594021,49.34810257
15.51477623,52.85292053
16.62598229,55.31942749
17.8013134,54.76669312
18.61458397,53.43551254
19.12294006,51.40467453
19.73853493,48.40665817
20.38537979,45.25797272
20.73018456,43.38162613
20.78139687,44.12483215
20.68689919,45.29066467
20.58280563,46.23944855
20.67684364,46.45184708
21.13199616,45.34933853
21.82102776,43.44339371
22.75027275,42.80061722
24.40808296,43.32923889
27.02502251,45.26351166
29.9622097,47.83800888
32.5191803,48.90097809
34.18152237,48.00522995
34.72069931,48.84040833
34.70074844,48.68112946
34.90136719,46.2348671
35.45503235,45.22075272
35.86149979,44.08972168
35.95656586,42.02011108
36.12784958,41.44023132
36.52911377,41.67111588
37.04930496,42.10700607
37.61994553,41.95127487
38.28529739,42.19348526
38.87182999,44.36521149
39.15837479,45.21198654
39.41106033,45.18960953
39.66310883,44.96908188
39.65007401,44.2035408
39.77405548,43.69724274
40.18886185,45.74985123
40.25680161,47.61532593
39.43354034,49.38892746
38.08890152,51.06576157
36.99510193,51.58594132
36.51287842,51.47977066
37.02016068,52.95302582
39.16159821,52.53964996
41.73200989,50.19085312
43.58099365,49.0862999
45.39070511,46.62793732
46.45619965,43.02259827
45.61965942,41.92054749
43.85230255,41.35024262
42.20744705,41.55815125
41.02437973,44.0755043
40.78857803,46.4712944
41.10818863,46.90975571
40.77509308,45.49053955
39.26760101,42.98727036
37.44025421,40.21745682
36.67535019,38.28425217
37.29291916,37.71370316
38.68880463,38.5116272
40.00521469,39.3680954
40.64516449,40.95534897
40.58840179,43.19106674
40.3551712,44.03034592
40.45981216,44.42599487
40.92313004,45.33375168
41.29137039,45.6373291
41.17804718,46.09270477
40.54528427,46.98340225
39.6484375,46.57138825
38.80997086,45.75457382
38.36024857,45.79262543
38.40487671,45.85720062
38.59400559,45.60231781
38.40406799,45.23697662
37.83434677,44.94456101
37.42192841,44.45500946
37.80017471,43.69766235
39.29685211,43.21574783
41.51864243,43.12618637
43.52955246,43.32728195
44.46973801,44.23603058
44.06381989,46.03163528
42.57770157,48.04873276
40.57631302,48.81529999
38.68348694,48.38976669
37.31689072,47.87110519
36.80796051,47.23570252
37.42533875,46.10106278
39.00495529,44.46139526
40.80027771,42.25401688
42.08301544,40.41919708
42.70628738,40.11716843
42.72545624,41.43832779
42.10461426,43.45390701
40.95425415,45.15338898
39.53836823,46.39273453
37.98965454,47.11145783
36.48156738,47.01395798
35.34155273,46.96206284
34.83416748,47.27549744
34.7975235,46.60588455
34.74330521,45.46300507
34.37052918,45.10209656
33.67475891,45.41313171
32.72038651,46.07558823
31.71430016,46.97650528
31.12607384,48.65115738
31.20920563,50.70034409
31.67098236,51.90255356
32.27584839,51.97657013
33.07557297,50.62696075
34.12674332,48.40268326
35.4736557,46.64754486
37.18161774,46.02745438
39.1775589,46.10595703
40.92510223,46.9094429
41.9295044,47.81981278
41.94796753,46.89338303
40.56411743,45.57936096
38.03404236,44.75382996
35.56922913,42.93619537
34.04007721,41.29970551
33.7542572,41.07535172
34.80626679,40.05502319
36.69201279,39.60556412
38.46521759,41.91657639
39.35826874,43.60272217
39.16309357,45.04084778
38.39296341,46.67786789
37.92005539,46.24626923
38.06697464,44.73013687
39.08621216,45.14328766
41.10124588,45.77159882
42.59971237,46.77136231
42.30727387,48.38488007
41.15400314,48.49386978
39.76416779,46.83712387
38.25180817,44.63763809
37.19539642,42.42304611
36.3321991,40.91827393
35.14759827,42.29299927
33.86256027,44.72561646
32.56962967,47.54260254
31.06741333,49.03388596
29.37535095,49.41898727
27.71867371,48.33311462
26.33300018,46.54698181
25.43371582,45.72776413
25.55112267,47.14504242
26.80837059,48.76306534
28.49755287,49.98375702
30.26672936,50.11355591
32.24420929,49.30574417
33.8633194,47.69873428
34.40340424,45.79028702
33.81531906,45.26316834
32.33588409,45.21224976
30.42038918,44.93098831
28.56823158,45.66189194
27.32889938,46.5172348
26.55269814,46.46980667
25.78922081,46.9447937
25.20537758,47.58812332
24.94750214,47.7491951
24.72040367,48.01764298
25.14442825,47.75858307
27.21835709,46.2539978
30.84160233,44.49280548
35.70298767,43.21073914
41.61212158,42.77476502
47.66352463,42.76021195
52.91623306,43.84114456
56.65972138,46.28570557
58.56532288,48.36397934
58.42636871,49.40831375
56.13101196,49.68071365
52.4613533,48.56604767
49.33119202,46.26493454
48.43286514,44.28313446
49.43501663,44.47632599
51.0735321,45.96508789
52.47143173,46.61020279
52.98407364,47.67606354
52.55412293,48.95842362
52.23428726,48.78131867
52.95785141,48.47311401
54.90438461,49.51811218
58.00148773,51.54348373
61.88067246,53.00709152
65.71700287,53.12297821
68.8514328,52.32718658
70.93387604,50.06207657
71.61612701,47.19930267
70.76551819,45.85445023
68.80989075,45.77853775
66.52027893,45.90679169
64.33842468,46.13727951
62.7827301,46.5089798
62.46820831,47.051548
63.38891602,47.95989227
65.08007813,48.62171555
67.52250671,48.42287064
70.74747467,47.56292343
74.06510162,46.80253983
76.33859253,46.71489334
76.71768951,47.02544403
75.06319428,47.54124069
71.961586,48.13611603
68.94913483,48.51203537
67.25901032,48.5774765
66.67299652,48.4923439
66.15467835,48.06779862
64.78748322,47.16152191
62.24850464,46.08028412
59.21159363,45.45186615
57.11395264,45.42541504
56.7161026,45.1674881
57.39577484,44.72690964
58.21451187,44.41902542
58.818367,44.51932526
58.85137558,44.73046494
58.2166481,44.91759491
57.38648987,45.84549713
56.00592804,47.16565704
53.65945816,48.30694199
51.37905121,49.671772
50.2906456,50.27980423
50.84194565,48.04420853
53.2610817,46.12932205
56.29990006,44.86621475
58.20734406,44.48108292
58.80597305,45.50583267
58.58943558,47.39841843
58.01007843,47.07950974
57.7959671,46.46676636
57.7625618,45.72087097
56.92272949,44.5166626
54.7954483,43.72476959
51.27878571,43.74280548
46.4383049,43.81209946
41.04925156,43.63999558
35.51571274,43.05256653
30.2515564,42.63581848
25.6516819,42.7228241
22.35963631,43.64651108
20.87992287,44.22397232
20.46808815,44.59075546
21.19840431,44.75402451
23.66257286,44.599823
27.26363564,44.4895134
31.70495415,44.75048828
37.27204132,44.32571793
43.34375,43.33812332
49.09236527,42.26396179
54.47121429,42.96596909
59.54640198,44.8910408
63.34863281,46.91530991
65.13777161,48.60309982
65.01864624,49.06583405
63.44305039,47.17469406
60.58655167,46.10770416
57.21285629,45.51444626
53.84580612,44.27569199
49.80774307,44.43267822
45.46699524,45.42419815
41.62961578,45.31307602
38.19214249,45.8152771
35.83524323,46.76121521
35.41941071,46.69577408
36.50949097,46.38108444
37.80244827,45.90085983
38.4524765,44.95755768
38.0991478,44.10165024
36.57047653,44.01492691
34.24358368,44.8663559
32.34544754,46.0455246
31.45992279,46.59210205
31.22068977,45.90140533
31.48525047,44.45769501
32.12437439,42.93852234
32.59690857,41.88360214
32.86352539,42.07817078
33.25183106,43.32974625
33.75116348,44.39761353
34.51742935,45.42635346
35.8235817,46.39307404
37.44013214,46.63617706
39.07313538,46.39388275
40.64934921,46.07574081
41.89709091,45.61166763
42.48984146,46.25803757
42.17112732,48.03197861
40.74513245,48.98358536
38.61262131,48.8560524
36.81121826,48.01914597
36.09442139,45.95787811
36.31103134,43.97716141
36.75551224,43.41563416
36.63823319,43.76151657
35.38166046,44.7306366
33.05636597,46.03717804
30.56531906,46.81691361
28.92753983,46.18449402
28.44861603,44.20430374
28.93087196,41.63814545
29.89458466,39.88845825
30.65497017,39.76878738
30.95598984,40.51436234
31.00555801,41.49080658
30.99046326,42.55530167
31.23579598,43.16930008
32.05421829,42.98003006
33.19897461,42.44448853
34.22283173,42.85865784
34.96010971,44.25026703
35.31341171,44.74898529
35.13502121,44.79233551
34.34824371,44.88899612
32.99672699,44.08576202
31.19387245,43.07890701
29.09382439,43.04127884
26.98594093,43.54177475
25.19979096,43.71120453
24.0125885,43.01113892
23.58287621,43.39639664
23.84730339,44.56923294
24.68404198,45.14222717
25.94196701,46.14605713
27.04777145,47.06457138
27.43353653,46.19681931
27.42674637,44.96063232
27.46734428,44.13428879
27.62493324,44.5098381
28.22299957,44.92084122
28.94335175,45.37034607
28.78310776,47.0655098
27.39519882,47.90128708
25.26197624,46.71234512
23.18079186,45.98339844
21.90306664,45.74240494
21.52502823,45.9047699
21.43808174,45.02442932
21.33750725,44.39613342
21.01886559,45.40036011
20.23706055,46.20920944
19.13061142,47.43517685
18.40360069,49.83773804
18.59571648,50.77897263
19.48023224,50.6627121
20.99929619,50.00265503
23.28430939,49.24976349
25.50806427,48.43699265
27.19468689,47.74847031
28.7424717,47.05805206
29.97312355,46.09259796
30.70849419,44.11613846
31.3854084,42.33552551
31.87712479,41.00788117
31.66431046,40.45808792
30.77637482,40.70751572
29.31554031,41.4341507
27.62899017,41.13854218
26.46828842,40.99343872
26.25181007,41.25986099
26.80240822,41.97913361
27.52965736,44.42209244
28.13484383,48.28912735
28.91945839,50.26440811
30.61396217,51.546875
33.23372269,52.32282257
36.10337067,51.84833908
38.90067673,51.01081848
41.27595139,49.96346664
43.34970093,47.97183228
46.14554977,45.66362763
50.37915802,43.83030701
55.76164627,42.81542587
61.04612351,42.94624329
64.74278259,43.96382523
65.89777374,44.58849716
63.88568115,44.6317482
58.9684372,44.58699417
52.38737488,45.21760559
45.87564468,46.88907242
40.50534439,48.9533844
36.81629562,49.99751663
35.18692398,49.14390183
35.55472946,46.41795349
37.10786057,42.66255188
39.00372696,39.7683754
41.00788498,39.27165604
42.92285919,40.89599609
44.56732559,43.70793915
46.07009888,46.4506073
47.37713242,48.28066635
48.1077385,47.91241837
48.07512283,45.59324646
47.58974838,43.71405411
47.04744721,43.03955078
46.54489899,42.96388626
46.20532608,43.93549728
46.3267746,45.19968033
47.04220581,45.43417358
48.13474655,44.82609177
49.36418152,44.22522736
50.47157288,44.01747894
50.90288162,43.62574768
50.26126099,42.92149353
49.05566406,42.45684815
47.94957733,42.4477005
47.15156174,42.89473343
46.87039185,43.71715546
47.22374344,45.24060059
47.87207031,46.54075623
48.35531998,45.75956726
48.4865799,44.16441345
48.19932175,43.23465729
47.37862015,42.0405159
46.25645447,41.69366455
45.33913422,43.21928406
44.74892044,44.80707169
44.47074509,45.88563919
44.72675705,46.67785263
45.42574692,47.46319199
46.09408951,47.89752197
46.53228378,47.67756271
47.0134964,47.88374329
47.72961426,48.3985939
48.55037308,48.13724899
49.29140472,47.80368805
49.53387833,47.3646431
48.7253952,46.19869995
47.05687714,45.76589584
45.54009247,46.82377625
45.03614044,47.7455368
45.42818832,48.1733017
45.92448425,47.70849228
45.70898056,46.60937882
44.26806641,45.46597672
42.03521729,45.04085922
40.29547882,45.47580719
39.40158844,46.10963821
39.04745865,46.00210571
39.18293762,45.60454559
39.87912369,44.96289825
41.22888947,44.09177399
43.39422607,43.32062531
46.8110733,43.20664597
50.8687439,45.21194458
54.21608353,46.18175888
55.87187195,46.47810364
55.88414383,47.56988525
54.80927277,47.36854935
52.99568939,46.09958267
51.09564972,46.31766892
49.98361588,46.51681137
49.36441803,46.46557236
48.53426361,46.2809906
47.76723099,45.98456955
47.41680145,45.56472397
47.59968567,45.10121918
48.57604218,44.00924683
50.81151581,42.63462448
54.28737259,44.01334763
58.15159988,44.97210693
62.01439285,44.52391052
66.00978088,47.25703812
69.43183899,49.78267288
71.74253082,50.00476456
73.02615356,51.11115265
73.778862,51.29761505
74.2522583,48.95277023
74.4664917,46.93841934
74.8019104,45.28815842
74.59471893,43.91567993
72.61696625,42.9687767
69.34740448,42.37638092
66.31629181,42.01382828
64.2677002,41.84484863
63.39244461,41.60492706
63.33079529,40.90168381
62.83467102,39.86135864
60.85011673,38.84585953
57.46774674,38.49377441
53.74689102,39.08980942
51.04319763,40.30938339
49.90716171,41.63126755
49.62394714,43.36857224
49.44077301,45.0684967
49.21563339,46.05501175
49.07481003,46.63170242
49.24723434,46.73628998
49.81153107,46.10060883
50.40246201,44.59109116
50.76639938,43.08543778
51.14746857,42.52632904
51.77947998,42.22122574
52.6023407,42.30935669
53.46917343,43.407547
54.15720367,44.98312378
54.43698502,45.95500565
54.3359108,45.92133331
54.05420685,45.70228577
53.73543549,45.43841171
53.43595886,44.56764221
53.32699204,43.44279099
53.55615234,42.6074791
53.91182327,42.10083008
53.88228607,41.33649063
53.05828857,40.63592529
51.48445511,41.10219574
49.85321808,41.87150574
49.05856323,42.24770737
49.41933823,43.01824188
50.70838165,43.17590714
52.5895958,41.86161041
54.64003754,39.93683243
56.6525116,38.52642441
58.65990448,38.40546036
60.4192009,39.70336533
61.45299149,41.67115784
61.38807297,43.23705292
59.9813652,44.24309158
57.62393951,44.72229767
55.34876251,45.10902023
53.92206574,46.51949692
53.89894867,48.66468811
55.71946716,49.83242798
58.62860489,50.24265671
60.96740341,49.59762192
61.68149185,47.504982
60.9336319,45.80587006
59.67475891,45.65073395
59.00471115,45.65962982
59.43651962,45.57307053
60.63785934,45.00408554
61.78745651,43.39429474
61.96976471,41.50072098
60.82517242,40.85182571
58.77000809,41.76311493
56.60203552,44.21144104
55.03404617,47.46970367
54.45899963,49.08843231
54.30087662,48.8650589
53.85276032,47.06415176
53.37667465,45.47640991
53.27923203,44.37488937
53.88459396,44.0375824
55.62213898,44.68542099
58.47476196,45.69696045
61.46524811,44.74008942
63.56901169,44.63261032
64.44029236,45.8679924
64.23645783,46.98435211
63.44138718,48.09262085
62.55601502,48.73719025
61.86798859,47.12562943
61.30211639,44.62853241
60.98190308,42.165802
61.16975021,42.02146149
61.8801651,43.07777786
63.20574951,45.00417328
65.11169434,47.04205704
67.23999786,48.35597611
68.88318634,48.0961647
69.44662476,48.24206924
68.77804565,48.43170548
67.2250061,48.32639313
65.47768402,48.5959549
64.15502167,48.56666565
63.67895889,47.2940979
63.97912216,46.79021835
64.40550232,46.52565765
64.44676971,45.64043808
64.31728363,44.90790176
64.73267365,44.52662659
65.52844238,44.91173935
65.75752258,45.76475525
66.2893219,47.10412598
67.7654419,48.6848793
68.58999634,49.91304016
67.89646149,50.17106628
65.74882507,49.14741135
62.11323929,47.99489212
58.31394196,46.98382568
56.48946381,45.94730759
56.73329163,44.83384705
58.01141739,44.30010605
59.50419235,44.86250305
60.40375519,45.0684967
60.66153336,44.85357285
60.82017517,45.22145844
61.0032196,45.03649902
61.1762085,44.80787659
61.58219147,46.22238159
62.24573517,47.37598801
62.80083084,47.62614822
62.73604202,48.47016144
61.65682221,48.92316818
59.65852356,48.88372421
57.47517014,49.76629257
55.7192955,50.69326019
54.86999893,50.70801544
55.24078751,50.27397537
56.43319321,50.15102387
57.53591538,50.22148514
58.19690323,49.67344284
58.51924896,48.95902252
58.54083252,48.53896713
58.24113083,47.98599243
57.56623459,47.61856842
56.37186432,47.64015198
54.68603134,47.5051651
52.98978424,47.07746887
51.77059937,47.03730774
51.08253098,48.41610718
50.77998352,50.82360458
50.85639572,52.87703705
51.2339859,53.57856751
51.97441101,53.02190018
53.36938477,51.83934403
55.10112,49.83251953
56.36682892,47.45566559
56.97800446,45.61609268
57.24326706,44.43476868
57.47776032,43.89957428
57.84328079,43.90678406
58.15806961,44.41527176
58.18307877,45.04127884
58.04789352,45.25030899
58.00667572,45.68366623
58.33468628,46.56467438
59.39653015,46.99021912
61.04447174,46.7850647
62.24876785,45.84155273
61.93133164,44.13011932
59.93532181,42.60581207
57.0650177,41.93865967
54.55002213,40.36819077
53.67922211,38.96337128
54.93154907,39.35795212
57.25617218,39.17605209
58.94207382,39.31728745
59.18037033,41.75313568
58.42020416,43.56345367
57.68858337,44.50301361
57.64305878,45.4898262
58.12983322,44.76722336
58.43954468,42.27946472
57.97209168,41.08188629
56.68201065,40.12522125
54.77139282,39.70849228
52.62898254,41.55820084
51.14211655,43.38435745
50.56549835,44.28319931
50.32840347,45.8889885
50.11774826,47.27082825
49.17552185,47.42224884
46.68862534,46.74658203
43.21444702,45.81669617
40.07328415,45.0406456
38.19374085,43.69486237
37.56856155,42.69832993
37.60220718,43.3254776
37.86704636,43.38979721
38.54254913,43.24044037
