GR_F17-04,GR_F15-A-01
14.56274891,50.06385803
13.16903114,48.99751282
12.03033257,47.1926651
11.64402771,45.93943024
12.0828085,45.8955574
13.08307743,47.1268158
14.18540955,49.0458107
14.86795521,50.77836609
14.85560608,50.91135788
14.39753246,49.09128952
14.15005589,46.94487
14.23706818,44.95181656
14.24242973,42.74038696
13.81351471,41.15668488
13.02799416,40.91432953
12.20830345,41.67941284
11.58071899,43.09670639
11.50036049,44.9511795
11.92271709,46.85334396
11.99521256,47.80415726
11.69065285,47.12251282
11.62118816,45.76786423
11.55684757,44.99770737
11.47445679,45.49570465
11.77576447,45.91453934
12.25740719,46.85542679
12.72527218,48.60507965
13.32995033,48.92451859
13.84488297,48.68623352
13.90900898,49.45146561
13.58981895,49.1139183
13.16739178,48.41135407
12.8932066,49.28073883
12.86829758,49.65343094
13.04686451,49.58695221
13.36089993,50.19678497
13.8254137,50.10893631
14.49919605,49.53668976
15.34126186,50.58488464
16.14292526,51.30446243
16.68497849,51.22308731
16.91252327,51.43098831
16.82111359,51.22191238
16.29521561,50.31043625
15.23698998,49.67486954
13.82742882,49.03887558
12.35767078,48.04892731
11.03311253,46.34366989
10.08980846,45.06094742
10.63964844,45.61528397
11.44434738,47.3428421
12.23888874,49.56646729
12.9096098,51.8704834
13.27870274,54.72771454
13.2271843,56.45058441
12.93704224,54.03471756
12.72978115,53.38835144
12.80070972,53.35473251
13.20507431,51.44884491
13.82923794,51.06903076
14.30319119,51.59586334
14.33240318,50.98092651
14.00215817,50.11257935
13.69216347,49.27297211
13.77694798,49.35334778
14.31190586,49.7224884
14.9666853,50.16955185
15.36994648,50.07107544
15.37448883,49.39907455
15.01021004,48.26603699
14.4210453,47.78073883
13.77859688,49.30116653
13.08838272,52.67520905
12.34789562,54.79150391
11.75644302,55.23945999
11.5153122,53.51866531
11.54251766,50.6878624
11.60144806,48.53229141
11.67813873,48.07381058
12.01076412,48.37814331
12.79564571,48.95150375
13.99775696,49.35804367
15.39859104,49.34544754
16.56811714,49.11834335
16.99552918,48.94741058
16.57744598,48.90558624
15.80820942,48.64302063
15.24934769,47.87215805
14.9424305,46.81558991
14.62813568,46.13326645
14.28373432,45.98077011
13.90048218,45.62731934
13.37990379,46.57032776
13.2425518,49.11125183
13.87104034,50.88373566
14.62969017,51.88509369
15.11817741,52.89637756
15.20768833,53.57542419
14.45604038,53.93041992
13.32627583,54.33996964
12.77567387,54.98085022
12.89080715,54.92592621
13.55106068,53.74151611
14.5007782,52.43545914
15.07388973,51.76935959
14.97060871,51.59213257
14.47303772,51.35666657
13.87067413,50.99114227
13.63842678,50.75946426
14.10921288,50.84981537
15.07516003,51.08552551
16.19615173,51.17258835
17.11433983,51.14284515
17.2508831,50.82133102
16.65464211,50.042202
15.90466213,49.77920151
15.33940411,50.35096359
15.36032963,50.89922714
16.16235924,50.90125275
17.00487137,50.58061981
17.0667572,50.67666245
16.18543816,50.92222214
14.82867146,50.9373169
13.55500126,51.02599716
12.77284813,50.82169724
12.5600729,50.03768158
12.82856178,49.41296005
13.30293083,49.27739334
13.65005875,49.81420898
13.81340313,51.11431885
14.06232262,52.81140137
14.45160103,53.92406082
14.77547264,54.44830322
14.94036198,54.00600052
14.96579266,52.41434479
14.82916927,50.74295807
14.47414589,49.99103165
14.25141811,50.85067749
14.44135284,51.45025635
14.65936565,51.30349731
14.65333653,52.2654419
14.60863018,52.30743027
14.6076479,50.17101288
14.76876164,49.10857391
15.30351353,48.73507309
16.07325745,48.68534088
16.49175453,48.34934235
16.13848877,48.77327347
15.15632153,51.33605194
14.00637627,53.20765305
12.9700985,54.41362
12.23069096,54.69429016
11.86623955,53.5139389
11.81772709,50.97179413
12.00245285,47.70628738
12.39510918,47.1830101
12.9729166,49.11923981
13.64520359,51.71620941
14.18521118,53.4636879
14.28142738,53.9511795
13.90847969,52.62070084
13.33408833,50.91330719
12.80855656,49.1468811
12.6062851,47.98908997
13.02699661,47.15047073
13.97401619,46.67246246
14.9899416,46.61424255
15.58941269,46.86898804
15.39931679,47.70486832
14.52392197,49.38090515
13.6529398,51.12292099
13.52339268,52.53159332
14.31709957,53.31638718
15.63754463,53.10487366
16.79412842,51.4353981
17.13136292,49.41162491
16.43602562,48.56681824
15.22064304,49.81001282
14.27719593,50.35795212
14.02516556,50.12010956
14.39315319,49.43346405
15.09998131,49.21500397
15.85293198,48.98278046
16.48106957,48.90454483
16.89865685,50.73599243
17.03633118,52.06872559
16.88152885,50.81956482
16.45526505,50.60669327
15.77214432,51.38955307
15.07744408,52.27754974
14.72137165,53.87643814
14.73446655,55.41583633
14.85419083,55.63366318
14.79718018,54.59199143
14.41917133,53.40298462
13.83952713,53.15859604
13.4307785,53.42421722
13.54194737,54.13879013
14.10146046,54.99855423
14.62376595,54.61480713
14.71355248,54.01559448
14.21381664,54.70504379
13.17540646,55.19418335
11.87502289,55.54270554
11.04417133,56.61802292
11.18930149,56.38290787
11.74961281,54.87646103
12.51866818,54.06996918
13.77403736,53.66068268
15.05487537,53.40527344
15.78119755,53.86649704
15.93361282,55.01505661
15.57267666,56.00123215
14.95515823,56.12368393
14.60629845,55.57061386
14.84369278,54.77386475
15.51730633,53.8703537
16.17514229,52.73189926
16.3801136,51.74313355
15.939044,51.66662979
15.02968025,51.48981094
14.20087719,50.37081146
13.93748474,49.16301346
14.24946594,48.96367264
14.89300633,49.97971344
15.38890839,51.30005264
15.24435616,52.63588715
14.53909493,53.59703827
13.8180542,52.8739357
13.55199337,50.50788879
13.51329613,48.04198074
13.23709679,46.14712143
12.65838909,45.18218613
12.02445889,45.28493881
11.58619595,46.85691071
11.37920857,49.71879578
11.54148006,52.22556305
12.08265305,53.26915741
12.5308876,51.92207718
12.76123333,49.18891907
12.95332432,46.50806809
13.01533222,45.42293167
12.98336983,46.09362412
13.15046597,47.44533157
13.58882332,48.17395401
14.18403626,48.17813492
14.72613716,47.8300972
14.87160683,47.7181015
14.48287964,47.53552246
13.9450016,47.46206665
13.7341032,48.06666565
14.07591152,49.11478424
14.82882214,50.67921066
15.54056931,52.40494919
15.83177567,52.62960815
15.76395893,51.82221985
15.51154995,52.64650726
15.1382885,52.62734604
14.6594162,51.83454895
14.06161022,52.46140289
13.45602322,51.33592224
13.26887894,48.23082733
13.86205006,48.19070435
14.96538448,48.5134964
15.86485195,48.58090591
16.13308716,49.79434586
15.92136669,50.53667069
15.49978828,50.01794052
15.13359261,50.27768326
15.00507259,50.40026856
14.94280052,49.73620987
14.7822113,49.41876984
14.8068943,49.44191742
15.2021513,49.97360611
15.69051361,50.76983643
16.02607346,51.06954575
16.21944618,49.8148613
16.33912087,48.40489578
16.34972763,47.13257217
16.16048241,46.44591904
15.64670277,46.23411179
14.69491386,46.31158829
13.43719578,46.35649872
12.35700798,46.46220779
11.91499424,46.88192749
12.08139896,47.54404068
12.54039955,47.13158798
13.14839363,46.10561752
13.92976379,45.95705795
14.78123283,46.6461792
15.51385212,48.46869278
16.02054215,51.11988449
16.22211456,53.00740433
15.9926424,53.39876556
15.49285889,52.96279526
15.10902023,52.83482742
14.90110016,53.08511353
14.81396008,53.08043289
14.85721493,53.06409836
14.74890518,52.41009522
14.35903072,50.45527649
13.96831894,48.68106079
13.720438,47.62160873
13.83452797,46.5450058
14.60171986,46.55587387
15.59965038,48.12890625
16.13698006,50.15173721
16.03983116,51.51182556
15.58315754,51.74131393
15.14993286,51.12771225
15.0664053,49.95235825
15.46164036,49.02540588
15.86658192,49.2383461
15.63668633,49.91619873
15.11497974,50.16915894
14.76695347,49.99440002
14.56577206,50.09848404
14.8571167,50.90653229
15.69265842,52.23240662
16.39624596,53.56278992
17.0171566,54.08806229
17.67844963,53.00525284
17.91896057,51.4078064
17.81589508,50.65914154
17.51939011,50.30126572
16.69219971,51.0904808
15.53049469,53.13594818
14.52376652,53.55694962
13.61465931,52.05686188
13.18288803,50.69197464
13.57755184,49.22862625
14.35516167,48.58093643
15.00047016,50.02671814
15.3269062,51.15781784
15.20560646,50.77501679
14.67303371,50.54001999
13.98729801,50.27285004
13.4797821,50.35725021
13.3195076,52.28400421
13.45893002,54.55973816
13.81030178,55.21573639
13.99488354,54.54267883
13.66926575,53.06277084
13.07908726,51.57788467
12.58110809,50.64650726
12.28246594,50.10694122
12.24970818,49.55378723
12.4815855,49.25446701
12.78490067,49.09640122
12.96926022,49.06116486
13.2882719,50.31877518
14.07263279,52.32638931
14.87068844,52.81943131
15.06253719,52.72902679
14.84584045,51.62448883
14.58055306,48.73204804
14.41499043,47.56846619
14.61712265,48.67292404
15.1795311,47.85659027
15.65075493,48.37676239
15.69004536,51.08114624
15.28501415,50.72821808
14.66883469,50.86574173
14.18786621,53.05408096
14.01843357,52.08605576
14.03066158,49.93814468
14.05383873,48.22703171
14.02838993,47.66993332
13.86453819,47.64164734
13.45494652,47.6003418
12.94541073,47.55532074
12.73321724,47.46676636
13.03606606,47.22034836
13.8152523,46.80440521
15.03047752,46.74978638
16.48390198,47.87682343
17.64219475,47.09115601
18.21461868,45.60990524
18.68470955,46.5811615
19.64257813,46.41287613
21.28216171,45.44980621
23.95345497,45.25477219
28.12188721,44.85528565
33.58994293,44.56565857
39.47103882,45.28963089
44.71977997,46.16569138
48.1591301,46.99799347
49.12028122,47.71813583
47.74176788,48.14484024
44.914814,48.11316299
41.63971329,47.87549973
38.62233353,48.29597855
36.29111862,49.87911606
34.79698563,52.04476929
34.20191193,54.01450729
34.59091187,54.64635468
35.84278107,53.24094772
37.39076996,50.81225586
38.44903946,49.00808334
38.38383102,49.13620377
37.14560318,50.15169144
35.38828659,51.24438858
34.0574913,52.52750778
33.65131378,51.99373627
33.92641449,49.70033264
34.5381546,48.99525452
35.40158081,47.71364975
36.08955383,45.13209915
35.96603775,44.79725266
34.88944244,44.7627945
33.29453278,43.69313812
31.50582123,44.58218384
29.67155457,46.39020157
28.41377068,47.27604294
28.14829063,48.21630478
28.37627411,49.11608887
28.85405159,49.55508423
29.54026794,50.0907402
29.91845322,51.22328186
29.88516617,52.70931625
29.83208466,53.71635056
29.95062637,53.40109634
30.31254959,51.81244659
30.77339554,49.84126282
30.88023758,48.02510071
30.35122681,46.5322876
29.36906242,45.89038849
28.4152565,45.90035248
27.72068405,45.89454269
27.30830002,46.06891632
27.15139771,46.46987152
27.70115471,46.6857872
29.23473549,46.50914383
31.24231529,46.00624847
33.16796494,45.46203995
34.61968994,45.35271072
34.81268311,46.09321976
33.8169899,47.58708191
32.8936615,49.55419922
32.56904221,51.19722366
33.10895538,51.73900986
34.66119003,50.68927002
36.10827255,48.22543716
36.17061615,45.47138214
35.03698349,43.75728607
33.63420868,44.35601807
32.59106827,46.23460388
31.97110558,48.09485245
31.64526177,48.321064
31.28900719,47.72742462
29.19534493,46.45805359
28.90553665,44.94234085
28.33096123,44.74115753
27.35409164,45.78879166
26.33235931,45.66094971
25.58592796,45.54005051
25.22294998,45.92995834
25.25555611,46.04838562
25.48797989,46.35959244
25.58905602,47.26089096
25.46814346,48.22462845
25.31834602,48.02652359
25.30223465,45.92394257
25.5183239,45.93402863
26.29502106,46.46788788
27.91452789,46.00198746
29.92619515,47.17100906
31.63336754,48.23975372
32.89111328,46.2033577
33.64750671,44.97676086
33.63204956,44.54399872
33.01674271,45.07013321
32.302845,46.07039261
31.8091259,47.27210236
31.76518822,47.58325958
32.32009888,47.99437714
33.27040482,48.0806694
34.07313538,46.55672073
34.22965622,46.49715424
33.55372238,47.63825989
32.22096252,46.85596466
30.84797287,47.55251694
30.18614769,49.78289414
30.40270996,49.53596497
31.24475098,49.44762421
32.40473938,50.05921555
33.25689316,49.76473618
33.4663887,48.76846695
33.54397583,47.42973328
33.67917252,47.3070488
33.6505661,47.79695511
33.53734589,48.64940262
33.02871323,49.5651474
31.67090607,50.39745331
30.00177574,50.80498886
28.71029472,50.50378037
27.87446213,50.03495789
27.63312531,50.06047821
28.10486603,50.54175186
28.93173218,50.78519058
29.69103241,50.55980301
30.60162926,51.14361191
31.87069702,51.38562393
32.90709686,50.42706299
33.31047058,50.23908234
33.17814255,50.14897537
32.43088532,49.1435318
31.24005318,48.2286377
30.39518166,47.90076828
30.49790192,48.30192184
31.45621872,49.47533417
32.87088776,50.98784256
34.53794861,51.99280548
36.29673004,51.98482895
37.69443512,51.33272171
38.18250656,50.92799377
37.84298325,51.26873398
37.00559235,51.99669647
35.26410675,52.57598877
33.44930267,53.23687363
32.96427536,53.25008392
33.67774582,51.93637848
34.48067856,50.13921738
34.57788086,48.59080505
33.53108978,47.43237686
31.31451225,47.52244186
28.5333271,49.05220795
26.48338699,51.08370972
25.86066437,51.9612999
26.37291718,51.45201111
27.15648651,50.67557907
27.77922249,49.88648224
28.31098366,49.05962372
28.85985947,48.40659332
29.5216217,47.70480347
30.28310967,46.85959244
30.73111916,46.17185211
30.40293121,47.15315247
29.33945274,49.72402954
27.66686821,51.16387177
25.84472466,51.33629227
24.61836433,51.14566803
24.04367256,50.09225845
23.76561928,49.5092659
23.57748985,50.66247559
23.21695328,51.46362305
22.49642563,51.30861664
21.57410812,51.0133934
20.95412636,50.40387726
21.08781433,50.18122101
21.96478462,51.36042786
22.79501343,52.16784287
22.94523239,51.74977112
22.87135315,51.02078629
22.90457726,49.42168045
22.96047401,47.07701874
23.40045929,46.06580734
24.30741119,46.19358826
25.06198311,47.13401794
25.28956986,48.08373261
25.18592262,48.66595078
24.89777565,48.53918839
24.24658585,48.55815125
23.2342453,48.40366745
22.14932632,47.65540695
21.04640007,47.59310913
19.89440155,47.87648392
19.03026962,47.74819946
18.71700096,48.24896622
18.91443634,49.31896973
19.62099838,50.56608582
20.65194702,51.74338913
21.70632172,52.94449616
22.71311569,54.44001007
23.58773232,54.22626495
24.11343002,52.0337677
24.38425636,49.65257645
24.66550255,48.05857468
24.91775894,47.85626602
25.02329254,49.03108597
25.00504875,49.56608582
24.81232071,48.72787094
24.28507233,48.00879288
23.38231087,47.42320633
22.30915451,47.10903168
21.3116951,47.3461113
20.56002808,47.76800156
20.14916611,48.3293457
20.02456284,49.46908569
20.0600853,50.90494919
20.16944313,52.4315033
20.29405022,53.59064865
20.4013176,54.18300629
20.57781029,53.92832947
20.96006584,54.12021256
21.4183979,54.48987579
21.54372215,54.39053726
21.1541214,53.46071625
20.40625954,52.10927963
19.50845718,50.84986115
18.99620056,48.88775253
19.60848236,47.20497131
21.30175018,47.32630158
23.22276497,47.85205078
24.69091225,49.08908463
25.59642792,51.13472366
25.97273445,52.08590698
25.88307381,51.90317917
25.64396858,51.53126907
25.32157135,50.25611496
24.66974258,49.25103378
23.89875984,50.01167679
23.28442764,50.21501923
22.63880348,49.4657898
21.79155541,49.14110565
20.85383797,48.75569153
20.2475071,49.05947113
20.53351593,50.89448547
21.80148315,51.65024185
23.3766098,50.90039444
24.59877586,50.61891556
25.00768852,49.54918671
24.63227272,48.16225052
24.25637817,48.72513199
24.27754784,49.84208679
24.4056263,50.50173569
24.98677445,51.63011932
26.09108925,52.20901871
27.21193886,51.44553375
28.90497589,50.07232285
31.21990776,49.48472977
33.06010437,50.03255463
34.39500046,50.9266777
35.74664688,52.22928238
36.901577,53.5951004
37.54085922,53.9152565
38.07794571,54.12656784
39.14651108,55.07237625
40.31034088,55.73054886
41.29486847,55.67431641
42.77582169,55.32518387
43.31171417,54.96377945
41.52956772,54.74720383
38.81243897,54.83465576
36.45162582,55.4909935
34.62810898,56.11777878
33.97689056,55.92101288
34.31446838,55.47680283
34.45415115,55.00890732
33.34794235,54.25232315
30.80725288,53.63493347
27.35194969,53.18479157
23.73871422,52.38637924
20.80080605,51.5475769
19.20651817,51.3191185
18.17801094,51.97105789
17.02621079,52.69443131
15.720047,52.65297318
14.27463913,52.21508789
12.92613983,51.38471222
12.16671562,50.62953186
12.03903294,51.41117477
12.27701664,52.78176498
12.7197485,52.92129517
13.38083363,52.76382828
14.22319126,52.45304489
15.04072952,52.28291702
15.46368885,52.59397125
15.26139069,53.28659821
14.57940102,53.44721985
13.66579151,52.4168663
12.78871822,50.55911636
12.21120262,50.49224472
11.86835098,50.9755249
11.39292336,51.86909866
10.70303345,52.98032761
10.04553318,53.57751083
10.2262373,53.39116287
10.61806202,53.78735352
10.80110455,54.30125427
10.7579155,54.61707687
10.3089323,54.54217529
10.01902676,53.5378418
10.47577095,50.96648407
10.38741684,48.97920609
10.67418194,48.26192093
11.68164158,49.95662308
11.87736416,51.70360565
11.5158577,53.74745178
10.64831638,56.2163887
10.03008556,56.70423126
10.08305645,55.82681656
11.13217735,54.55924606
12.31074047,52.81222534
12.83127689,50.83073044
12.63191128,49.53546143
12.16400719,49.80998993
11.94874001,51.31612015
12.06613159,52.50844955
12.20769787,53.22342682
12.0357914,53.58301544
11.55933571,54.02945709
11.09076405,54.38702774
10.88642216,54.4863739
11.11368752,54.18306351
11.79763985,53.81216049
12.51183319,52.94617081
12.75105095,51.08486557
12.52651882,49.83523941
12.20053577,49.1639595
12.08421803,47.86886597
12.27799225,48.36122894
12.70484734,50.60600662
13.24267769,51.20677567
13.78200054,51.60573959
14.21565342,51.82771301
14.41956234,50.16410828
14.34832668,49.38076019
13.92915821,50.35700226
13.12343693,50.16453552
12.1326189,50.18841171
11.31901836,50.91589356
10.93533611,50.07530975
10.97585583,49.81314468
11.314991,50.99327087
11.78470993,50.67647553
12.21155834,49.73493958
12.42378998,49.6052208
12.34858036,49.49922943
12.12144375,50.05879974
12.07915878,51.91178513
12.43401718,54.31484985
12.96597099,55.48624039
13.17777729,54.79217529
12.79127026,53.38278961
11.96414566,52.21332169
11.14487076,51.471035
10.81677628,50.94107056
11.13530064,50.2747612
11.75282097,49.24430466
12.14468861,47.70609665
12.04087448,46.32979965
11.71251679,45.74572372
11.78403664,45.50607681
12.63121605,46.01330185
13.96772099,47.76881409
15.14464569,49.4941597
15.57478237,50.55114365
14.95059872,51.53844452
13.53851795,52.00980759
11.95483971,52.02748489
10.61378384,52.47537613
10.40237808,52.31188965
11.29553127,50.70527649
12.24472141,48.58643723
13.33646774,46.55934525
14.45529747,45.0643425
15.34186554,44.305233
15.77965546,44.72599793
15.46302128,46.06816483
14.25099564,46.73515701
13.01859951,47.17950058
12.91343689,48.32640839
13.91803837,49.08620453
15.13415623,49.77933121
15.78251553,51.47408295
15.50263119,53.26964188
14.29821396,54.5005455
12.55439472,54.56296158
11.00452137,53.79188919
10.11556435,52.35998917
10.03769875,51.0407486
10.63302517,50.50891876
11.1291523,51.252491
11.41090679,52.44734573
11.60903835,53.31077576
11.76803112,53.07582855
11.67161846,51.93828201
11.17893505,50.31936264
10.59952831,48.87265778
10.16313458,49.17742157
10.32707119,49.57700348
10.8041687,48.30042648
10.96423912,48.28344727
10.79072475,48.47360992
10.38385773,47.37104416
10.01256466,47.79397965
10.03800297,49.20222092
10.30051041,50.16932297
10.459548,50.08923721
10.61196137,49.12365341
10.85137272,47.95849228
11.10905266,46.83021545
11.46149063,46.40245056
11.77999878,48.43372345
11.71106911,50.31322861
11.17176342,51.48952484
10.52889919,51.45945358
10.1855154,51.08875656
10.17258644,50.41122437
10.3683424,49.48302841
10.74533176,49.08704758
11.1486969,49.3978653
11.35662556,49.37180328
11.32330418,48.72589493
11.1668272,47.49127197
10.92674637,46.71441269
10.55707741,45.72101975
10.14371014,44.87084198
10.20779038,46.09302139
10.59593868,47.87468338
10.84528732,49.37160111
10.65281391,51.21328735
10.06361866,51.73680496
10.65346241,49.75417328
11.75610256,47.51768875
12.48944283,45.03421783
12.69804287,42.99564362
12.55954552,43.40960693
12.34402466,45.30857468
12.25340462,47.52968216
12.38631344,50.78744125
12.64573193,52.923069
12.75758743,52.20850372
12.54453087,51.1682663
12.09939575,50.11833954
11.63369083,49.11808777
11.24774838,49.38237763
10.99415684,50.43810272
10.87075424,50.8772049
10.71275425,50.26804352
10.3632164,49.1625824
10.15748692,48.51742554
10.3748169,48.881073
10.36684418,50.66418457
10.04290199,53.4706192
10.10953903,56.09734726
10.63661766,57.28047562
10.52114677,56.65784454
10.578722,54.47093964
11.13286018,51.8147316
10.8963356,49.8939209
10.25851631,49.38582993
10.15366554,50.03017044
10.98249626,51.04187393
11.58804321,51.9426651
11.50634956,52.54814529
10.98957253,52.83588028
10.30015755,52.48485947
10.03315544,51.53396988
10.90310097,50.52007294
11.21291924,49.4924202
10.90006638,48.57308197
10.08082008,48.1278038
10.70645905,48.99080658
11.37868691,51.03876114
11.51872444,52.86203003
11.14518547,53.38317108
10.76170254,52.49067307
10.53006554,51.18426895
10.41432953,50.04998398
10.45687103,49.5867691
10.65909767,50.22985077
10.89632034,51.32976914
11.06002426,51.55994415
11.11849213,51.23264313
11.00583267,50.73310852
10.65247536,50.46395493
10.18870354,50.695961
10.2465992,51.030056
10.74783516,50.52494812
10.78202248,50.2900734
10.40597725,50.56611252
10.9069252,49.70740891
12.46142769,48.97959518
14.0948658,49.45632553
15.13352203,49.91624832
14.9807663,49.79574585
13.69061089,48.84819031
11.88384247,48.74251938
10.21235275,48.39178467
10.02934265,46.37838364
10.54804611,46.9185791
10.96487808,48.66223526
11.30554199,48.74406815
11.69729042,49.60037994
12.23373985,50.58517456
12.91727829,49.93749619
13.65401554,50.10474777
14.24326134,50.76897812
