DEPTH,NPHI_F17-04,NPHI_F15-A-01
1943.4001,0.259449452,0.30513534
1943.5001,0.255888581,0.305714637
1943.6001,0.254321575,0.303414226
1943.7001,0.254383951,0.301959813
1943.8001,0.254719675,0.307235777
1943.9001,0.254855841,0.315080583
1944.0001,0.254068762,0.319649786
1944.1001,0.252489567,0.319738716
1944.2001,0.251865625,0.318128467
1944.3001,0.25402084,0.319111049
1944.4001,0.259263754,0.324265331
1944.5001,0.266940326,0.330499053
1944.6001,0.275654286,0.333704203
1944.7001,0.282658994,0.33495301
1944.8001,0.284758925,0.340699941
1944.9001,0.280567199,0.353675991
1945.0001,0.271394193,0.368442893
1945.1001,0.260948449,0.376167208
1945.2001,0.251953989,0.371422201
1945.3001,0.244372591,0.356254816
1945.8001,0.256870151,0.339793861
1945.9001,0.262091786,0.33117336
1946.0001,0.265648454,0.331936777
1946.1001,0.267433226,0.335511655
1946.2001,0.264231205,0.33741042
1946.3001,0.253189057,0.339859188
1946.4001,0.243006185,0.345194608
1946.5001,0.241522476,0.352140188
1946.6001,0.245958567,0.3584916
1946.7001,0.250983954,0.365225047
1946.8001,0.254190773,0.369586587
1946.9001,0.25671947,0.364750505
1947.0001,0.262997717,0.353071809
1947.1001,0.271926045,0.342246294
1947.2001,0.275128812,0.335106492
1947.3001,0.26934278,0.33319357
1947.7001,0.257373005,0.335399121
1947.8001,0.268716633,0.337816328
1947.9001,0.275227517,0.342490256
1948.0001,0.274234027,0.353961021
1948.1001,0.268956274,0.370603353
1948.2001,0.263803154,0.390908718
1948.3001,0.262645155,0.415410906
1948.4001,0.266023606,0.438421965
1948.5001,0.269274741,0.448728949
1948.6001,0.268942326,0.44220835
1949.1001,0.231882945,0.428135425
1949.2001,0.228583291,0.413522482
1949.3001,0.232169405,0.398208261
1949.4001,0.241519645,0.394912005
1949.5001,0.251012504,0.404281318
1949.6001,0.255807191,0.407342881
1949.7001,0.255136699,0.403915793
1949.8001,0.252546579,0.401187897
1949.9001,0.251563996,0.393300623
1950.0001,0.252972603,0.379019231
1950.1001,0.254748225,0.36435464
1950.2001,0.254538208,0.35526228
1950.3001,0.252470046,0.350141406
1950.4001,0.251348138,0.347815275
1950.5001,0.253728628,0.361782879
1950.6001,0.259088635,0.382351637
1950.7001,0.264740348,0.389134079
1950.8001,0.26802671,0.392212749
1950.9001,0.267956048,0.395232916
1951.0001,0.265749216,0.39348805
1951.1001,0.263431311,0.390525848
1951.2001,0.261836588,0.389023989
1951.3001,0.260214597,0.388156444
1951.4001,0.257680535,0.387015551
1951.5001,0.254226446,0.385233164
1951.6001,0.25103119,0.383529812
1951.7001,0.25016287,0.381663472
1951.8001,0.251963198,0.378146082
1951.9001,0.254260719,0.372180909
1952.0001,0.255061209,0.368266612
1952.1001,0.25397411,0.367477089
1952.2001,0.251232743,0.364456117
1952.3001,0.247745484,0.360615373
1952.4001,0.245198548,0.358073175
1952.5001,0.244599596,0.355352879
1952.6001,0.244875714,0.356868863
1952.7001,0.244115755,0.364900768
1952.8001,0.241804317,0.372965753
1952.9001,0.239219576,0.373305768
1953.0001,0.23765257,0.364917696
1953.1001,0.237433225,0.356181949
1953.2001,0.238594845,0.349137157
1953.3001,0.240602985,0.340683818
1953.4001,0.242417187,0.330922067
1953.5001,0.243540883,0.323869169
1953.6001,0.24423331,0.319706589
1953.7001,0.244767457,0.311109453
1953.8001,0.244915858,0.307192594
1953.9001,0.244237691,0.316065311
1954.0001,0.242951289,0.321592957
1954.1001,0.242226735,0.323301226
1954.2001,0.242676556,0.329580814
1954.3001,0.242874801,0.32894963
1954.4001,0.240828052,0.322601467
1954.5001,0.235831991,0.31965375
1954.6001,0.229168654,0.313521594
1954.7001,0.224363804,0.300382674
1954.8001,0.222987369,0.287477613
1954.9001,0.22262536,0.285228819
1955.0001,0.22206457,0.293648154
1955.1001,0.223273799,0.307185769
1955.2001,0.229391873,0.326319367
1955.3001,0.240885496,0.342390776
1955.4001,0.251854032,0.34251973
1955.5001,0.257812053,0.331452429
1955.6001,0.259727091,0.322570503
1955.7001,0.25885886,0.322107732
1955.8001,0.257438421,0.327419668
1955.9001,0.259200245,0.335725755
1956.0001,0.264620572,0.34434852
1956.1001,0.270142496,0.343926817
1956.2001,0.273492664,0.332185149
1956.3001,0.276035458,0.316602409
1956.4001,0.276283771,0.300939649
1956.5001,0.271994293,0.287710875
1956.6001,0.266288698,0.281950921
1956.7001,0.260828465,0.28435427
1956.8001,0.254124701,0.292813063
1956.9001,0.247041076,0.305830836
1957.0001,0.242512524,0.319705486
1957.1001,0.240845665,0.329767823
1957.2001,0.241459385,0.333471268
1957.3001,0.247183278,0.332570672
1957.4001,0.254703492,0.326893807
1957.5001,0.25597772,0.313831359
1957.6001,0.252126843,0.297853947
1957.7001,0.247331798,0.284745395
1957.8001,0.242682651,0.274880409
1957.9001,0.239771903,0.27026239
1958.0001,0.24314262,0.273991942
1958.1001,0.253412724,0.284320563
1958.2001,0.264816582,0.299203396
1958.3001,0.274102688,0.315835446
1958.4001,0.28039372,0.326766372
1958.5001,0.280448943,0.326254249
1958.6001,0.274349123,0.314989239
1958.7001,0.265852481,0.298905402
1958.8001,0.255464405,0.286157936
1958.9001,0.245564893,0.281640947
1959.0001,0.241586983,0.283355057
1959.1001,0.24398759,0.289899737
1959.2001,0.248803183,0.303921789
1959.3001,0.252476335,0.323869139
1959.4001,0.25371179,0.344592094
1959.5001,0.253492206,0.361047268
1959.6001,0.253611893,0.365102977
1959.7001,0.25570491,0.356624126
1959.8001,0.260657042,0.346814245
1959.9001,0.268529147,0.340685457
1960.0001,0.275747776,0.337205887
1960.1001,0.278663069,0.336322486
1960.2001,0.279872775,0.331460506
1960.3001,0.282074809,0.318177253
1960.4001,0.282226861,0.30523476
1960.5001,0.278820396,0.300089449
1960.6001,0.273180634,0.300369769
1960.7001,0.265346825,0.300807238
1960.8001,0.255666673,0.299547076
1960.9001,0.245869786,0.301688373
1961.0001,0.238520339,0.311977714
1961.1001,0.234485045,0.324499875
1961.2001,0.232181296,0.328164488
1961.3001,0.229869306,0.327198923
1961.4001,0.227031827,0.32401675
1961.5001,0.224794239,0.313325882
1961.6001,0.225315481,0.305636704
1961.7001,0.228484824,0.307049215
1961.8001,0.232635841,0.308583856
1961.9001,0.239113525,0.307627887
1962.0001,0.248240858,0.308149874
1962.1001,0.255025208,0.316819191
1962.2001,0.256226808,0.327419549
1962.5001,0.246423155,0.332177073
1962.6001,0.24309732,0.335309476
1962.7001,0.241461635,0.338497251
1962.8001,0.241132334,0.340951204
1962.9001,0.241694436,0.340082526
1963.0001,0.243340343,0.334306181
1963.1001,0.246539801,0.324419618
1963.2001,0.250783771,0.313265652
1963.3001,0.25383994,0.308003962
1963.4001,0.254304528,0.313216001
1963.5001,0.25377053,0.321935058
1963.6001,0.254543215,0.326475918
1963.7001,0.256793737,0.323572755
1963.8001,0.259504288,0.314117938
1963.9001,0.261449069,0.301934779
1964.0001,0.260885567,0.29203856
1964.1001,0.256335557,0.28673017
1964.2001,0.247969374,0.285605431
1964.3001,0.237738237,0.285858959
1964.4001,0.228264481,0.288445622
1964.5001,0.221215054,0.295515657
1964.6001,0.217757464,0.305428296
1964.7001,0.219318435,0.308974892
1964.8001,0.226132169,0.309901327
1964.9001,0.235542581,0.321384907
1965.0001,0.243517026,0.335405886
1965.1001,0.247371152,0.345435947
1965.2001,0.246279106,0.35509935
1965.3001,0.240592688,0.358507246
1965.4001,0.232204393,0.354299426
1965.5001,0.225368843,0.348742127
1965.6001,0.22359778,0.341313869
1965.7001,0.226547048,0.329252154
1965.8001,0.232399151,0.313362807
1965.9001,0.238953441,0.2975007
1966.0001,0.242728233,0.287156642
1966.1001,0.242617115,0.286647975
1966.2001,0.240241379,0.293431401
1966.3001,0.237268984,0.300445974
1966.4001,0.237066194,0.302944034
1966.5001,0.241407648,0.301636636
1966.6001,0.245771632,0.299640983
1966.7001,0.245874897,0.297357559
1966.8001,0.242296577,0.293054611
1966.9001,0.236714587,0.285106927
1967.0001,0.230885834,0.275724769
1967.1001,0.227231652,0.272857726
1967.2001,0.227600634,0.277581513
1967.3001,0.231214374,0.281657875
1967.4001,0.235776439,0.286291719
1967.5001,0.239894882,0.29266125
1967.6001,0.243153736,0.292625099
1967.7001,0.244861305,0.289970338
1967.8001,0.24403283,0.293735445
1967.9001,0.241472557,0.301752925
1968.0001,0.23843804,0.312348813
1968.1001,0.234853596,0.325216264
1968.2001,0.231402457,0.334465534
1968.3001,0.230405003,0.340647668
1968.4001,0.232824564,0.347989321
1968.5001,0.237042785,0.353271455
1968.6001,0.240102947,0.357500523
1968.7001,0.240032077,0.36303094
1968.8001,0.23701103,0.360454172
1968.9001,0.233054966,0.345299363
1969.0001,0.230618432,0.326559484
1969.1001,0.230032578,0.313838422
1969.2001,0.229828209,0.309728205
1969.3001,0.228828996,0.310205013
1969.4001,0.226868972,0.306943536
1969.5001,0.224736124,0.29660967
1969.6001,0.224756971,0.284945339
1969.7001,0.229764998,0.276539803
1969.8001,0.239504248,0.272428185
1969.9001,0.250325173,0.272799224
1970.0001,0.257617712,0.276061475
1970.1001,0.259652972,0.279023081
1970.2001,0.255050629,0.280414224
1970.3001,0.245266795,0.285973847
1970.4001,0.236134142,0.299261391
1970.5001,0.231170967,0.312181175
1970.6001,0.228552625,0.321936518
1970.7001,0.227508038,0.331137598
1970.8001,0.229671836,0.334062189
1970.9001,0.236265406,0.327582985
1971.0001,0.247798473,0.31783849
1971.1001,0.260915875,0.314023614
1971.2001,0.270543367,0.31611979
1971.3001,0.274595946,0.316091061
1971.4001,0.274167448,0.318523109
1971.5001,0.270985186,0.3235659
1971.6001,0.265746236,0.323188782
1971.7001,0.257523239,0.326828688
1971.8001,0.245683849,0.342065483
1971.9001,0.233447239,0.358618885
1972.0001,0.225453988,0.368617028
1972.1001,0.224007443,0.369652987
1972.2001,0.227501497,0.363388538
1972.3001,0.232051462,0.354589611
1972.4001,0.234023035,0.348703772
1972.5001,0.232380644,0.347365648
1972.6001,0.229376003,0.352700293
1972.7001,0.22736001,0.360514343
1972.8001,0.22648488,0.358922213
1972.9001,0.226244241,0.352954954
1973.0001,0.226982251,0.354911059
1973.1001,0.229036942,0.352253348
1973.2001,0.231839195,0.342074394
1973.3001,0.23462221,0.33150512
1973.4001,0.237387225,0.317650706
1973.5001,0.240298092,0.30765
1973.6001,0.243517786,0.31040147
1973.7001,0.247334182,0.312297225
1973.8001,0.251773566,0.309889823
1973.9001,0.256418347,0.313336074
1974.0001,0.260241181,0.312161356
1974.1001,0.262007237,0.30800733
1974.2001,0.260819197,0.315566838
1974.3001,0.255394429,0.3189722
1974.4001,0.245248154,0.310834318
1974.5001,0.232985258,0.306539595
1974.6001,0.222737253,0.304732621
1974.7001,0.216886848,0.30328989
1974.8001,0.214814067,0.305946678
1974.9001,0.215437368,0.30808574
1975.0001,0.218967468,0.306691796
1975.1001,0.224989981,0.307267845
1975.2001,0.23155044,0.31378296
1975.3001,0.2360515,0.324098349
1975.4001,0.236755297,0.332890421
1975.5001,0.234874874,0.341898978
1975.6001,0.232396469,0.352505773
1975.7001,0.230332077,0.358788461
1975.8001,0.230528802,0.35602656
1975.9001,0.233626902,0.344714642
1976.0001,0.236987636,0.328796864
1976.1001,0.238567427,0.312190235
1976.2001,0.239118442,0.30100435
1976.3001,0.239331797,0.304381162
1976.4001,0.237590745,0.320644438
1976.5001,0.232999593,0.338652968
1976.6001,0.228237763,0.350346625
1976.7001,0.225010216,0.354072571
1976.8001,0.222591415,0.351368427
1976.9001,0.223076507,0.341729313
1977.0001,0.228149921,0.328828812
1977.1001,0.235655487,0.317796052
1977.2001,0.245415241,0.31110239
1977.3001,0.254348069,0.311228722
1977.4001,0.255519837,0.316584259
1977.5001,0.249199331,0.319841504
1977.6001,0.239962235,0.322004676
1977.7001,0.2313696,0.328016967
1977.8001,0.226720646,0.334226579
1977.9001,0.22436136,0.339759946
1978.0001,0.221477896,0.345844835
1978.1001,0.218389079,0.346764177
1978.2001,0.215522856,0.340562433
1978.3001,0.215847671,0.334945232
1978.4001,0.219297543,0.337741375
1978.5001,0.220312983,0.348642141
1978.6001,0.217105225,0.359749794
1978.7001,0.212684423,0.362283975
1978.8001,0.208424255,0.352445722
1978.9001,0.206452966,0.331660599
1979.0001,0.209842607,0.304868609
1979.1001,0.215638205,0.281722277
1979.2001,0.220508128,0.270937502
1979.3001,0.227052465,0.271690458
1979.4001,0.231027022,0.281878591
1979.5001,0.229083955,0.301444829
1979.6001,0.227639452,0.318764359
1979.7001,0.22526437,0.328752071
1979.8001,0.218962297,0.340748012
1979.9001,0.21524471,0.35027495
1980.0001,0.212836415,0.349972665
1980.1001,0.20736149,0.347462028
1980.2001,0.205847502,0.341233462
1980.3001,0.209651187,0.327617258
1980.4001,0.213755906,0.31918785
1980.5001,0.220145613,0.317607135
1980.6001,0.22731784,0.313179851
1980.7001,0.229856461,0.309423506
1980.8001,0.228575274,0.306653529
1980.9001,0.226564005,0.300046235
1981.0001,0.224633932,0.296043992
1981.1001,0.223237395,0.295552939
1981.2001,0.22166957,0.288903326
1981.3001,0.21928139,0.276408017
1981.4001,0.220070213,0.266451895
1981.5001,0.22399208,0.264986903
1981.6001,0.224651352,0.268076807
1981.7001,0.223489165,0.270109952
1981.8001,0.22346203,0.272984237
1981.9001,0.221659809,0.275535911
1982.0001,0.221803844,0.27636236
1982.1001,0.229993805,0.279588521
1982.2001,0.24148351,0.290998131
1982.3001,0.248755723,0.306595802
1982.4001,0.249116644,0.309781671
1982.5001,0.243874252,0.304750115
1982.6001,0.235493392,0.307531387
1982.7001,0.227578908,0.306922227
1982.8001,0.223814756,0.3053312
1982.9001,0.224743068,0.312177271
1983.0001,0.227853879,0.312658072
1983.1001,0.230490357,0.305901527
1983.2001,0.230412081,0.30679518
1983.3001,0.227030382,0.314216137
1983.4001,0.221901119,0.323723972
1983.5001,0.216309592,0.331616223
1983.6001,0.210289016,0.331986278
1983.7001,0.203916371,0.321435154
1983.8001,0.19833459,0.305786312
1983.9001,0.195344001,0.302905709
1984.0001,0.196582764,0.316017717
1984.1001,0.201467112,0.324555963
1984.2001,0.206869587,0.330683738
1984.3001,0.209484398,0.334613174
1984.4001,0.207621858,0.323746771
1984.5001,0.201744884,0.314093322
1984.6001,0.194002748,0.319993138
1984.7001,0.187655345,0.326460064
1984.8001,0.186182469,0.32787621
1984.9001,0.190693483,0.32599777
1985.0001,0.198140547,0.321483016
1985.1001,0.204693437,0.314003974
1985.2001,0.208410293,0.304629743
1985.3001,0.20973967,0.29715097
1985.4001,0.209811926,0.292357564
1985.5001,0.208900914,0.286436826
1985.6001,0.2074994,0.275577724
1985.7001,0.207556933,0.26399219
1985.8001,0.210504055,0.256942093
1985.9001,0.216001496,0.251333207
1986.0001,0.223299697,0.249632388
1986.1001,0.231399894,0.257589042
1986.2001,0.238571838,0.273473203
1986.3001,0.243414164,0.289125711
1986.4001,0.245103315,0.299415439
1986.5001,0.243361741,0.309936971
1986.6001,0.239755601,0.322879106
1986.7001,0.237271488,0.334857047
1986.8001,0.237447828,0.344770193
1986.9001,0.23938106,0.350047439
1987.0001,0.241632745,0.346427262
1987.1001,0.243112519,0.33225441
1987.2001,0.242381737,0.312155247
1987.3001,0.238584802,0.293803692
1987.4001,0.232465118,0.282089382
1987.5001,0.226195276,0.275140882
1987.6001,0.22170648,0.269634992
1987.7001,0.218999714,0.268956333
1987.8001,0.217542455,0.276000887
1987.9001,0.218214333,0.288285404
1988.0001,0.221220985,0.301046491
1988.1001,0.223254979,0.311692715
1988.2001,0.22232993,0.317203015
1988.3001,0.220676661,0.311444551
1988.4001,0.219428256,0.299039811
1988.5001,0.217164263,0.293668717
1988.6001,0.213901267,0.297777742
1988.7001,0.210760146,0.304194152
1988.8001,0.207626134,0.30751735
1988.9001,0.205960676,0.306903243
1989.0001,0.206135824,0.301295221
1989.1001,0.204277858,0.29203254
1989.2001,0.201390892,0.290081888
1989.3001,0.202153236,0.302819461
1989.4001,0.204495654,0.324274063
1989.5001,0.20482868,0.346743047
1989.6001,0.20663619,0.362055391
1989.7001,0.211568072,0.362019122
1989.8001,0.214460105,0.349574953
1989.9001,0.21332714,0.333517134
1990.0001,0.210752577,0.317465097
1990.1001,0.2088449,0.305102706
1990.2001,0.207163677,0.301176816
1990.3001,0.203452706,0.305841655
1990.4001,0.197876573,0.315225214
1990.5001,0.194657221,0.326406628
1990.6001,0.195937723,0.338008791
1990.7001,0.19945848,0.343695641
1990.8001,0.203618839,0.338815808
1990.9001,0.208493128,0.331547558
1991.0001,0.212709785,0.329759538
1991.1001,0.215142578,0.330970556
1991.2001,0.217510626,0.333145648
1991.3001,0.220530972,0.334250808
1991.4001,0.222739801,0.332612276
1991.5001,0.224129617,0.333107978
1991.6001,0.225197926,0.340755671
1991.7001,0.22533387,0.352953583
1991.8001,0.222989351,0.362300307
1991.9001,0.217981011,0.36423716
1992.0001,0.212166816,0.359829843
1992.1001,0.206871286,0.349923849
1992.2001,0.201959923,0.336214453
1992.3001,0.197827131,0.324293852
1992.4001,0.195340484,0.313699186
1992.5001,0.194324017,0.303804785
1992.6001,0.194495827,0.307514519
1992.7001,0.196659833,0.317907184
1992.8001,0.201309353,0.316688478
1992.9001,0.2066167,0.313673049
1993.0001,0.20857805,0.311374575
1993.1001,0.205243334,0.30211553
1993.2001,0.198188067,0.303258687
1993.3001,0.190594599,0.316320837
1993.4001,0.185250342,0.319786102
1993.5001,0.183581665,0.323173225
1993.6001,0.18390967,0.331677973
1993.7001,0.184042871,0.330801785
1993.8001,0.183636397,0.325211197
1993.9001,0.182927713,0.320601195
1994.0001,0.181877062,0.310146928
1994.1001,0.180591285,0.298105091
1994.2001,0.17926532,0.291995198
1994.3001,0.178642631,0.289180607
1994.4001,0.180138499,0.284265846
1994.5001,0.184325814,0.274580389
1994.6001,0.190293029,0.26503706
1994.7001,0.195760533,0.25843519
1994.8001,0.194370404,0.255805254
1994.9001,0.175157234,0.258568466
1995.0001,0.133263916,0.26278156
1995.1001,0.078716561,0.263868839
1995.2001,0.029572139,0.266138464
1995.6001,0.021656213,0.269473314
1995.7001,0.067615025,0.270084769
1995.8001,0.122537069,0.266996205
1995.9001,0.173375174,0.258450121
1996.0001,0.209280103,0.246349216
1996.1001,0.230701581,0.241223216
1996.2001,0.242407307,0.247456476
1996.3001,0.247107312,0.260784328
1996.4001,0.24766545,0.281500548
1996.5001,0.247394264,0.301120758
1996.6001,0.247201189,0.311508268
1996.7001,0.244940266,0.318535954
1996.8001,0.237924025,0.325674713
1996.9001,0.22838454,0.329167038
1997.0001,0.224197194,0.333018273
1997.1001,0.229666516,0.342671663
1997.2001,0.24074392,0.356934458
1997.3001,0.249661088,0.368470937
1997.4001,0.25151214,0.373395175
1997.5001,0.248502016,0.372307211
1997.6001,0.246371135,0.362493664
1997.7001,0.246693671,0.346346319
1997.8001,0.246293396,0.330193311
1997.9001,0.242598698,0.313699991
1998.0001,0.235427186,0.29824391
1998.1001,0.227204219,0.289607257
1998.2001,0.22043477,0.286801606
1998.3001,0.2161313,0.288491607
1998.4001,0.215273842,0.297279388
1998.5001,0.216445819,0.309677213
1998.6001,0.217612833,0.321258843
1998.7001,0.217741862,0.332626253
1998.8001,0.214777961,0.342936367
1998.9001,0.213154629,0.346002877
1999.0001,0.215871275,0.336838394
1999.1001,0.217494369,0.323326021
1999.2001,0.217334166,0.313024581
1999.3001,0.218034297,0.304004043
1999.4001,0.22172831,0.299452096
1999.5001,0.235068649,0.303386092
1999.6001,0.256444603,0.310836107
1999.7001,0.245332152,0.315194309
1999.8001,0.178033352,0.313291848
1999.9001,0.090577476,0.304650307
2000.0001,0.037436109,0.290624082
2000.1001,0.042759616,0.277569115
2000.2001,0.100559145,0.275564969
2000.3001,0.171039507,0.285773516
2000.4001,0.211987078,0.300891757
2000.5001,0.223472536,0.314243287
2000.6001,0.229660809,0.322407693
2000.7001,0.23813352,0.326368094
2000.8001,0.246073052,0.331203312
2000.9001,0.250584513,0.336001396
2001.0001,0.249491096,0.335681647
2001.1001,0.242865637,0.333617151
2001.2001,0.234925941,0.331897438
2001.3001,0.231588334,0.325848132
2001.4001,0.235322267,0.316073537
2001.5001,0.243760556,0.303263634
2001.6001,0.252070695,0.283321917
2001.7001,0.257255822,0.25787589
2001.8001,0.259062201,0.235004738
2001.9001,0.258511573,0.221897185
2002.0001,0.257632852,0.223074585
2002.1001,0.258403212,0.235855386
2002.2001,0.261980414,0.251465768
2002.3001,0.267600358,0.263772398
2002.4001,0.274959654,0.270991564
2002.5001,0.270200759,0.270899206
2002.6001,0.220728517,0.26627627
2002.7001,0.127270505,0.262942672
2002.8001,0.037491776,0.26237911
2003.1001,0.003398326,0.261615515
2003.2001,0.047614757,0.257810623
2003.3001,0.109179422,0.255122364
2003.4001,0.175341845,0.257849515
2003.5001,0.226490855,0.264136434
2003.6001,0.255329192,0.268962354
2003.7001,0.271412939,0.271906138
2003.8001,0.282491922,0.280141532
2003.9001,0.282242268,0.292670935
2004.0001,0.259578675,0.305238873
2004.1001,0.21679081,0.316067368
2004.2001,0.17271708,0.319868416
2004.3001,0.146011695,0.315487802
2004.4001,0.141164824,0.308244497
2004.5001,0.156885266,0.30243063
2004.6001,0.191837028,0.297866106
2004.7001,0.232732102,0.289478779
2004.8001,0.260798961,0.277033925
2004.9001,0.269849956,0.267047972
2005.0001,0.268599242,0.27113077
2005.1001,0.26775983,0.288031131
2005.2001,0.270592183,0.30705893
2005.3001,0.272536069,0.325288564
2005.4001,0.270033509,0.33291778
2005.5001,0.264534503,0.323148608
2005.6001,0.259201348,0.310103118
2005.7001,0.257075101,0.301107973
2005.8001,0.260671407,0.293003202
2005.9001,0.270497173,0.293468058
2006.0001,0.284178317,0.29986319
2006.1001,0.299231947,0.299394965
2006.2001,0.313914299,0.290617585
2006.3001,0.325164765,0.277068108
2006.4001,0.329119057,0.265337467
2006.5001,0.324257851,0.262498647
2006.6001,0.311199039,0.272561818
2006.7001,0.289820403,0.291669726
2006.8001,0.261179626,0.309588164
2006.9001,0.228963211,0.317225784
2007.0001,0.200361595,0.316474557
2007.1001,0.183464885,0.311819315
2007.2001,0.181290165,0.30833298
2007.3001,0.190929338,0.308124423
2007.4001,0.20701991,0.31330663
2007.5001,0.224055961,0.319585413
2007.6001,0.237656415,0.318382442
2007.7001,0.246334329,0.310396999
2007.8001,0.251606733,0.298683465
2007.9001,0.255917668,0.280484408
