DEPTH,NPHI_F17-04,NPHI_F15-A-01
2092.5001,0.224917501,0.268210232
2092.6001,0.224551112,0.273983628
2092.7001,0.220207065,0.283828437
2092.8001,0.212321699,0.288351476
2092.9001,0.202476546,0.290033966
2093.0001,0.192364335,0.293359011
2093.1001,0.184614226,0.293375969
2093.2001,0.183179244,0.29179278
2093.3001,0.187970579,0.290650427
2093.4001,0.193486452,0.28394714
2093.5001,0.193518952,0.273419619
2093.6001,0.185892955,0.264295369
2093.7001,0.17371957,0.254790515
2093.8001,0.165368021,0.249082089
2093.9001,0.165555358,0.251518607
2094.0001,0.170434326,0.256578803
2094.1001,0.175462917,0.260928959
2094.2001,0.176427141,0.266379625
2094.3001,0.172491849,0.276900381
2094.4001,0.167618632,0.287441373
2094.5001,0.16472666,0.288574696
2094.6001,0.164915398,0.287714601
2094.7001,0.167647779,0.2842215
2094.8001,0.171698839,0.270642817
2094.9001,0.176698998,0.259808481
2095.0001,0.181519553,0.257447004
2095.1001,0.183888912,0.252988368
2095.2001,0.181857139,0.249616101
2095.3001,0.174621761,0.250879169
2095.4001,0.166206256,0.255604774
2095.5001,0.160530001,0.26635769
2095.6001,0.158025473,0.283115655
2095.7001,0.156739846,0.302949488
2095.8001,0.156342194,0.316880256
2095.9001,0.157982066,0.319046587
2096.0001,0.159770638,0.312115848
2096.1001,0.160231635,0.303872734
2096.2001,0.159161225,0.298937768
2096.3001,0.155934706,0.293436497
2096.4001,0.151192248,0.297097951
2096.5001,0.147636652,0.315035045
2096.6001,0.147479445,0.334549427
2096.7001,0.151641473,0.34542346
2096.8001,0.158459529,0.344157904
2096.9001,0.164629489,0.328820139
2097.0001,0.167089656,0.305106223
2097.1001,0.165284455,0.284158826
2097.2001,0.160232186,0.275703251
2097.3001,0.15410839,0.279480547
2097.4001,0.149404094,0.290003389
2097.5001,0.147782847,0.30572778
2097.6001,0.148325339,0.318407983
2097.7001,0.149895281,0.320766032
2097.8001,0.152134284,0.316292465
2097.9001,0.154924631,0.308916152
2098.0001,0.157847241,0.30291
2098.1001,0.160088286,0.304782301
2098.2001,0.16139409,0.308656335
2098.3001,0.162813738,0.303064883
2098.4001,0.165794045,0.288382143
2098.5001,0.1702905,0.271345139
2098.6001,0.175028786,0.260220319
2098.7001,0.178297207,0.262457162
2098.8001,0.17873472,0.272848725
2098.9001,0.176245496,0.279746354
2099.0001,0.172840223,0.280774951
2099.1001,0.171233803,0.276557684
2099.2001,0.172599867,0.267816246
2099.3001,0.175695702,0.260761172
2099.4001,0.178983137,0.260804802
2099.5001,0.182157472,0.267723173
2099.6001,0.185385317,0.277463764
2099.7001,0.187913418,0.286878735
2099.8001,0.189034641,0.293922901
2099.9001,0.189069912,0.295916081
2100.0001,0.188660234,0.292028725
2100.1001,0.187689915,0.284988165
2100.2001,0.186407849,0.278264165
2100.3001,0.186375096,0.277258962
2100.4001,0.188229427,0.28533867
2100.5001,0.190331698,0.295506477
2100.6001,0.190532416,0.299334586
2100.7001,0.188026547,0.296269268
2100.8001,0.183530495,0.288903147
2100.9001,0.178187028,0.280246973
2101.0001,0.173187986,0.274426431
2101.1001,0.169905841,0.274482787
2101.2001,0.169313759,0.279053271
2101.3001,0.171426639,0.284165651
2101.4001,0.175532669,0.290347427
2101.5001,0.18089889,0.298736811
2101.6001,0.186707571,0.305058032
2101.7001,0.190922365,0.308458835
2101.8001,0.190898106,0.310398191
2101.9001,0.186271921,0.307413995
2102.0001,0.181001812,0.300469875
2102.1001,0.179703862,0.29455772
2102.2001,0.182863474,0.288186133
2102.3001,0.188258782,0.280008555
2102.4001,0.19399479,0.273283184
2102.5001,0.198726818,0.270112485
2102.6001,0.202212557,0.269367218
2102.7001,0.204108328,0.270167589
2102.8001,0.203621477,0.275657475
2102.9001,0.200730681,0.282939136
2103.0001,0.196353138,0.282174349
2103.1001,0.192261279,0.279552877
2103.4001,0.19592303,0.284897894
2103.5001,0.198820308,0.291754395
2103.6001,0.200393289,0.297266483
2103.7001,0.199350163,0.301151335
2103.8001,0.195117727,0.29568547
2103.9001,0.188966483,0.280456781
2104.0001,0.182643965,0.263472974
2104.1001,0.177809477,0.252081245
2104.2001,0.176522836,0.250677079
2104.3001,0.179711387,0.25856334
2104.4001,0.186441779,0.274993122
2104.5001,0.194567606,0.293682784
2104.6001,0.201711565,0.306686193
2104.7001,0.204848632,0.309930891
2104.8001,0.204311639,0.304893524
2104.9001,0.204918161,0.296245039
2105.0001,0.207891062,0.284629792
2105.1001,0.210839152,0.271103233
2105.2001,0.212685466,0.258873344
2105.3001,0.212870464,0.251914561
2105.4001,0.210659668,0.250724942
2105.5001,0.206679955,0.253301412
2105.6001,0.202867433,0.263631731
2105.7001,0.200290725,0.278496653
2105.8001,0.19803676,0.283347279
2105.9001,0.194642186,0.282530099
2106.0001,0.189516395,0.284924507
2106.1001,0.183453187,0.282966882
2106.2001,0.178946495,0.276754439
2106.3001,0.177094534,0.273453713
2106.4001,0.17666626,0.278032243
2106.5001,0.1761356,0.286202848
2106.6001,0.175365314,0.292351186
2106.7001,0.175098792,0.30533585
2106.8001,0.176065087,0.315100521
2106.9001,0.17825143,0.309793383
2107.0001,0.180891067,0.305759162
2107.1001,0.183641747,0.303384185
2107.2001,0.186387762,0.294170529
2107.3001,0.188119814,0.29055053
2107.4001,0.187463984,0.292744607
2107.5001,0.184255645,0.292003572
2107.6001,0.180018723,0.295626104
2107.7001,0.175811619,0.307985514
2107.8001,0.172400221,0.32396102
2107.9001,0.170831695,0.33573553
2108.0001,0.173017412,0.342028439
2108.1001,0.178959146,0.344645441
2108.2001,0.185973942,0.335915774
2108.3001,0.191786572,0.319778085
2108.4001,0.19587177,0.306935906
2108.5001,0.197116286,0.294623852
2108.6001,0.195117027,0.284365475
2108.7001,0.192529768,0.284493864
2108.8001,0.191307649,0.289657831
2108.9001,0.191075683,0.293085486
2109.0001,0.189363152,0.294458836
2109.1001,0.183481693,0.290394574
2109.2001,0.174952611,0.279635787
2109.3001,0.166944027,0.26726526
2109.4001,0.160503313,0.259886116
2109.5001,0.155919746,0.259231687
2109.6001,0.15370962,0.261697114
2109.7001,0.154444769,0.264205962
2109.8001,0.158150852,0.263495386
2109.9001,0.164303526,0.256866008
2110.0001,0.171909168,0.247682199
2110.1001,0.180278882,0.241593421
2110.2001,0.188399643,0.241246879
2110.3001,0.194868609,0.245853186
2110.4001,0.199223951,0.250355005
2110.5001,0.201944843,0.248418853
2110.6001,0.203152388,0.240870491
2110.7001,0.201977551,0.232095689
2110.8001,0.19795011,0.224064156
2110.9001,0.191716716,0.21828261
2111.0001,0.184578434,0.215371355
2111.1001,0.178078488,0.214215875
2111.2001,0.173593447,0.214746758
2111.3001,0.171350703,0.220962495
2111.4001,0.17021738,0.237671375
2111.5001,0.169040531,0.263713419
2111.6001,0.167718962,0.292455435
2111.7001,0.16703704,0.314245522
2111.8001,0.166892439,0.319389761
2111.9001,0.165275857,0.304307222
2112.0001,0.161011815,0.278784514
2112.1001,0.154396862,0.255861461
2112.2001,0.14501816,0.243774131
2112.3001,0.13371791,0.246032938
2112.4001,0.124679096,0.255711675
2112.5001,0.122993991,0.261753887
2112.6001,0.131533295,0.265394241
2112.7001,0.149591744,0.268411905
2112.8001,0.173313782,0.265159726
2112.9001,0.1958175,0.259096474
2113.0001,0.210280687,0.25515753
2113.1001,0.216648966,0.249000028
2113.2001,0.217943177,0.242419496
2113.3001,0.215412632,0.240933731
2113.4001,0.209741041,0.242456764
2113.5001,0.203603417,0.242721468
2113.6001,0.198496312,0.242526189
2113.7001,0.193451136,0.248773292
2113.8001,0.190059155,0.260192305
2113.9001,0.191905409,0.268425703
2114.0001,0.199742436,0.272177637
2114.1001,0.21046181,0.27167517
2114.2001,0.22181493,0.267129421
2114.3001,0.234303519,0.259051621
2114.4001,0.246283069,0.249091834
2114.5001,0.252987951,0.238967747
2114.6001,0.252685994,0.231444046
2114.7001,0.247598305,0.227799729
2114.8001,0.241671786,0.227072269
2114.9001,0.238527402,0.232736781
2115.0001,0.239649594,0.242396906
2115.1001,0.244577184,0.24741903
2115.2001,0.254083455,0.249687478
2115.3001,0.264420986,0.254382759
2115.4001,0.268407106,0.259753764
2115.5001,0.268230557,0.259660751
2115.6001,0.269095421,0.25174281
2115.7001,0.27106607,0.243065089
2115.8001,0.276870579,0.235683247
2115.9001,0.285925776,0.228378817
2116.0001,0.290964931,0.22368905
2116.1001,0.296405673,0.221682936
2116.2001,0.303798795,0.219857931
2116.3001,0.301897794,0.216924638
2116.4001,0.291908056,0.215797693
2116.5001,0.283426434,0.220105946
2116.6001,0.276810825,0.227497533
2116.7001,0.270779103,0.238294095
2116.8001,0.265357286,0.252039433
2116.9001,0.259893388,0.258075059
2117.0001,0.257072449,0.251720578
2117.1001,0.259992182,0.238471732
2117.2001,0.269189358,0.22121568
2117.3001,0.283754259,0.207245693
2117.4001,0.300500751,0.203821167
2117.5001,0.313447207,0.210041329
2117.6001,0.317700297,0.220561728
2117.7001,0.309388071,0.2303662
2117.8001,0.286743075,0.237467483
2117.9001,0.257582516,0.244275168
2118.0001,0.239019603,0.254959732
2118.1001,0.239298001,0.265048504
2118.2001,0.251500279,0.267240137
2118.3001,0.266317546,0.258749306
2118.4001,0.279653013,0.242456034
2118.5001,0.290967077,0.225366563
2118.6001,0.298115611,0.213671982
2118.7001,0.300961494,0.214285865
2118.8001,0.302270085,0.224572942
2118.9001,0.30365783,0.234993473
2119.0001,0.305467576,0.242909595
2119.1001,0.306117058,0.249229133
2119.2001,0.300972492,0.25217247
2119.3001,0.288196385,0.25290367
2119.4001,0.273882955,0.251093924
2119.5001,0.26527378,0.243100196
2119.6001,0.263676733,0.232911214
2119.7001,0.269942135,0.227008253
2119.8001,0.285909027,0.225376636
2119.9001,0.310435355,0.224945545
2120.0001,0.334089041,0.22443606
2120.1001,0.345541745,0.224910125
2120.2001,0.34150824,0.225732058
2120.3001,0.328288734,0.225845337
2120.4001,0.311706781,0.225839049
2120.5001,0.295531511,0.225252554
2120.6001,0.283427268,0.222238183
2120.7001,0.277940393,0.216873273
2120.8001,0.279461384,0.213794395
2120.9001,0.285295457,0.216935933
2121.0001,0.290688813,0.223895118
2121.1001,0.292789727,0.229793653
2121.2001,0.292568684,0.2331599
2121.3001,0.292302817,0.236833945
2121.4001,0.292871296,0.243926317
2121.5001,0.293965727,0.254380137
2121.6001,0.296634972,0.264540047
2121.7001,0.305113524,0.268874198
2121.8001,0.324039131,0.263658643
2121.9001,0.348962158,0.250772595
2122.0001,0.364090711,0.240015462
2122.1001,0.357570767,0.240433097
2122.2001,0.337253064,0.248437703
2122.3001,0.319005728,0.257089078
2122.4001,0.306137562,0.264884263
2122.5001,0.295918644,0.269811511
2122.6001,0.287306815,0.272298157
2122.7001,0.280000895,0.27454254
2122.8001,0.27376768,0.272615701
2122.9001,0.268311352,0.261571616
2123.0001,0.263435632,0.24363786
2123.1001,0.258770019,0.223035708
2123.2001,0.254150868,0.206471235
2123.3001,0.249664456,0.203339294
2123.4001,0.245490521,0.213536337
2123.5001,0.241996482,0.229500011
2123.6001,0.240533367,0.244570613
2123.7001,0.243975624,0.252653748
2123.8001,0.250324935,0.250543028
2123.9001,0.251460642,0.239934951
2124.0001,0.244256675,0.226069316
2124.1001,0.233924031,0.214806482
2124.2001,0.225861177,0.21107313
2124.3001,0.221584797,0.214899764
2124.4001,0.221678674,0.221864104
2124.5001,0.227492511,0.228863016
2124.6001,0.239317477,0.232589752
2124.7001,0.25576362,0.232465878
2124.8001,0.274638355,0.237477735
2124.9001,0.293703795,0.250458837
2125.0001,0.310394973,0.259729505
2125.1001,0.3209095,0.264741093
2125.2001,0.323337793,0.265192479
2125.3001,0.320054889,0.249387413
2125.4001,0.314706057,0.225846514
2125.5001,0.31008786,0.214033455
2125.6001,0.307920456,0.216825709
2125.7001,0.306741506,0.234822482
2125.8001,0.302800864,0.26013884
2125.9001,0.295458049,0.279452324
2126.0001,0.287314445,0.282926738
2126.1001,0.282119542,0.274810106
2126.2001,0.282414079,0.260534853
2126.3001,0.286372066,0.245197058
2126.4001,0.288711995,0.229947493
2126.5001,0.286590397,0.219231129
2126.6001,0.281587064,0.212828264
2126.7001,0.276210129,0.205839947
2126.8001,0.267150223,0.204576373
2126.9001,0.251407296,0.209736809
2127.0001,0.234992251,0.214583933
2127.1001,0.228306964,0.217184469
2127.2001,0.241834223,0.218885824
2127.3001,0.265587658,0.222660273
2127.4001,0.282971919,0.227330938
2127.5001,0.29015255,0.230820105
2127.6001,0.289250761,0.232797205
2127.7001,0.282089561,0.234651864
2127.8001,0.272021234,0.235916436
2127.9001,0.263138652,0.233039409
2128.0001,0.257831872,0.22890982
2128.1001,0.255854905,0.225562051
2128.2001,0.256007522,0.219501466
2128.3001,0.256622165,0.214355841
2128.4001,0.255715728,0.215002909
2128.5001,0.252568454,0.220215559
2128.6001,0.248891041,0.227587685
2128.7001,0.247586891,0.23379381
2128.8001,0.248858169,0.237007827
2128.9001,0.249775261,0.239597485
2129.0001,0.247702241,0.242776901
2129.1001,0.242416889,0.24294807
2129.2001,0.236138851,0.242656753
2129.3001,0.230849862,0.243804067
2129.4001,0.226801127,0.240395621
2129.5001,0.225927591,0.235363245
2129.6001,0.2340336,0.235408545
2129.7001,0.257666946,0.238967523
2129.8001,0.296198279,0.246964857
2129.9001,0.339467138,0.259018511
2130.0001,0.376411229,0.265809447
2130.1001,0.405902594,0.26164636
2130.2001,0.43088907,0.249904722
2130.3001,0.451229036,0.238013342
2130.4001,0.462641835,0.232180774
2130.5001,0.45903793,0.234456047
2130.6001,0.438435972,0.242950812
2130.7001,0.408079177,0.251284033
2130.8001,0.383543551,0.254320979
2130.9001,0.374781132,0.253092498
2131.0001,0.381874561,0.250610918
2131.1001,0.401824027,0.248234257
2131.2001,0.430625528,0.246540129
2131.3001,0.457874268,0.243616581
2131.4001,0.472895056,0.237209559
2131.5001,0.472633302,0.22960268
2131.6001,0.457372278,0.227268815
2131.7001,0.43087253,0.234757721
2131.8001,0.402087778,0.248604685
2131.9001,0.381143928,0.262045384
2132.0001,0.372173965,0.269223183
2132.1001,0.374368787,0.265513659
2132.2001,0.386911452,0.255239874
2132.3001,0.409339547,0.249221951
2132.4001,0.438622713,0.249406681
2132.5001,0.467516124,0.251739919
2132.6001,0.485869676,0.254062086
2132.7001,0.48354435,0.253232092
2132.8001,0.462797761,0.247137755
2132.9001,0.439135671,0.237253442
2133.0001,0.426553577,0.225479707
2133.1001,0.42635119,0.21317187
2133.2001,0.433971375,0.203718603
2133.3001,0.443652302,0.201079592
2133.4001,0.450295359,0.204679191
2133.5001,0.45266664,0.208800256
2133.6001,0.452577084,0.21001184
2133.7001,0.450363219,0.209327176
2133.8001,0.446171194,0.207342953
2133.9001,0.440901279,0.205984131
2134.0001,0.432236671,0.209294975
2134.1001,0.418041229,0.219543263
2134.2001,0.403924137,0.233575672
2134.3001,0.39793399,0.24554427
2134.4001,0.401824087,0.25243485
2134.5001,0.412316501,0.252497882
2134.6001,0.427705586,0.244518161
2134.7001,0.444451243,0.235262588
2134.8001,0.451305151,0.230485499
2134.9001,0.443189144,0.227364674
2135.0001,0.425902277,0.227594495
2135.1001,0.404853046,0.231482551
2135.2001,0.387232602,0.231547743
2135.3001,0.380666554,0.22929062
2135.4001,0.381779879,0.22968851
2135.5001,0.38488391,0.227039009
2135.6001,0.38885203,0.220718056
2135.7001,0.391180664,0.21688889
2135.8001,0.388949245,0.217952445
2135.9001,0.385352612,0.220331684
2136.0001,0.38421312,0.218111485
2136.1001,0.381044149,0.214737281
2136.2001,0.372493565,0.212629601
2136.3001,0.36344105,0.211882442
2136.4001,0.360211223,0.217324123
2136.5001,0.362698495,0.22935757
2136.6001,0.365579099,0.240116492
2136.7001,0.36197561,0.239552781
2136.8001,0.347581387,0.228868485
2136.9001,0.328958631,0.222091511
2137.0001,0.313685268,0.22003518
2137.1001,0.296305388,0.222068653
2137.2001,0.275077224,0.230511114
2137.3001,0.256236821,0.236007124
2137.4001,0.245710522,0.230608776
2137.5001,0.250029683,0.220119119
2137.6001,0.272759259,0.207433194
2137.7001,0.308977753,0.197129741
2137.8001,0.347447515,0.19570224
2137.9001,0.386002421,0.198386744
2138.0001,0.422069937,0.197700247
2138.1001,0.448411644,0.199612439
2138.2001,0.461509913,0.204486638
2138.3001,0.460021496,0.208414465
2138.4001,0.447295725,0.210547268
2138.5001,0.428718597,0.21186015
2138.6001,0.408151567,0.212658227
2138.7001,0.386971176,0.210064694
2138.8001,0.368945032,0.210860103
2138.9001,0.356700242,0.220524699
2139.0001,0.345419258,0.226609632
2139.1001,0.330209196,0.225064546
2139.2001,0.31261757,0.220879212
2139.3001,0.29642418,0.210891143
2139.4001,0.285608828,0.199107766
2139.5001,0.280954659,0.193406984
2139.6001,0.280245721,0.192371056
2139.7001,0.280022204,0.192006156
2139.8001,0.278215826,0.190295309
2139.9001,0.274983257,0.186659873
2140.0001,0.271861136,0.183220625
2140.1001,0.269844025,0.183302388
2140.2001,0.269222617,0.18785055
2140.3001,0.271422803,0.195328027
2140.4001,0.276745677,0.203438312
2140.5001,0.281433314,0.209720373
2140.6001,0.282308132,0.212385148
2140.7001,0.278707594,0.21131058
2140.8001,0.271747977,0.208531737
2140.9001,0.26489684,0.20806174
2141.0001,0.262192726,0.212362021
2141.1001,0.264743447,0.21837984
2141.2001,0.271434307,0.222869113
2141.3001,0.280443996,0.224402905
2141.4001,0.288922548,0.219385341
2141.5001,0.294557363,0.209674433
2141.6001,0.296784759,0.203683808
2141.7001,0.296588212,0.204851732
2141.8001,0.294837773,0.212079421
2141.9001,0.291677147,0.224033102
2142.0001,0.287390292,0.236650273
2142.1001,0.282584786,0.24259159
2142.2001,0.277822763,0.236548692
2142.3001,0.2732476,0.223352432
2142.4001,0.269317925,0.210750595
2142.5001,0.266992331,0.202935711
2142.6001,0.266750246,0.203338295
2142.7001,0.267747015,0.21216771
2142.8001,0.268262506,0.22283493
2142.9001,0.268108159,0.228070781
2143.0001,0.268390745,0.225107074
2143.1001,0.268701702,0.216118157
2143.2001,0.268411309,0.205601156
2143.3001,0.268842578,0.197047249
2143.4001,0.271132708,0.191131398
2143.5001,0.27429983,0.18736054
2143.6001,0.276748568,0.185423568
2143.7001,0.279211521,0.1849657
2143.8001,0.284718484,0.18641524
2143.9001,0.294281423,0.189655498
2144.0001,0.304541737,0.191775322
2144.1001,0.310183376,0.19091925
2144.2001,0.30741477,0.189093977
2144.3001,0.298648775,0.189239055
2144.4001,0.290037602,0.193982378
2144.5001,0.284390628,0.203209475
2144.6001,0.281770617,0.211004287
2144.7001,0.282099664,0.21237798
2144.8001,0.28426981,0.207835466
2144.9001,0.286055207,0.195996538
2145.0001,0.286178887,0.179290906
2145.1001,0.285141051,0.168071792
2145.2001,0.283604562,0.167320833
2145.3001,0.281202406,0.173267111
2145.4001,0.277208,0.182764962
2145.5001,0.272480726,0.188338772
2145.6001,0.269804686,0.184737563
2145.7001,0.270183623,0.175892457
2145.8001,0.272728473,0.167189807
2145.9001,0.277999729,0.161311463
2146.0001,0.285731256,0.163225219
2146.1001,0.292899817,0.170354411
2146.2001,0.296958953,0.175057218
2146.3001,0.297512472,0.178374752
2146.4001,0.295216292,0.182138935
2146.5001,0.290928304,0.184695795
2146.6001,0.285482466,0.186244816
2146.7001,0.278041452,0.186475113
2146.8001,0.26908496,0.183147371
2146.9001,0.261656433,0.176696852
2147.0001,0.255193472,0.169655174
2147.1001,0.247441754,0.164146006
2147.2001,0.24029614,0.160959706
2147.3001,0.23732397,0.161143214
2147.4001,0.241024286,0.168147862
2147.5001,0.249452561,0.178586185
2147.6001,0.25792855,0.18734996
2147.7001,0.264795154,0.198961511
2147.8001,0.268618196,0.208297685
2147.9001,0.269541085,0.208343968
2148.0001,0.271030515,0.206268325
2148.1001,0.277267784,0.203485146
2148.2001,0.288745523,0.197025895
2148.3001,0.301456273,0.189525023
2148.4001,0.310860604,0.185030922
2148.5001,0.315072805,0.18471022
2148.6001,0.312637448,0.186089456
2148.7001,0.302336305,0.188763291
2148.8001,0.285479873,0.193301827
2148.9001,0.269414067,0.193287134
2149.0001,0.260876536,0.187910587
2149.1001,0.259570301,0.184543446
2149.2001,0.261436135,0.186641514
2149.3001,0.264578879,0.192314252
2149.4001,0.268493086,0.19730106
2149.5001,0.273565948,0.204368696
2149.6001,0.280328244,0.21451436
2149.7001,0.287670672,0.223338723
2149.8001,0.294841826,0.226649836
2149.9001,0.30116269,0.227377132
2150.0001,0.307051092,0.230765417
2150.1001,0.313593447,0.23119235
2150.2001,0.319810778,0.228353411
2150.3001,0.324804008,0.230450541
2150.4001,0.33029151,0.233067527
2150.5001,0.336971313,0.232240364
2150.6001,0.342944026,0.234084576
2150.7001,0.347838104,0.238958448
2150.8001,0.353079766,0.241476953
2150.9001,0.352861226,0.238327682
2151.0001,0.340021849,0.232558131
2151.1001,0.318735302,0.227240264
2151.2001,0.297120601,0.221562713
2151.3001,0.282263845,0.218511164
2151.4001,0.276085168,0.21852389
2151.5001,0.274323762,0.216431409
2151.6001,0.27301532,0.213853329
2151.7001,0.272043973,0.214243397
2151.8001,0.273058981,0.214589611
2151.9001,0.277884185,0.212848008
2152.0001,0.287174702,0.211605966
2152.1001,0.300460696,0.213995382
2152.2001,0.317183286,0.217786819
2152.3001,0.338226974,0.219048992
2152.4001,0.36288932,0.217414588
2152.5001,0.38481307,0.213124216
2152.6001,0.396319509,0.208079189
2152.7001,0.395310015,0.207119763
2152.8001,0.385654658,0.211317137
2152.9001,0.372890741,0.216270179
2153.0001,0.364977896,0.217306912
2153.1001,0.367961019,0.214434549
2153.2001,0.382224739,0.21112226
2153.3001,0.40160659,0.210143879
2153.4001,0.416686922,0.211752519
2153.5001,0.422516197,0.214564741
2153.6001,0.421138376,0.217265204
2153.7001,0.413623512,0.221169367
2153.8001,0.398961663,0.228701815
2153.9001,0.377352595,0.238790602
2154.0001,0.351781577,0.246360764
2154.1001,0.328255504,0.245695785
2154.2001,0.314331919,0.235532805
2154.3001,0.311133176,0.220452398
2154.4001,0.308937192,0.207482845
2154.5001,0.296361566,0.20007056
2154.6001,0.275055319,0.199253157
2154.7001,0.264321715,0.206074596
2154.8001,0.279139161,0.216295064
2154.9001,0.307351768,0.223046064
2155.0001,0.328230143,0.223393723
2155.1001,0.338903338,0.217176974
2155.2001,0.344540358,0.207029656
2155.3001,0.34793061,0.198136553
2155.4001,0.350205749,0.196328118
2155.5001,0.351273924,0.202705354
2155.6001,0.351430863,0.211415127
2155.7001,0.352309138,0.216351315
2155.8001,0.354582727,0.216800273
2155.9001,0.354964614,0.212750271
2156.0001,0.351023942,0.207275912
2156.1001,0.346600413,0.205316782
2156.2001,0.343818784,0.209700361
2156.3001,0.340309531,0.215382248
2156.4001,0.337129176,0.215445831
2156.5001,0.342358768,0.216401175
2156.6001,0.359613746,0.222284377
2156.7001,0.379337281,0.222911567
2156.8001,0.396252096,0.219249725
2156.9001,0.412114143,0.217151374
2157.0001,0.424031079,0.214567348
2157.1001,0.430684358,0.213462398
2157.2001,0.434470207,0.218284607
2157.3001,0.43717429,0.231317744
2157.4001,0.4367854,0.245496273
2157.5001,0.435939848,0.251593739
2157.6001,0.443244696,0.250780374
2157.7001,0.454357892,0.247418478
2157.8001,0.460628748,0.244519591
2157.9001,0.460174441,0.239029989
2158.0001,0.448049128,0.236333743
2158.1001,0.427106947,0.242620707
2158.2001,0.408914179,0.244099155
2158.3001,0.39926067,0.240539327
2158.4001,0.396738499,0.244602621
2158.5001,0.402864873,0.241986558
2158.6001,0.412600249,0.230867609
2158.7001,0.415448159,0.227585003
2158.8001,0.412792653,0.227745295
2158.9001,0.417245537,0.229232028
2159.0001,0.433135092,0.237084478
2159.1001,0.45394519,0.241794214
2159.2001,0.473541409,0.240135729
2159.3001,0.48465389,0.241783351
2159.4001,0.479428232,0.239628688
2159.5001,0.459734708,0.23233825
2159.6001,0.433316439,0.232286096
2159.7001,0.413491815,0.230262116
2159.8001,0.410266221,0.219972298
2159.9001,0.418566674,0.213005811
2160.0001,0.419242352,0.207864538
2160.1001,0.416230023,0.202381939
2160.2001,0.42647475,0.20443666
2160.3001,0.444168299,0.212870166
2160.4001,0.463943213,0.220564231
2160.5001,0.473302633,0.224900708
2160.6001,0.458996326,0.224095315
2160.7001,0.430491507,0.219390884
2160.8001,0.402290195,0.214832246
2160.9001,0.377999276,0.214761213
2161.0001,0.358606398,0.220659301
2161.1001,0.345562011,0.230652958
2161.2001,0.338964582,0.239797428
2161.3001,0.336802155,0.2440411
2161.4001,0.336626172,0.242033139
2161.5001,0.337695926,0.234050021
2161.6001,0.340559125,0.223651633
2161.7001,0.34604153,0.217483595
2161.8001,0.35379225,0.215512827
2161.9001,0.362126648,0.212955236
2162.0001,0.370071054,0.209329516
2162.1001,0.376648426,0.206061065
2162.2001,0.380143523,0.206066921
2162.3001,0.380565584,0.212470278
2162.4001,0.378127456,0.222385287
2162.5001,0.372915208,0.229920894
2162.6001,0.368156761,0.233840376
2162.7001,0.369318843,0.233782291
2162.8001,0.377828479,0.229837835
2162.9001,0.388902903,0.225637808
2163.0001,0.39587903,0.220408931
2163.1001,0.397381514,0.21180746
2163.2001,0.395397008,0.205821902
2163.3001,0.391519874,0.203961372
2163.4001,0.387330204,0.200940102
2163.5001,0.385540783,0.198168084
2163.6001,0.386437118,0.196954832
2163.7001,0.386205226,0.195033684
2163.8001,0.38188231,0.195985138
2163.9001,0.373810083,0.202626348
2164.0001,0.365063757,0.210084155
2164.1001,0.361183882,0.212752402
2164.2001,0.36281836,0.209140539
2164.3001,0.365718097,0.201132104
2164.4001,0.368810892,0.192622051
2164.5001,0.371616185,0.186901823
2164.6001,0.373238385,0.185363099
2164.7001,0.374414831,0.1875512
2164.8001,0.375668734,0.191731244
2164.9001,0.377521157,0.196182191
2165.0001,0.379791737,0.201059476
2165.1001,0.380279511,0.206804007
2165.2001,0.376653642,0.211217374
2165.3001,0.369393259,0.212752909
2165.4001,0.361345053,0.21175006
2165.5001,0.354899436,0.209384471
2165.6001,0.35079211,0.208029404
2165.7001,0.348741055,0.209420398
2165.8001,0.34795478,0.212457821
2165.9001,0.347854078,0.216190055
2166.0001,0.348226607,0.220912084
2166.1001,0.348930299,0.225313395
2166.2001,0.349530399,0.228698477
2166.3001,0.349869669,0.231717929
2166.4001,0.351361513,0.232642338
2166.5001,0.354988366,0.229853228
2166.6001,0.359528482,0.224423751
2166.7001,0.365770727,0.217778593
2166.8001,0.374605149,0.213671386
2166.9001,0.381901711,0.216195792
2167.0001,0.384655267,0.22051768
2167.1001,0.384647995,0.219256148
2167.2001,0.383157492,0.216049865
2167.3001,0.380297869,0.211833879
2167.4001,0.376683593,0.206353933
2167.5001,0.373816848,0.205764279
2167.6001,0.374979824,0.209386438
2167.7001,0.385599375,0.209766522
2167.8001,0.39854008,0.206790954
2167.9001,0.402752787,0.202736244
2168.0001,0.394743025,0.200269833
2168.1001,0.37717557,0.19984965
2168.2001,0.363281876,0.202215493
2168.3001,0.357741535,0.207613364
2168.4001,0.356374383,0.21150744
2168.5001,0.361029357,0.212662429
2168.6001,0.370384634,0.215340272
2168.7001,0.380037338,0.216831058
2168.8001,0.388016999,0.217662677
2168.9001,0.394074947,0.224236608
2169.0001,0.398508549,0.231955111
2169.1001,0.400107384,0.235940114
2169.2001,0.40168941,0.239786625
2169.3001,0.408690989,0.241043016
2169.4001,0.419993699,0.238183498
2169.5001,0.424561441,0.236075416
2169.6001,0.414037556,0.237935484
2169.7001,0.393230826,0.241784573
2169.8001,0.368657589,0.241083875
2169.9001,0.34992373,0.237806156
2170.0001,0.34815675,0.235749215
2170.1001,0.359475672,0.229178354
2170.2001,0.368405074,0.223193929
