DEPTH,RHOB_F17-04,RHOB_F15-A-01
2088.3001,2.546950817,2.354766846
2088.4001,2.556136847,2.354218721
2088.5001,2.559284926,2.357033491
2088.6001,2.554331064,2.363897324
2088.7001,2.540413141,2.371682644
2088.8001,2.521722794,2.376914263
2088.9001,2.504497051,2.379804373
2089.0001,2.493210077,2.38299346
2089.1001,2.489446163,2.3870399
2089.2001,2.491614103,2.38991046
2089.3001,2.495504856,2.38932848
2089.4001,2.497184038,2.380913258
2089.5001,2.494802952,2.365334749
2089.6001,2.489670038,2.34863925
2089.7001,2.484913111,2.339388847
2089.8001,2.482584953,2.340850353
2089.9001,2.48249507,2.349337578
2090.0001,2.483875036,2.359790564
2090.1001,2.486024857,2.366334438
2090.2001,2.486837864,2.365198612
2090.3001,2.48378396,2.356720686
2090.4001,2.477419853,2.344434977
2090.5001,2.470810175,2.330801964
2090.6001,2.466218948,2.320370436
2090.7001,2.464485169,2.315874338
2090.8001,2.465260506,2.31466341
2090.9001,2.466417313,2.31925416
2091.0001,2.466007233,2.3322258
2091.1001,2.464788437,2.35048008
2091.2001,2.464214563,2.3688519
2091.3001,2.46412611,2.382426262
2091.4001,2.463703156,2.388896704
2091.5001,2.461267471,2.386785507
2091.6001,2.455076695,2.379840136
2091.7001,2.4468925,2.375329495
2091.8001,2.44088316,2.375396729
2091.9001,2.438246012,2.374292374
2092.0001,2.436452389,2.372364521
2092.1001,2.432493925,2.370455742
2092.2001,2.425158024,2.367912769
2092.3001,2.415513992,2.366905212
2092.4001,2.407198191,2.369184017
2092.5001,2.406538963,2.37188983
2092.6001,2.418174982,2.371862173
2092.7001,2.439287663,2.367040396
2092.8001,2.462799549,2.363468647
2092.9001,2.482542992,2.35915184
2093.0001,2.49543047,2.351597548
2093.1001,2.502517939,2.351726532
2093.2001,2.505395412,2.359140635
2093.3001,2.505725145,2.370554686
2093.4001,2.504609346,2.384772301
2093.5001,2.500947952,2.39838624
2093.6001,2.494718552,2.401010275
2093.7001,2.489599228,2.39780879
2093.8001,2.490898132,2.390031338
2093.9001,2.501339674,2.386095762
2094.0001,2.509605169,2.386342287
2094.1001,2.506033659,2.390985012
2094.2001,2.494876623,2.39365983
2094.3001,2.483187199,2.392720938
2094.4001,2.47821188,2.385920525
2094.5001,2.481924772,2.376003981
2094.6001,2.487665653,2.368706942
2094.7001,2.491332054,2.368831635
2094.8001,2.494134665,2.372042179
2094.9001,2.498343229,2.375057936
2095.0001,2.502982378,2.375424862
2095.1001,2.504537344,2.376798868
2095.2001,2.499714613,2.379666567
2095.3001,2.490105867,2.384847641
2095.4001,2.48136735,2.389327765
2095.5001,2.478131771,2.38965416
2095.6001,2.483222723,2.379591227
2095.7001,2.490526199,2.370352507
2095.8001,2.495336056,2.367727757
2095.9001,2.500511646,2.38436985
2096.0001,2.502951622,2.407584429
2096.1001,2.50531888,2.428805351
2096.2001,2.512254238,2.427136421
2096.3001,2.518540144,2.410199881
2096.4001,2.524018526,2.38118124
2096.5001,2.527587175,2.352707386
2096.6001,2.528245211,2.330383778
2096.7001,2.532436371,2.320122719
2096.8001,2.538015366,2.327292204
2096.9001,2.539884329,2.33954525
2097.0001,2.541728497,2.351829052
2097.1001,2.543045998,2.35640645
2097.2001,2.539443731,2.348088026
2097.3001,2.536386013,2.333501816
2097.4001,2.539926291,2.331465006
2097.5001,2.546059609,2.337007284
2097.6001,2.548197746,2.348609209
2097.7001,2.544161081,2.36333704
2097.8001,2.533971548,2.371475697
2097.9001,2.518817425,2.372892618
2098.0001,2.502309561,2.377752543
2098.1001,2.492086411,2.384552479
2098.2001,2.491326094,2.388353586
2098.3001,2.493182421,2.385890484
2098.4001,2.493401289,2.37793994
2098.5001,2.495868683,2.36882329
2098.6001,2.500114203,2.363766909
2098.7001,2.502232552,2.363081932
2098.8001,2.502612829,2.364860773
2098.9001,2.501034737,2.366533041
2099.0001,2.495382786,2.364149332
2099.1001,2.487244368,2.357545614
2099.2001,2.481416225,2.351197958
2099.3001,2.480173588,2.351822138
2099.4001,2.482964516,2.361235619
2099.5001,2.48720932,2.375052452
2099.6001,2.489099264,2.386147499
2099.7001,2.486515999,2.390136957
2099.8001,2.481467247,2.387405157
2099.9001,2.477339268,2.380412102
2100.0001,2.475390673,2.373122931
2100.1001,2.474937439,2.368759394
2100.2001,2.47671175,2.371641159
2100.3001,2.482001066,2.382977963
2100.4001,2.488640785,2.40000701
2100.5001,2.492812634,2.415764809
2100.6001,2.493101358,2.423641443
2100.7001,2.489164114,2.420041084
2100.8001,2.481663704,2.407567501
2100.9001,2.474284172,2.394637823
2101.0001,2.471241951,2.391170263
2101.1001,2.473028421,2.395605564
2101.2001,2.476627111,2.398929834
2101.3001,2.478550196,2.401755333
2101.4001,2.477414131,2.402763128
2101.5001,2.475931644,2.398923636
2101.6001,2.478416681,2.3998034
2101.7001,2.485546589,2.408072233
2101.8001,2.494051457,2.413643122
2101.9001,2.499908447,2.414538384
2102.0001,2.498967886,2.410306692
2102.1001,2.489217281,2.400319099
2102.2001,2.472304583,2.386955023
2102.3001,2.450900078,2.377253056
2102.4001,2.428957939,2.377084494
2102.5001,2.411173582,2.379856587
2102.6001,2.399053335,2.376700401
2102.7001,2.391673088,2.37356329
2102.8001,2.387988091,2.369770527
2102.9001,2.388564348,2.364064217
2103.0001,2.393845081,2.362567425
2103.1001,2.403836012,2.363940954
2103.4001,2.461071491,2.361068964
2103.5001,2.473741055,2.352739096
2103.6001,2.47386384,2.341375113
2103.7001,2.461889982,2.33578372
2103.8001,2.443742514,2.338258743
2103.9001,2.428352118,2.35107255
2104.0001,2.421203375,2.369511604
2104.1001,2.41981411,2.382150173
2104.2001,2.4256742,2.381171465
2104.3001,2.440201521,2.368310452
2104.4001,2.454121351,2.353211641
2104.5001,2.4623456,2.343444347
2104.6001,2.469459772,2.347597599
2104.7001,2.475922585,2.35971427
2104.8001,2.479260922,2.377278328
2104.9001,2.478990078,2.389337778
2105.0001,2.472332954,2.393120766
2105.1001,2.45948267,2.382064581
2105.2001,2.445206881,2.37006402
2105.3001,2.431803227,2.362872124
2105.4001,2.422563553,2.372350454
2105.5001,2.421988726,2.388633966
2105.6001,2.428068638,2.406578302
2105.7001,2.436174631,2.414142847
2105.8001,2.446021557,2.409134626
2105.9001,2.455242395,2.393813133
2106.0001,2.459015846,2.377458334
2106.1001,2.456865311,2.367978811
2106.2001,2.45476222,2.366982698
2106.3001,2.458333254,2.375473738
2106.4001,2.465603113,2.38178134
2106.5001,2.47470355,2.384756327
2106.6001,2.487776518,2.383027554
2106.7001,2.501698256,2.370418072
2106.8001,2.510691166,2.351337671
2106.9001,2.514433861,2.350311279
2107.0001,2.515054941,2.35143137
2107.1001,2.513049841,2.353994608
2107.2001,2.505707264,2.362632036
2107.3001,2.491928339,2.365724564
2107.4001,2.47356987,2.359605074
2107.5001,2.455124378,2.355517387
2107.6001,2.441141129,2.356527805
2107.7001,2.43456769,2.366439104
2107.8001,2.439182282,2.383425713
2107.9001,2.451833963,2.399545193
2108.0001,2.463256598,2.406884432
2108.1001,2.471946001,2.404941797
2108.2001,2.479029894,2.395166874
2108.3001,2.477399111,2.382908583
2108.4001,2.468806744,2.377845049
2108.5001,2.463885784,2.378269196
2108.6001,2.464702606,2.38022542
2108.7001,2.471681833,2.381668329
2108.8001,2.487507582,2.381792307
2108.9001,2.504624844,2.382264137
2109.0001,2.510791779,2.386771917
2109.1001,2.502307415,2.391582251
2109.2001,2.484188318,2.392844677
2109.3001,2.465524912,2.393452406
2109.4001,2.455282688,2.393344641
2109.5001,2.45451498,2.3925457
2109.6001,2.458197117,2.393320084
2109.7001,2.462867022,2.392347097
2109.8001,2.463915825,2.386940718
2109.9001,2.457718611,2.380189419
2110.0001,2.448953152,2.373742819
2110.1001,2.443628788,2.367701054
2110.2001,2.441741705,2.362535954
2110.3001,2.44127059,2.361415625
2110.4001,2.442412615,2.365949631
2110.5001,2.445708036,2.374579191
2110.6001,2.450290203,2.387192249
2110.7001,2.455164433,2.402698755
2110.8001,2.460223675,2.416061878
2110.9001,2.46617198,2.424459696
2111.0001,2.474506855,2.429473877
2111.1001,2.486988545,2.432860851
2111.2001,2.502116919,2.434846878
2111.3001,2.513799906,2.43403697
2111.4001,2.516588688,2.421473742
2111.5001,2.511548281,2.397622585
2111.6001,2.50460577,2.373243332
2111.7001,2.50159502,2.358246565
2111.8001,2.505096436,2.360175848
2111.9001,2.513758898,2.380352259
2112.0001,2.522731066,2.410726309
2112.1001,2.528245449,2.439631701
2112.2001,2.530988932,2.460614443
2112.3001,2.532582045,2.471090555
2112.4001,2.530468464,2.46967864
2112.5001,2.519265652,2.457023382
2112.6001,2.495165587,2.44083333
2112.7001,2.46013999,2.427765131
2112.8001,2.421812058,2.410993815
2112.9001,2.391228676,2.397683621
2113.0001,2.37861681,2.397306919
2113.1001,2.384055615,2.396027565
2113.2001,2.3960917,2.394078732
2113.3001,2.403707027,2.399089813
2113.4001,2.406643391,2.40272212
2113.5001,2.411739588,2.40152359
2113.6001,2.427412748,2.398284435
2113.7001,2.455754042,2.392645836
2113.8001,2.486507893,2.385145187
2113.9001,2.501093388,2.379571438
2114.0001,2.488198757,2.375623703
2114.1001,2.456869125,2.373306751
2114.2001,2.424648523,2.371873617
2114.3001,2.407772541,2.371134281
2114.4001,2.407054901,2.371094227
2114.5001,2.410239458,2.37108922
2114.6001,2.41245532,2.371050358
2114.7001,2.413750172,2.370778799
2114.8001,2.413027048,2.369873285
2114.9001,2.40913868,2.368843079
2115.0001,2.399469852,2.369500876
2115.1001,2.382797003,2.375100136
2115.2001,2.359410763,2.386065006
2115.3001,2.333707094,2.403396845
2115.4001,2.31257534,2.419912815
2115.5001,2.300623417,2.433347464
2115.6001,2.306512117,2.438105822
2115.7001,2.327079296,2.438311815
2115.8001,2.34673214,2.434883833
2115.9001,2.355250359,2.432215929
2116.0001,2.345269918,2.429563046
2116.1001,2.311878443,2.426640987
2116.2001,2.265644789,2.422433138
2116.3001,2.220106602,2.417111158
2116.4001,2.181499958,2.410553217
2116.5001,2.163462877,2.403781414
2116.6001,2.171674252,2.398988485
2116.7001,2.197626114,2.397691727
2116.8001,2.229946852,2.399635315
2116.9001,2.262967825,2.402658939
2117.0001,2.294069767,2.405801296
2117.1001,2.320770979,2.406857729
2117.2001,2.339159966,2.40564251
2117.3001,2.34830451,2.402822733
2117.4001,2.33676672,2.405046463
2117.5001,2.304501057,2.407408953
2117.6001,2.279260635,2.406116724
2117.7001,2.272518158,2.404120922
2117.8001,2.278867006,2.399651051
2117.9001,2.300851822,2.390644312
2118.0001,2.334520102,2.381077528
2118.1001,2.366528988,2.372323513
2118.2001,2.393074513,2.368597031
2118.3001,2.412055016,2.37306881
2118.4001,2.4218328,2.382626534
2118.5001,2.422995567,2.393597364
2118.6001,2.417372942,2.40830946
2118.7001,2.407104731,2.420675755
2118.8001,2.393292427,2.423438788
2118.9001,2.37684226,2.424353361
2119.0001,2.358650446,2.422942638
2119.1001,2.344597101,2.417984963
2119.2001,2.342523336,2.412975073
2119.3001,2.348577738,2.407860756
2119.4001,2.356313705,2.402266502
2119.5001,2.363684893,2.399362326
2119.6001,2.354499579,2.401249647
2119.7001,2.313699722,2.407759666
2119.8001,2.255153656,2.41828084
2119.9001,2.200369358,2.431220293
2120.0001,2.161944151,2.442167282
2120.1001,2.145845175,2.445411921
2120.2001,2.156293392,2.441797733
2120.3001,2.187461138,2.437798977
2120.4001,2.224338293,2.435857534
2120.5001,2.251266241,2.439080477
2120.6001,2.26111269,2.448825359
2120.7001,2.255548954,2.461231232
2120.8001,2.242187977,2.470971584
2120.9001,2.229802132,2.475539684
2121.0001,2.223952532,2.473907948
2121.1001,2.22463584,2.465558291
2121.2001,2.228084564,2.451399088
2121.3001,2.231326103,2.43150568
2121.4001,2.23408556,2.409802198
2121.5001,2.236199617,2.391655922
2121.6001,2.234822273,2.384565115
2121.7001,2.22572732,2.391731262
2121.8001,2.207556486,2.40964222
2121.9001,2.184149504,2.430372715
2122.0001,2.160842657,2.444477558
2122.1001,2.140423298,2.447095871
2122.2001,2.126128912,2.437909603
2122.3001,2.123044014,2.423272133
2122.4001,2.135922194,2.411252022
2122.5001,2.166147232,2.404317379
2122.6001,2.210568667,2.400959015
2122.7001,2.260350704,2.400614977
2122.8001,2.307970285,2.401781797
2122.9001,2.352838516,2.402264118
2123.0001,2.39357686,2.402202368
2123.1001,2.42493701,2.401558638
2123.2001,2.440997839,2.400627613
2123.3001,2.438003063,2.401818752
2123.4001,2.420037031,2.404046774
2123.5001,2.400763035,2.403551102
2123.6001,2.390059948,2.402057171
2123.7001,2.390071869,2.399464369
2123.8001,2.402396917,2.394505978
2123.9001,2.425577402,2.39515996
2124.0001,2.44900465,2.404424191
2124.1001,2.464116812,2.409947157
2124.2001,2.47194767,2.414195538
2124.3001,2.474082708,2.418599606
2124.4001,2.471344233,2.416146994
2124.5001,2.464030981,2.413225651
2124.6001,2.446809769,2.418707848
2124.7001,2.41631341,2.426880837
2124.8001,2.385303974,2.435138464
2124.9001,2.369547129,2.438870907
2125.0001,2.371309519,2.438958406
2125.1001,2.388886929,2.435918331
2125.2001,2.417587757,2.432793856
2125.3001,2.442967892,2.433919191
2125.4001,2.452003956,2.438547134
2125.5001,2.443714857,2.438103914
2125.6001,2.427696228,2.420706987
2125.7001,2.412970066,2.384962082
2125.8001,2.403667688,2.347241402
2125.9001,2.401315928,2.309642553
2126.0001,2.410796404,2.284049034
2126.1001,2.430869579,2.298965693
2126.2001,2.448634863,2.326776743
2126.3001,2.456362963,2.363466501
2126.4001,2.454741001,2.409698248
2126.5001,2.44699955,2.444148779
2126.6001,2.439397812,2.450182676
2126.7001,2.437576532,2.448441744
2126.8001,2.441152334,2.443454981
2126.9001,2.443823814,2.438706398
2127.0001,2.4412148,2.440754414
2127.1001,2.436941862,2.44526577
2127.2001,2.431434393,2.44845295
2127.3001,2.421506882,2.449971914
2127.4001,2.406198978,2.44959259
2127.5001,2.393044233,2.447111845
2127.6001,2.390338182,2.447981834
2127.7001,2.398131609,2.451422453
2127.8001,2.413694143,2.457138777
2127.9001,2.433785677,2.464187861
2128.0001,2.446852922,2.472451448
2128.1001,2.448832274,2.481305838
2128.2001,2.448337317,2.486885548
2128.3001,2.45046258,2.487859249
2128.4001,2.454735279,2.482037306
2128.5001,2.459686041,2.473139286
2128.6001,2.463305235,2.462251425
2128.7001,2.462274075,2.453107834
2128.8001,2.454041958,2.447194338
2128.9001,2.441894293,2.446176767
2129.0001,2.432122231,2.449714661
2129.1001,2.42914176,2.451375246
2129.2001,2.433748245,2.451856136
2129.3001,2.444257498,2.45511651
2129.4001,2.457180023,2.456215382
2129.5001,2.459301949,2.455070972
2129.6001,2.437708139,2.455351353
2129.7001,2.392491818,2.452024937
2129.8001,2.330601692,2.445184231
2129.9001,2.262487173,2.44108367
2130.0001,2.203474999,2.439456701
2130.1001,2.161166906,2.441634893
2130.2001,2.136288405,2.448755264
2130.3001,2.127208948,2.455407143
2130.4001,2.130131006,2.45775795
2130.5001,2.139350176,2.456965685
2130.6001,2.152182341,2.449894667
2130.7001,2.168460131,2.438326597
2130.8001,2.185650349,2.429641008
2130.9001,2.200968981,2.421065331
2131.0001,2.212315083,2.41181159
2131.1001,2.217763901,2.406928062
2131.2001,2.216706276,2.405288935
2131.3001,2.211619377,2.404938221
2131.4001,2.207528353,2.407206297
2131.5001,2.206970453,2.406484604
2131.6001,2.209317684,2.400562763
2131.7001,2.214021206,2.395365238
2131.8001,2.22034359,2.389958382
2131.9001,2.226934195,2.385919094
2132.0001,2.233385563,2.392614603
2132.1001,2.237493992,2.403146505
2132.2001,2.235322237,2.409610272
2132.3001,2.22797823,2.420221806
2132.4001,2.22158742,2.431063891
2132.5001,2.221411228,2.434786797
2132.6001,2.228110313,2.438357353
2132.7001,2.23774147,2.444003344
2132.8001,2.24525857,2.448310137
2132.9001,2.249580622,2.452205658
2133.0001,2.254078388,2.459065676
2133.1001,2.262013197,2.470007181
2133.2001,2.27183032,2.481684685
2133.3001,2.278416395,2.490518093
2133.4001,2.279221296,2.495781422
2133.5001,2.275812388,2.495845795
2133.6001,2.270153761,2.492308617
2133.7001,2.263239861,2.49020958
2133.8001,2.256444693,2.48885417
2133.9001,2.251294375,2.486777306
2134.0001,2.249113321,2.484715223
2134.1001,2.250461578,2.481553078
2134.2001,2.255055428,2.477683067
2134.3001,2.261643171,2.476996899
2134.4001,2.268004656,2.477802038
2134.5001,2.270725489,2.47732687
2134.6001,2.267923832,2.477398396
2134.7001,2.263346672,2.47698617
2134.8001,2.263312101,2.474811316
2134.9001,2.268895626,2.474599123
2135.0001,2.275458336,2.475351334
2135.1001,2.277781487,2.473809242
2135.2001,2.273657084,2.472807884
2135.3001,2.263226509,2.473219395
2135.4001,2.249331951,2.475120544
2135.5001,2.238102198,2.478924036
2135.6001,2.23851347,2.484322548
2135.7001,2.253763676,2.48811245
2135.8001,2.276983976,2.492770195
2135.9001,2.297841311,2.497491598
2136.0001,2.309649229,2.495147467
2136.1001,2.309061766,2.489700794
2136.2001,2.295525551,2.482773542
2136.3001,2.280364275,2.477687597
2136.4001,2.274757385,2.472654343
2136.5001,2.272340298,2.468900442
2136.6001,2.265528917,2.476417303
2136.7001,2.256236315,2.484485626
2136.8001,2.246623516,2.481441736
2136.9001,2.234711886,2.478940964
2137.0001,2.233433008,2.471064568
2137.1001,2.252666712,2.448513746
2137.2001,2.282701016,2.43367362
2137.3001,2.312443018,2.426208735
2137.4001,2.334823847,2.430521011
2137.5001,2.34470129,2.448240042
2137.6001,2.343449116,2.473909617
2137.7001,2.331175566,2.491802931
2137.8001,2.309784412,2.50382781
2137.9001,2.288550377,2.508816481
2138.0001,2.278703928,2.506482363
2138.1001,2.281948566,2.500684738
2138.2001,2.293063641,2.494778395
2138.3001,2.303739309,2.49808383
2138.4001,2.306692123,2.497790098
2138.5001,2.311820746,2.494424343
2138.6001,2.330442429,2.496538162
2138.7001,2.361204386,2.49575758
2138.8001,2.395131111,2.491637945
2138.9001,2.420503855,2.491300106
2139.0001,2.42917943,2.491312981
2139.1001,2.427350998,2.493712425
2139.2001,2.429296255,2.504418373
2139.3001,2.439451695,2.515003443
2139.4001,2.456187487,2.521430492
2139.5001,2.475903273,2.526086092
2139.6001,2.49228549,2.528137684
2139.7001,2.498286963,2.526791096
2139.8001,2.493798494,2.524010658
2139.9001,2.4837749,2.519071817
2140.0001,2.472820997,2.511145592
2140.1001,2.4621737,2.501819849
2140.2001,2.452361822,2.492542505
2140.3001,2.444790602,2.486351013
2140.4001,2.441098452,2.48511219
2140.5001,2.442635536,2.486246109
2140.6001,2.45057416,2.487628698
2140.7001,2.463609934,2.49057436
2140.8001,2.476840973,2.492298842
2140.9001,2.487495422,2.490420342
2141.0001,2.494044542,2.487313509
2141.1001,2.495016098,2.485552549
2141.2001,2.491005898,2.486234665
2141.3001,2.484402657,2.488021135
2141.4001,2.478730917,2.4928689
2141.5001,2.477158546,2.500349999
2141.6001,2.479632616,2.505066872
2141.7001,2.481997728,2.506736994
2141.8001,2.480968952,2.50748539
2141.9001,2.477584362,2.505992889
2142.0001,2.4723773,2.504277229
2142.1001,2.466018438,2.505117893
2142.2001,2.466024876,2.507297993
2142.3001,2.477978945,2.508553743
2142.4001,2.497238636,2.508141518
2142.5001,2.516545773,2.506712675
2142.6001,2.53125906,2.503351212
2142.7001,2.536253929,2.497226954
2142.8001,2.530360937,2.48939991
2142.9001,2.518089056,2.482131481
2143.0001,2.504821539,2.477166653
2143.1001,2.492950916,2.474728584
2143.2001,2.484418392,2.475897789
2143.3001,2.479582548,2.480954647
2143.4001,2.475854874,2.48544097
2143.5001,2.47270608,2.487426996
2143.6001,2.472846746,2.489759922
2143.7001,2.476365328,2.491790772
2143.8001,2.480272055,2.492703438
2143.9001,2.483950615,2.494042873
2144.0001,2.488219738,2.498709917
2144.1001,2.49186039,2.506682158
2144.2001,2.493894815,2.513448477
2144.3001,2.494818211,2.516812086
2144.4001,2.493835926,2.514625311
2144.5001,2.490223646,2.50461936
2144.6001,2.486223936,2.493737459
2144.7001,2.484450579,2.491393805
2144.8001,2.485363007,2.490918875
2144.9001,2.488563776,2.492718935
2145.0001,2.491094351,2.49838233
2145.1001,2.487723351,2.498031378
2145.2001,2.477499247,2.487137556
2145.3001,2.464319706,2.471259594
2145.4001,2.450014353,2.457071543
2145.5001,2.434980154,2.448882818
2145.6001,2.423215866,2.447543383
2145.7001,2.419611454,2.457674265
2145.8001,2.424580813,2.478322268
2145.9001,2.434396267,2.490210533
2146.0001,2.444403172,2.496948242
2146.1001,2.450038195,2.499583483
2146.2001,2.447571516,2.494443893
2146.3001,2.438132525,2.488575459
2146.4001,2.427885294,2.489555121
2146.5001,2.421400547,2.493136644
2146.6001,2.419101477,2.497775316
2146.7001,2.421077251,2.501589775
2146.8001,2.425227881,2.50497961
2146.9001,2.42598033,2.506819487
2147.0001,2.422426701,2.504550934
2147.1001,2.418260098,2.503059864
2147.2001,2.415132999,2.502689362
2147.3001,2.4126544,2.50387311
2147.4001,2.410860777,2.502188444
2147.5001,2.410469532,2.498926163
2147.6001,2.409246206,2.499429703
2147.7001,2.401564598,2.495832682
2147.8001,2.390258312,2.485239506
2147.9001,2.384788513,2.465782166
2148.0001,2.391219616,2.451267958
2148.1001,2.411018372,2.445461988
2148.2001,2.437835217,2.44849658
2148.3001,2.452916861,2.457205296
2148.4001,2.440293551,2.469902039
2148.5001,2.407492876,2.475483894
2148.6001,2.378615856,2.477117539
2148.7001,2.37120533,2.475800276
2148.8001,2.388797283,2.4772861
2148.9001,2.419072866,2.479328871
2149.0001,2.446721554,2.480982304
2149.1001,2.46402359,2.483614445
2149.2001,2.474489451,2.487367153
2149.3001,2.480694771,2.490472794
2149.4001,2.48178792,2.487594843
2149.5001,2.4802773,2.485419512
2149.6001,2.478607655,2.490384102
2149.7001,2.476295471,2.496358156
2149.8001,2.472370863,2.501955509
2149.9001,2.468158245,2.504939079
2150.0001,2.462970257,2.503704071
2150.1001,2.453443527,2.498786926
2150.2001,2.440415144,2.492257118
2150.3001,2.432957411,2.48729682
2150.4001,2.429703236,2.484783888
2150.5001,2.418711901,2.484641552
2150.6001,2.399460316,2.485234737
2150.7001,2.380113363,2.485035658
2150.8001,2.362372637,2.482827902
2150.9001,2.34526515,2.479714394
2151.0001,2.334537745,2.473519802
2151.1001,2.334908485,2.464823961
2151.2001,2.344778299,2.461774111
2151.3001,2.362188578,2.463715076
2151.4001,2.382814169,2.466386318
2151.5001,2.39609766,2.473871708
2151.6001,2.39554143,2.482860088
2151.7001,2.386564016,2.485675812
2151.8001,2.375831842,2.482278585
2151.9001,2.362313747,2.477814913
2152.0001,2.342288017,2.476495266
2152.1001,2.315846443,2.474820614
2152.2001,2.286847115,2.474972248
2152.3001,2.258700371,2.480726957
2152.4001,2.2336061,2.484914303
2152.5001,2.213885784,2.486071348
2152.6001,2.200838089,2.48914361
2152.7001,2.193156481,2.490302324
2152.8001,2.188438892,2.487597942
2152.9001,2.189275265,2.484381676
2153.0001,2.20154357,2.479325295
2153.1001,2.224767208,2.473769903
2153.2001,2.248743057,2.472366571
2153.3001,2.262341499,2.47166276
2153.4001,2.263309002,2.46926856
2153.5001,2.257665634,2.468232155
2153.6001,2.254627228,2.468396187
2153.7001,2.260095596,2.467587233
2153.8001,2.271527529,2.465070963
2153.9001,2.282825708,2.465050936
2154.0001,2.290848732,2.469018936
2154.1001,2.294462442,2.471764803
2154.2001,2.294722557,2.475159407
2154.3001,2.296302319,2.481762648
2154.4001,2.305158138,2.486827612
2154.5001,2.323758602,2.48990202
2154.6001,2.350337267,2.492958784
2154.7001,2.380174398,2.493708134
2154.8001,2.401433945,2.491069555
2154.9001,2.400575876,2.486276388
2155.0001,2.377913714,2.478534937
2155.1001,2.345458508,2.471439362
2155.2001,2.314891577,2.471341372
2155.3001,2.295233727,2.474486351
2155.4001,2.290721655,2.479470968
2155.5001,2.295906782,2.487500668
2155.6001,2.29996109,2.494040728
2155.7001,2.300748348,2.495244503
2155.8001,2.306462288,2.494323015
2155.9001,2.320040464,2.491618633
2156.0001,2.338492632,2.488017321
2156.1001,2.356844664,2.48680687
2156.2001,2.364023924,2.48816061
2156.3001,2.354417563,2.491451979
2156.4001,2.33599925,2.494001627
2156.5001,2.316273689,2.49445343
2156.6001,2.2985425,2.491284609
2156.7001,2.285724878,2.488718271
2156.8001,2.270858526,2.485216856
2156.9001,2.247032881,2.475961208
2157.0001,2.220381737,2.462481976
2157.1001,2.192529917,2.447562456
2157.2001,2.167358398,2.439764977
2157.3001,2.155906439,2.434166431
2157.4001,2.16244936,2.434123993
2157.5001,2.18081665,2.44806695
2157.6001,2.202387333,2.456591845
2157.7001,2.219539642,2.457130194
2157.8001,2.228199482,2.460113049
2157.9001,2.231482744,2.455513716
2158.0001,2.234580994,2.441856861
2158.1001,2.241759062,2.438053131
2158.2001,2.254533052,2.437170506
2158.3001,2.266508102,2.437826395
2158.4001,2.271318197,2.442667484
2158.5001,2.270225287,2.446267605
2158.6001,2.262317896,2.446005106
2158.7001,2.246412039,2.451034784
2158.8001,2.22785449,2.457128048
2158.9001,2.213485241,2.46109128
2159.0001,2.204763651,2.464594841
2159.1001,2.201196671,2.464587927
2159.2001,2.204897165,2.45670867
2159.3001,2.21119976,2.451565504
2159.4001,2.212310791,2.448395729
2159.5001,2.2077775,2.447875261
2159.6001,2.201789856,2.452059984
2159.7001,2.207511425,2.458417654
2159.8001,2.230220318,2.461726904
2159.9001,2.260004997,2.463044882
2160.0001,2.28400588,2.456586123
2160.1001,2.290744305,2.435146093
2160.2001,2.28001976,2.419678688
2160.3001,2.269013882,2.410344124
2160.4001,2.267414808,2.404385805
2160.5001,2.276550055,2.41364789
2160.6001,2.297724009,2.432998419
2160.7001,2.320314169,2.444611788
2160.8001,2.335070133,2.456620693
2160.9001,2.348705292,2.463265419
2161.0001,2.362430334,2.455547094
2161.1001,2.372656822,2.448728085
2161.2001,2.382719994,2.446492672
2161.3001,2.39119935,2.443250895
2161.4001,2.393672705,2.444804907
2161.5001,2.392832041,2.451294184
2161.6001,2.393525124,2.45546031
2161.7001,2.394187212,2.457216024
2161.8001,2.391078949,2.455454111
2161.9001,2.385083914,2.447752953
2162.0001,2.379558563,2.430548906
2162.1001,2.375650883,2.404634714
2162.2001,2.372057438,2.378053427
2162.3001,2.366669655,2.358231306
2162.4001,2.357031584,2.352138042
2162.5001,2.341416597,2.361053228
2162.6001,2.320972443,2.384099484
2162.7001,2.300972939,2.415424585
2162.8001,2.287665367,2.446873188
2162.9001,2.282943964,2.469998837
2163.0001,2.282767296,2.481165409
2163.1001,2.283853769,2.484421253
2163.2001,2.286270618,2.479259729
2163.3001,2.290967226,2.469433308
2163.4001,2.29878211,2.463094473
2163.5001,2.30702877,2.461885929
2163.6001,2.310755253,2.463468552
2163.7001,2.310077667,2.466855288
2163.8001,2.310303688,2.470055342
2163.9001,2.314424992,2.471118689
2164.0001,2.323611736,2.469614744
2164.1001,2.339039326,2.467218638
2164.2001,2.354464531,2.465874195
2164.3001,2.358549833,2.466088057
2164.4001,2.348721743,2.468114853
2164.5001,2.33087492,2.471853018
2164.6001,2.312791109,2.477191448
2164.7001,2.301598072,2.481164932
2164.8001,2.300272465,2.48061347
2164.9001,2.305812597,2.476392031
2165.0001,2.312543392,2.470142841
2165.1001,2.316910744,2.463475704
2165.2001,2.319054842,2.458899498
2165.3001,2.320564508,2.457009554
2165.4001,2.321562052,2.455622196
2165.5001,2.322278261,2.453922033
2165.6001,2.324040413,2.452460051
2165.7001,2.326592445,2.45255065
2165.8001,2.329395056,2.453752279
2165.9001,2.334968567,2.455518723
2166.0001,2.344907999,2.457966328
